
 TIME,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 
 55,70.000,70.600,70.100,70.000,70.000,70.000,70.300,70.300,70.000,70.000,70.000,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 60,70.000,70.400,70.000,70.000,70.000,70.000,70.000,70.000,70.400,70.100,70.100,70.000,70.200,70.200,70.300,70.000,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.500,70.200,70.000,70.000,70.000,70.000,70.000,70.000
 65,70.000,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.100,70.000,70.100,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.300,70.000,70.000,70.000
 70,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.100,70.000,70.000,70.100,70.000,70.300,71.000,70.000,70.000,70.000,70.000,70.000,70.000,70.200
 75,70.000,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.800,70.200,70.000,70.200,70.200,70.000,70.100,70.000
 80,70.000,70.400,70.200,70.000,70.000,70.300,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.900,70.000,70.100,70.000,70.000,70.100,70.000,70.000
 85,70.000,70.500,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 90,70.000,70.900,70.300,70.100,70.000,70.400,70.500,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.400,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 95,70.000,70.600,70.700,70.600,70.000,70.200,70.300,70.100,70.000,70.000,70.000,70.500,70.100,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 100,70.000,71.100,70.500,70.400,70.000,70.300,70.100,70.000,70.400,70.100,70.100,70.200,70.200,70.500,70.200,70.000,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.500,70.200,70.000,70.000,70.000,70.000,70.000,70.000
 105,70.000,70.800,70.300,70.100,70.000,70.500,70.300,70.100,70.600,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,70.100,70.300,70.100,70.000,70.000,70.000,70.300,70.000,70.000,70.100,70.000,70.000,70.000,70.000
 110,70.000,70.600,70.000,70.000,70.000,70.200,70.100,70.000,70.700,70.000,70.000,70.000,70.000,70.100,70.000,70.300,70.000,70.000,70.100,70.300,70.000,70.100,70.000,70.300,70.700,70.000,70.000,70.000,70.000,70.000,70.000,70.200
 115,70.000,70.600,70.000,70.000,70.000,70.000,70.000,70.000,70.500,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.100,70.400,70.200,70.000,70.200,70.200,70.000,70.100,70.000
 120,70.000,70.800,70.200,70.000,70.000,70.200,70.200,70.000,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.000,70.100,70.000,70.000,70.100,70.000,70.000
 125,70.000,70.900,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 130,70.000,71.300,70.300,70.100,70.000,70.400,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.200,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.200,70.200,70.000,70.000
 135,70.000,71.400,71.100,70.900,70.000,70.200,70.000,70.100,70.000,70.000,70.000,70.800,70.100,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 140,70.000,71.900,70.900,70.700,70.000,70.300,70.000,70.000,70.400,70.100,70.100,70.500,70.200,70.500,70.200,70.000,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.500,70.200,70.000,70.000,70.000,70.200,70.000,70.000
 145,70.000,71.600,70.700,71.000,70.000,70.500,70.000,70.000,70.600,70.000,70.000,70.900,70.000,70.300,70.000,70.000,70.000,70.000,70.100,70.800,70.700,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.500,70.400,70.000,70.000
 150,70.000,72.700,71.800,71.500,70.000,70.200,70.000,70.000,70.300,70.000,70.000,71.400,70.000,70.100,70.000,70.000,70.300,70.000,70.000,70.800,70.500,70.100,70.000,70.300,71.000,70.000,70.000,70.000,70.200,70.200,70.000,70.200
 155,70.000,72.500,71.500,71.300,70.000,70.300,70.000,70.000,70.100,70.000,70.000,71.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.200,70.000,70.000,70.100,71.100,70.200,70.000,70.100,70.300,70.300,70.100,70.000
 160,70.000,72.200,71.600,71.400,70.000,70.500,70.000,70.000,70.000,70.000,70.000,71.300,70.500,70.500,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,71.700,70.300,70.100,70.000,70.000,70.300,70.000,70.000
 165,70.000,73.100,72.100,71.500,70.000,70.200,70.000,70.000,70.000,70.000,70.000,71.400,70.300,70.300,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,71.400,70.100,70.000,70.000,70.000,70.100,70.000,70.000
 170,70.000,73.500,72.200,71.600,70.000,70.600,70.200,70.000,70.000,70.000,70.000,71.100,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.200,70.000,70.000,70.000,71.200,70.000,70.000,70.000,70.200,70.200,70.000,70.000
 175,70.000,73.600,73.000,72.400,70.000,70.400,70.000,70.100,70.000,70.000,70.000,71.900,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.900,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 180,70.000,74.100,72.800,72.200,70.000,70.500,70.000,70.000,71.100,70.100,70.100,71.600,70.200,70.500,70.200,70.000,70.500,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.700,70.000,70.000,70.000,70.000,70.200,70.000,70.000
 185,70.000,73.800,72.600,72.500,70.000,70.700,70.000,70.000,71.300,70.000,70.000,72.000,70.000,70.300,70.000,70.000,70.300,70.000,70.100,70.800,70.700,70.000,70.000,70.000,70.400,70.000,70.000,70.000,70.500,70.400,70.000,70.000
 190,70.000,74.900,73.700,73.000,70.000,70.400,70.000,70.000,71.400,70.000,70.000,72.500,70.000,70.100,70.000,70.300,70.000,70.000,70.000,70.800,70.500,70.100,70.000,70.300,70.800,70.000,70.000,70.000,70.200,70.200,70.000,70.200
 195,70.000,74.700,73.400,72.800,70.000,70.500,70.000,70.000,71.200,70.000,70.000,72.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.200,70.000,70.000,70.100,70.800,70.200,70.000,70.100,70.300,70.300,70.100,70.000
 200,70.000,74.400,73.500,72.900,70.000,70.700,70.000,70.000,70.900,70.000,70.000,72.400,70.500,70.500,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,71.400,70.300,70.100,70.000,70.000,70.300,70.000,70.000
 205,70.000,75.300,74.000,73.000,70.000,70.400,70.000,70.000,70.700,70.000,70.000,72.500,70.300,70.300,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,71.100,70.100,70.000,70.000,70.000,70.100,70.000,70.000
 210,70.000,75.700,74.100,73.100,70.000,70.800,70.200,70.000,70.400,70.000,70.000,72.200,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.200,70.000,70.000,70.000,70.900,70.000,70.000,70.000,70.200,70.200,70.000,70.000
 215,70.000,75.800,74.900,73.900,70.000,70.600,70.000,70.100,70.200,70.000,70.000,73.000,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 220,70.000,76.300,74.700,73.700,70.000,70.700,70.000,70.000,70.600,70.100,70.100,72.700,70.200,70.500,70.200,70.000,70.500,70.200,70.000,70.000,70.000,70.000,70.000,70.000,71.000,70.000,70.000,70.000,70.000,70.200,70.000,70.000
 225,70.000,76.000,74.500,74.000,70.000,70.900,70.000,70.000,70.800,70.000,70.000,73.100,70.000,70.300,70.000,70.000,70.300,70.000,70.100,70.800,70.700,70.000,70.000,70.000,70.800,70.000,70.000,70.000,70.500,70.400,70.000,70.000
 230,70.000,77.100,75.600,74.500,70.000,70.600,70.000,70.000,70.900,70.000,70.000,73.600,70.000,70.100,70.000,70.300,70.000,70.000,70.000,70.800,70.500,70.100,70.000,70.300,71.200,70.000,70.000,70.000,70.200,70.200,70.000,70.200
 235,70.000,76.900,75.300,74.300,70.000,70.700,70.000,70.000,70.700,70.000,70.000,73.300,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.200,70.000,70.000,70.100,71.200,70.200,70.000,70.100,70.300,70.300,70.100,70.000
 240,70.000,76.600,75.400,74.400,70.000,70.900,70.000,70.000,70.400,70.000,70.000,73.500,70.500,70.500,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,71.800,70.300,70.100,70.000,70.000,70.300,70.000,70.000
 245,70.000,77.500,75.900,74.500,70.000,70.600,70.000,70.000,70.200,70.000,70.000,73.600,70.300,70.300,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,71.500,70.100,70.000,70.000,70.000,70.100,70.000,70.000
 250,70.000,77.900,76.000,74.600,70.000,71.000,70.200,70.000,70.000,70.000,70.000,73.300,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.200,70.000,70.000,70.000,71.300,70.000,70.000,70.000,70.200,70.200,70.000,70.000
 255,70.000,78.000,76.800,75.400,70.000,70.800,70.000,70.100,70.000,70.000,70.000,74.100,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,71.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 260,70.000,78.500,76.600,75.200,70.000,70.900,70.000,70.000,71.100,70.100,70.100,73.800,70.200,70.500,70.200,70.000,70.500,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.800,70.000,70.000,70.000,70.000,70.200,70.000,70.000
 265,70.000,78.200,76.400,75.500,70.000,71.100,70.000,70.000,71.300,70.000,70.000,74.200,70.000,70.300,70.000,70.000,70.300,70.000,70.100,70.800,70.700,70.000,70.000,70.000,70.500,70.000,70.000,70.000,70.500,70.400,70.000,70.000
 270,70.000,79.300,77.500,76.000,70.000,70.800,70.000,70.000,71.400,70.000,70.000,74.700,70.000,70.100,70.000,70.300,70.000,70.000,70.000,70.800,70.500,70.100,70.000,70.300,70.900,70.000,70.000,70.000,70.200,70.200,70.000,70.200
 275,70.000,79.100,77.200,75.800,70.000,70.900,70.000,70.000,71.200,70.000,70.000,74.400,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.200,70.000,70.000,70.100,70.900,70.200,70.000,70.100,70.300,70.300,70.100,70.000
 280,70.000,78.800,77.300,75.900,70.000,71.100,70.000,70.000,70.900,70.000,70.000,74.600,70.500,70.500,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,71.500,70.300,70.100,70.000,70.000,70.300,70.000,70.000
 285,70.000,79.700,77.800,76.000,70.000,70.800,70.000,70.000,70.700,70.000,70.000,74.700,70.300,70.300,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,71.200,70.100,70.000,70.000,70.000,70.100,70.000,70.000
 290,70.000,80.100,77.900,76.100,70.000,71.200,70.200,70.000,70.400,70.000,70.000,74.400,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.200,70.000,70.000,70.000,71.000,70.000,70.000,70.000,70.200,70.200,70.000,70.000
 295,70.000,80.200,78.700,76.900,70.000,71.000,70.000,70.100,70.200,70.000,70.000,75.200,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.700,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 300,70.000,80.700,78.500,76.700,70.000,71.100,70.000,70.000,70.900,70.100,70.100,74.900,70.200,70.500,70.200,70.000,70.500,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.800,70.000,70.000,70.000,70.000,70.200,70.000,70.000
 305,70.000,80.400,78.300,77.000,70.000,71.300,70.000,70.000,71.100,70.000,70.000,75.300,70.000,70.300,70.000,70.000,70.300,70.000,70.100,70.800,70.700,70.000,70.000,70.000,70.600,70.000,70.000,70.000,70.500,70.400,70.000,70.000
 310,70.000,81.500,79.400,77.500,70.000,71.000,70.000,70.000,71.200,70.000,70.000,75.800,70.000,70.100,70.000,70.300,70.000,70.000,70.000,70.800,70.500,70.100,70.000,70.300,70.900,70.000,70.000,70.000,70.200,70.200,70.000,70.200
 315,70.000,81.300,79.100,77.300,70.000,71.100,70.000,70.000,71.000,70.000,70.000,75.500,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.200,70.000,70.000,70.100,70.900,70.200,70.000,70.100,70.300,70.300,70.100,70.000
 320,70.000,81.000,79.200,77.400,70.000,71.300,70.000,70.000,70.700,70.000,70.000,75.700,70.500,70.500,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,71.500,70.300,70.100,70.000,70.000,70.300,70.000,70.000
 325,70.000,81.900,79.700,77.500,70.000,71.000,70.000,70.000,70.500,70.000,70.000,75.800,70.300,70.300,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,71.200,70.100,70.000,70.000,70.000,70.100,70.000,70.000
 330,70.000,82.300,79.800,77.600,70.000,71.400,70.200,70.000,70.200,70.000,70.000,75.500,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.200,70.000,70.000,70.000,71.000,70.000,70.000,70.000,70.200,70.200,70.000,70.000
 335,70.000,82.400,80.600,78.400,70.000,71.200,70.000,70.100,70.000,70.000,70.000,76.300,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.700,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 340,70.000,82.900,80.400,78.200,70.000,71.300,70.000,70.000,71.100,70.100,70.100,76.000,70.200,70.500,70.200,70.000,70.500,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.500,70.000,70.000,70.000,70.000,70.200,70.000,70.000
 345,70.000,82.600,80.200,78.500,70.000,71.500,70.000,70.000,71.300,70.000,70.000,76.400,70.000,70.300,70.000,70.000,70.300,70.000,70.100,70.800,70.700,70.000,70.000,70.000,70.200,70.000,70.000,70.000,70.500,70.400,70.000,70.000
 350,70.000,83.700,81.300,79.000,70.000,71.200,70.000,70.000,71.400,70.000,70.000,76.900,70.000,70.100,70.000,70.300,70.000,70.000,70.000,70.800,70.500,70.100,70.000,70.300,70.600,70.000,70.000,70.000,70.200,70.200,70.000,70.200
 355,70.000,83.500,81.000,78.800,70.000,71.300,70.000,70.000,71.200,70.000,70.000,76.600,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.200,70.000,70.000,70.100,70.600,70.200,70.000,70.100,70.300,70.300,70.100,70.000
 360,70.000,83.200,81.100,78.900,70.000,71.500,70.000,70.000,70.900,70.000,70.000,76.800,70.500,70.500,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,71.200,70.300,70.100,70.000,70.000,70.300,70.000,70.000
 365,70.000,84.100,81.600,79.000,70.000,71.200,70.000,70.000,70.700,70.000,70.000,76.900,70.300,70.300,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,70.900,70.100,70.000,70.000,70.000,70.100,70.000,70.000
 370,70.000,84.500,81.700,79.100,70.000,71.600,70.200,70.000,70.400,70.000,70.000,76.600,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.200,70.000,70.000,70.000,70.700,70.000,70.000,70.000,70.200,70.200,70.000,70.000
 375,70.000,84.600,82.500,79.900,70.000,71.400,70.000,70.100,70.200,70.000,70.000,77.400,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.400,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 380,70.000,85.100,82.300,79.700,70.000,71.500,70.000,70.000,70.600,70.100,70.100,77.100,70.200,70.500,70.200,70.000,70.500,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.800,70.000,70.000,70.000,70.000,70.200,70.000,70.000
 385,70.000,84.800,82.100,80.000,70.000,71.700,70.000,70.000,70.800,70.000,70.000,77.500,70.000,70.300,70.000,70.000,70.300,70.000,70.100,70.800,70.700,70.000,70.000,70.000,70.600,70.000,70.000,70.000,70.500,70.400,70.000,70.000
 390,70.000,85.900,83.200,80.500,70.000,71.400,70.000,70.000,70.900,70.000,70.000,78.000,70.000,70.100,70.000,70.300,70.000,70.000,70.000,70.800,70.500,70.100,70.000,70.300,71.000,70.000,70.000,70.000,70.200,70.200,70.000,70.200
 395,70.000,85.700,82.900,80.300,70.000,71.500,70.000,70.000,70.700,70.000,70.000,77.700,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.200,70.000,70.000,70.100,71.000,70.200,70.000,70.100,70.300,70.300,70.100,70.000
 400,70.000,85.400,83.000,80.400,70.000,71.700,70.000,70.000,70.400,70.000,70.000,77.900,70.500,70.500,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,71.600,70.300,70.100,70.000,70.000,70.300,70.000,70.000
 405,70.000,86.300,83.500,80.500,70.000,71.400,70.000,70.000,70.200,70.000,70.000,78.000,70.300,70.300,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,71.300,70.100,70.000,70.000,70.000,70.100,70.000,70.000
 410,70.000,86.700,83.600,80.600,70.000,71.800,70.200,70.000,70.000,70.000,70.000,77.700,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.200,70.000,70.000,70.000,71.100,70.000,70.000,70.000,70.200,70.200,70.000,70.000
 415,70.000,86.800,84.400,81.400,70.000,71.600,70.000,70.100,70.000,70.000,70.000,78.500,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.800,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 420,70.000,87.300,84.200,81.200,70.000,71.700,70.000,70.000,71.100,70.100,70.100,78.200,70.200,70.500,70.200,70.000,70.500,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.000,70.000,70.000,70.000,70.200,70.000,70.000
 425,70.000,87.000,84.000,81.500,70.000,71.900,70.000,70.000,71.300,70.000,70.000,78.600,70.000,70.300,70.000,70.000,70.300,70.000,70.100,70.800,70.700,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.500,70.400,70.000,70.000
 430,70.000,88.100,85.100,82.000,70.000,71.600,70.000,70.000,71.400,70.000,70.000,79.100,70.000,70.100,70.000,70.300,70.000,70.000,70.000,70.800,70.500,70.100,70.000,70.300,70.700,70.000,70.000,70.000,70.200,70.200,70.000,70.200
 435,70.000,87.900,84.800,81.800,70.000,71.700,70.000,70.000,71.200,70.000,70.000,78.800,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.200,70.000,70.000,70.100,70.700,70.200,70.000,70.100,70.300,70.300,70.100,70.000
 440,70.000,87.600,84.900,81.900,70.000,71.900,70.000,70.000,70.900,70.000,70.000,79.000,70.500,70.500,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,71.300,70.300,70.100,70.000,70.000,70.300,70.000,70.000
 445,70.000,88.500,85.400,82.000,70.000,71.600,70.000,70.000,70.700,70.000,70.000,79.100,70.300,70.300,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,71.000,70.100,70.000,70.000,70.000,70.100,70.000,70.000
 450,70.000,88.900,85.500,82.100,70.000,72.000,70.200,70.000,70.400,70.000,70.000,78.800,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.200,70.000,70.000,70.000,70.800,70.000,70.000,70.000,70.200,70.200,70.000,70.000
 455,70.000,89.000,86.300,82.900,70.000,71.800,70.000,70.100,70.200,70.000,70.000,79.600,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.500,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 460,70.000,89.500,86.100,82.700,70.000,71.900,70.000,70.000,70.600,70.100,70.100,79.300,70.200,70.500,70.200,70.000,70.500,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.900,70.000,70.000,70.000,70.000,70.200,70.000,70.000
 465,70.000,89.200,85.900,83.000,70.000,72.100,70.000,70.000,70.800,70.000,70.000,79.700,70.000,70.300,70.000,70.000,70.300,70.000,70.100,70.800,70.700,70.000,70.000,70.000,70.700,70.000,70.000,70.000,70.500,70.400,70.000,70.000
 470,70.000,90.300,87.000,83.500,70.000,71.800,70.000,70.000,70.900,70.000,70.000,80.200,70.000,70.100,70.000,70.300,70.000,70.000,70.000,70.800,70.500,70.100,70.000,70.300,71.100,70.000,70.000,70.000,70.200,70.200,70.000,70.200
 475,70.000,90.100,86.700,83.300,70.000,71.900,70.000,70.000,70.700,70.000,70.000,79.900,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.200,70.000,70.000,70.100,71.100,70.200,70.000,70.100,70.300,70.300,70.100,70.000
 480,70.000,89.800,86.800,83.400,70.000,72.100,70.000,70.000,70.400,70.000,70.000,80.100,70.500,70.500,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,71.700,70.300,70.100,70.000,70.000,70.300,70.000,70.000
 485,70.000,90.700,87.300,83.500,70.000,71.800,70.000,70.000,70.200,70.000,70.000,80.200,70.300,70.300,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,71.400,70.100,70.000,70.000,70.000,70.100,70.000,70.000
 490,70.000,91.100,87.400,83.600,70.000,72.200,70.200,70.000,70.000,70.000,70.000,79.900,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.200,70.000,70.000,70.000,71.200,70.000,70.000,70.000,70.200,70.200,70.000,70.000
 495,70.000,90.800,88.200,84.400,70.000,72.000,70.000,70.100,70.000,70.000,70.000,80.700,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.900,70.300,70.300,70.000,70.000,70.000,70.000,70.000
 500,70.000,91.000,88.000,84.200,70.000,72.100,70.000,70.000,71.100,70.100,70.100,80.400,70.200,70.500,70.200,70.000,70.500,70.200,70.000,70.000,70.000,70.000,70.000,70.000,71.500,70.500,70.500,70.000,70.000,70.200,70.000,70.000
 505,70.000,90.700,87.800,84.500,70.000,72.300,70.000,70.000,71.300,70.000,70.000,80.800,70.000,70.300,70.000,70.000,70.300,70.000,70.100,70.800,70.700,70.000,70.000,70.000,71.200,70.300,70.200,70.000,70.500,70.400,70.000,70.000
 510,70.000,90.800,88.900,85.000,70.000,72.000,70.000,70.000,71.400,70.000,70.000,81.300,70.000,70.100,70.000,70.300,70.000,70.000,70.000,70.800,70.500,70.100,70.000,70.300,71.900,71.000,71.000,70.000,70.200,70.200,70.000,70.200
 515,70.000,90.600,88.600,84.800,70.000,72.100,70.000,70.000,71.200,70.000,70.000,81.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.200,70.000,70.000,70.100,72.700,71.100,70.800,70.100,70.300,70.300,70.100,70.000
 520,70.000,90.300,88.700,84.900,70.000,72.300,70.000,70.000,70.900,70.000,70.000,81.200,70.500,70.500,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,73.300,71.200,70.800,70.000,70.000,70.300,70.000,70.000
