TIME,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 
 75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 125,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 130,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 135,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 140,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 145,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 150,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 155,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 160,0,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 165,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 170,0,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 175,0,49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 180,0,54,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 185,0,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 190,0,64,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 195,0,69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 200,0,74,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 205,0,79,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 210,0,84,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 215,0,89,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 220,0,94,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 225,0,99,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 230,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 235,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 240,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 245,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 250,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 255,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 260,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 265,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 270,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 275,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 280,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 285,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 290,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 295,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 300,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 305,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 310,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 315,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 320,0,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 325,0,103,105,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 330,0,103,105,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 335,0,103,105,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 340,0,103,105,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 345,0,103,447,342,343,342,0,324,342,0,0,0,0,342,0,0,0,342,342,345,0,0,0,343,0,0,0,0,0,0,0,0
 350,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,0,0,0,0,0,0,0,0
 355,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,0,0,0,0,0,0,0,0
 360,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,0,0,0,0,0,0,0,0
 365,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,0,0,0,0,0,0,0,0
 370,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,0,0,0,0,0,0,0,0
 375,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,0,0,0,0,0,0,0,0
 380,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,0,0,0,0,0,0,0,0
 385,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,0,0,0,0,0,0,0,0
 390,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 395,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 400,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 405,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 410,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 415,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 420,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 425,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 430,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 435,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 440,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 445,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 450,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 455,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 460,0,103,447,342,343,342,350,324,342,0,0,0,351,342,0,0,0,342,342,345,0,0,0,343,388,0,0,0,0,0,0,0
 465,0,103,447,806,808,342,350,324,342,0,0,0,814,342,0,462,0,804,806,345,462,0,463,343,388,0,464,0,0,0,0,0
 470,0,103,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,0,0,0,0,0
 475,0,103,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,0,0,0
 480,0,103,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,0,0,0
 485,0,103,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,0,0,0
 490,0,103,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,0,0,0
 495,0,103,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,0,0,0
 500,0,103,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,0,0,0
 505,0,103,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,0,0,0
 510,0,103,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,0,0,0
 515,0,103,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,0,0,0
 520,0,103,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,0,0,0
 525,0,628,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,0,0,523
 530,0,628,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,527,0,523
 535,0,628,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,527,0,523
 540,0,628,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,527,0,523
 545,0,628,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,527,0,523
 550,0,628,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,527,0,523
 555,0,628,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,527,0,523
 560,0,628,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,527,0,523
 565,0,628,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,527,0,523
 570,0,628,447,806,808,342,350,324,342,0,0,471,814,342,0,462,0,804,806,812,462,0,463,343,388,0,464,473,0,527,0,523
 575,0,628,447,806,808,342,350,324,342,0,0,471,814,342,576,462,0,804,806,812,462,574,463,343,388,0,464,473,0,527,0,523
 580,0,628,447,806,808,342,927,324,342,0,0,471,814,342,576,462,0,804,806,812,462,574,463,343,388,0,464,473,0,527,0,523
 585,0,628,447,1390,808,924,927,324,342,0,0,1054,814,926,576,462,584,804,806,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 590,0,628,447,1390,808,924,927,324,342,0,0,1054,1401,926,576,463,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 595,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,468,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 600,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,473,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 605,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,478,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 610,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,483,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 615,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,488,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 620,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,493,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 625,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,498,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 630,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,503,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 635,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,508,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 640,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,513,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 645,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,518,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 650,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,523,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 655,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,528,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 660,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,533,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 665,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,538,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 670,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,543,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 675,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,548,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 680,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,553,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 685,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,558,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 690,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,563,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 695,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,568,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 700,0,628,447,1390,808,924,927,324,936,0,0,1054,1401,926,576,573,584,804,1393,1395,462,574,463,925,388,0,1046,1056,0,527,584,523
 705,0,628,1149,1390,1511,924,927,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,584,523
 710,0,628,1149,1390,1511,924,929,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,584,523
 715,0,628,1149,1390,1511,924,934,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,584,523
 720,0,628,1149,1390,1511,924,939,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,584,523
 725,0,628,1149,1390,1511,924,944,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,584,523
 730,0,628,1149,1390,1511,924,949,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,584,523
 735,0,628,1149,1390,1511,924,954,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,584,523
 740,0,628,1149,1390,1511,924,959,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,584,523
 745,0,628,1149,1390,1511,924,964,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,584,523
 750,0,628,1149,1390,1511,924,969,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,584,523
 755,0,628,1149,1390,1511,924,974,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,584,523
 760,0,628,1149,1390,1511,924,979,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,584,523
 765,0,628,1149,1390,1511,924,984,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,584,523
 770,0,628,1149,1390,1511,924,989,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,1352,523
 775,0,628,1149,1390,1511,924,994,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,1352,523
 780,0,628,1149,1390,1511,924,999,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,1352,523
 785,0,628,1149,1390,1511,924,1004,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,1352,523
 790,0,628,1149,1390,1511,924,1009,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,1352,523
 795,0,628,1149,1390,1511,924,1014,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,1352,523
 800,0,628,1149,1390,1511,924,1019,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,1352,523
 805,0,628,1149,1390,1511,924,1024,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,1352,523
 810,0,628,1149,1390,1511,924,1029,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,1352,523
 815,0,628,1149,1390,1511,924,1034,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,1352,523
 820,0,628,1149,1390,1511,924,1039,324,936,706,0,1759,1401,926,576,575,584,1508,2096,1395,1166,574,463,1627,1090,704,1046,1759,703,527,1352,523
 825,0,1453,1972,1390,2336,924,1044,324,936,1530,0,2584,1401,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,703,527,1352,523
 830,0,1453,1972,1390,2336,924,1049,324,936,1530,0,2584,1401,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 835,0,1453,1972,1390,2336,924,1054,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 840,0,1453,1972,1390,2336,924,1059,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 845,0,1453,1972,1390,2336,924,1064,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 850,0,1453,1972,1390,2336,924,1069,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 855,0,1453,1972,1390,2336,924,1074,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 860,0,1453,1972,1390,2336,924,1079,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 865,0,1453,1972,1390,2336,924,1084,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 870,0,1453,1972,1390,2336,924,1089,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 875,0,1453,1972,1390,2336,924,1094,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 880,0,1453,1972,1390,2336,924,1099,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 885,0,1453,1972,1390,2336,924,1104,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 890,0,1453,1972,1390,2336,924,1109,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 895,0,1453,1972,1390,2336,924,1114,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 900,0,1453,1972,1390,2336,924,1119,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 905,0,1453,1972,1390,2336,924,1124,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 910,0,1453,1972,1390,2336,924,1129,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 915,0,1453,1972,1390,2336,924,1134,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 920,0,1453,1972,1390,2336,924,1139,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 925,0,1453,1972,1390,2336,924,1144,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 930,0,1453,1972,1390,2336,924,1149,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 935,0,1453,1972,1390,2336,924,1154,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 940,0,1453,1972,1390,2336,924,1159,324,936,1530,0,2584,2236,1752,576,575,1406,2330,2920,2218,1166,574,463,1627,1090,1529,1046,2584,1532,527,1352,523
 945,0,1453,1972,2332,2336,1866,1164,324,936,2472,0,3527,3179,1752,576,575,1406,2330,3864,2218,1166,1516,463,1627,2034,2472,1988,3526,1532,1470,1352,523
