Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Pri Packet Dropped due to Faulty Node, Low Pri Packet Dropped due to Faulty Node, S/R dead, S/R is state 2, max hop, bufferFull 
5,1,1,1,1,0,0,0,0,0,0,0,0
10,6,5,5,4,0,0,0,0,0,0,0,0
15,9,8,7,6,1,1,1,0,0,0,0,0
20,22,15,12,8,2,2,2,0,0,0,0,0
25,28,22,15,10,5,5,5,0,0,0,0,0
30,46,34,22,15,7,7,6,1,0,0,0,0
35,56,44,29,20,10,10,8,2,0,0,0,0
40,77,59,36,25,12,12,8,4,0,0,0,0
45,87,69,40,29,16,16,9,7,0,0,0,0
50,108,84,49,36,18,18,10,8,0,0,0,0
55,118,95,56,44,21,21,12,9,0,0,0,0
60,139,110,68,51,23,23,13,10,0,0,0,0
65,149,120,73,57,24,24,13,11,0,0,0,0
70,170,138,85,66,26,26,15,11,0,0,0,0
75,180,149,91,73,26,26,15,11,0,0,0,0
80,201,167,100,82,28,28,16,12,0,0,0,0
85,211,178,106,87,28,28,16,12,0,0,0,0
90,232,196,112,94,30,30,16,14,0,0,0,0
95,242,207,117,100,30,30,16,14,0,0,0,0
100,263,225,130,108,32,32,18,14,0,0,0,0
105,273,236,134,114,32,32,18,14,0,0,0,0
110,294,254,144,121,34,34,19,15,0,0,0,0
115,304,265,149,126,34,34,19,15,0,0,0,0
120,325,283,160,136,36,36,21,15,0,0,0,0
125,335,294,166,143,36,36,21,15,0,0,0,0
130,356,312,177,153,38,38,22,16,0,0,0,0
135,366,323,181,157,38,38,22,16,0,0,0,0
140,387,337,193,167,42,40,22,18,0,2,0,0
145,397,343,197,173,47,45,22,23,0,2,0,0
150,418,349,204,179,52,50,23,27,0,2,0,0
155,428,353,208,183,55,53,23,30,0,2,0,0
160,449,359,217,189,62,60,24,36,0,2,0,0
165,459,367,222,197,68,66,24,42,0,2,0,0
170,480,371,227,201,76,74,24,50,0,2,0,0
175,490,375,230,205,82,80,24,56,0,2,0,0
180,511,382,240,212,86,84,25,59,0,2,0,0
185,521,387,242,217,92,90,25,65,0,2,0,0
190,542,392,251,222,97,92,26,66,0,5,0,0
195,552,397,254,227,100,93,26,67,0,7,0,0
200,573,402,261,232,103,96,27,69,0,7,0,0
205,583,407,268,237,103,96,27,69,0,7,0,0
210,604,420,281,250,105,98,28,70,0,7,0,0
215,614,424,283,254,107,98,28,70,0,9,0,0
220,635,433,296,263,119,100,30,70,0,19,0,0
225,645,437,299,267,134,100,30,70,0,34,0,0
230,666,446,312,276,138,102,32,70,0,36,0,0
235,676,452,319,282,139,102,32,70,0,37,0,0
240,697,465,332,295,145,104,33,71,0,41,0,0
245,707,471,336,301,149,104,33,71,0,45,0,0
250,728,481,349,311,155,106,34,72,0,49,0,0
255,738,488,356,318,156,106,34,72,0,50,0,0
260,759,493,364,323,161,108,35,73,0,53,0,0
265,769,498,372,328,162,108,35,73,0,54,0,0
270,790,507,380,337,168,110,36,74,0,58,0,0
275,800,510,382,340,170,110,36,74,0,60,0,0
280,821,516,389,346,175,112,36,76,0,63,0,0
285,831,519,391,349,176,112,36,76,0,64,0,0
290,852,522,400,352,184,114,37,77,0,70,0,0
295,862,526,407,356,185,114,37,77,0,71,0,0
300,883,526,416,356,192,116,39,77,0,76,0,0
305,893,526,419,356,194,116,39,77,0,78,0,0
310,914,526,431,356,200,118,39,79,0,82,0,0
315,924,526,436,356,201,118,39,79,0,83,0,0
320,945,526,446,356,207,120,40,80,0,87,0,0
325,955,527,451,357,213,120,40,80,0,93,0,0
330,976,535,460,365,222,122,41,81,0,100,0,0
335,986,536,465,366,226,122,41,81,0,104,0,0
340,1007,538,477,368,235,124,41,83,0,111,0,0
345,1017,539,482,369,240,124,41,83,0,116,0,0
350,1038,539,492,369,249,126,41,85,0,123,0,0
355,1048,539,496,369,253,126,41,85,0,127,0,0
360,1069,541,509,371,263,128,43,85,0,135,0,0
365,1079,541,513,371,267,128,43,85,0,139,0,0
370,1100,542,520,372,277,130,44,86,0,147,0,0
375,1110,542,525,372,281,130,44,86,0,151,0,0
380,1131,543,539,373,291,132,45,87,0,159,0,0
385,1141,543,546,373,296,132,45,87,0,164,0,0
390,1162,545,556,375,306,134,46,88,0,172,0,0
395,1172,545,563,375,310,134,46,88,0,176,0,0
400,1193,547,571,377,319,136,47,89,0,183,0,0
405,1203,547,575,377,323,136,47,89,0,187,0,0
410,1224,550,585,380,333,138,49,89,0,195,0,0
415,1234,550,591,380,336,138,49,89,0,198,0,0
420,1255,550,597,380,345,140,50,90,0,205,0,0
425,1265,553,604,383,349,140,50,90,0,209,0,0
430,1286,554,615,384,358,142,52,90,0,216,0,0
435,1296,556,617,386,363,142,52,90,0,221,0,0
440,1317,560,627,390,377,144,53,91,0,233,0,0
445,1327,561,629,391,380,144,53,91,0,236,0,0
450,1348,568,638,398,387,146,53,93,0,241,0,0
455,1358,571,645,401,388,146,53,93,0,242,0,0
460,1379,577,656,407,395,148,54,94,0,247,0,0
465,1389,584,660,414,395,148,54,94,0,247,0,0
470,1410,592,671,422,399,150,55,95,0,249,0,0
475,1420,597,676,427,399,150,55,95,0,249,0,0
480,1441,606,686,436,402,152,55,97,0,250,0,0
485,1451,616,691,446,402,152,55,97,0,250,0,0
490,1472,623,701,453,405,154,56,98,0,251,0,0
495,1482,626,703,456,405,154,56,98,0,251,0,0
500,1503,637,716,467,407,156,57,99,0,251,0,0
505,1513,646,725,476,407,156,57,99,0,251,0,0
510,1534,649,732,479,410,158,57,101,0,252,0,0
515,1544,649,738,479,411,158,57,101,0,253,0,0
520,1565,653,747,483,414,160,58,102,0,254,0,0
525,1575,654,751,484,415,160,58,102,0,255,0,0
530,1596,656,760,486,418,162,59,103,0,256,0,0
535,1606,662,765,492,420,162,59,103,0,258,0,0
540,1627,666,774,496,424,164,61,103,0,260,0,0
545,1637,670,778,500,428,164,61,103,0,264,0,0
550,1658,672,792,502,435,166,61,105,0,269,0,0
555,1668,672,796,502,438,166,61,105,0,272,0,0
560,1689,672,808,502,447,168,62,106,0,279,0,0
565,1699,672,812,502,451,168,62,106,0,283,0,0
570,1720,672,822,502,460,169,63,106,0,291,0,0
575,1730,672,826,502,464,169,63,106,0,295,0,0
580,1751,672,837,502,474,171,64,107,0,303,0,0
585,1761,672,841,502,478,171,64,107,0,307,0,0
590,1782,672,845,502,488,173,64,109,0,315,0,0
595,1792,672,850,502,492,173,64,109,0,319,0,0
600,1813,672,860,502,501,174,65,109,0,327,0,0
605,1823,672,868,502,505,174,65,109,0,331,0,0
610,1844,672,876,502,517,176,65,111,0,340,0,1
615,1854,680,882,510,520,176,65,111,0,343,0,1
620,1875,691,895,521,532,177,66,111,0,353,0,2
625,1885,691,897,521,535,177,66,111,0,356,0,2
630,1906,692,911,522,546,178,67,111,0,365,0,3
635,1916,693,916,523,549,178,67,111,0,368,0,3
640,1937,695,929,525,559,179,68,111,0,377,0,3
645,1947,696,935,526,562,179,68,111,0,380,0,3
650,1968,701,946,531,572,181,68,113,0,387,0,4
655,1978,705,951,535,577,181,68,113,0,392,0,4
660,1999,709,956,539,586,183,68,115,0,398,0,5
665,2009,714,959,544,597,185,70,115,0,405,0,7
670,2030,719,971,549,603,187,71,116,0,409,0,7
675,2040,725,976,555,606,187,71,116,0,411,0,8
680,2061,730,988,560,612,189,71,118,0,415,0,8
685,2071,733,994,563,615,189,71,118,0,417,0,9
690,2092,736,1005,566,621,190,72,118,0,421,0,10
695,2102,741,1012,571,624,190,72,118,0,423,0,11
700,2123,745,1021,575,630,192,72,120,0,427,0,11
705,2133,751,1026,581,633,192,72,120,0,429,0,12
710,2154,755,1034,585,637,193,72,121,0,432,0,12
715,2164,757,1039,587,643,193,72,121,0,436,0,14
720,2185,763,1050,593,650,194,73,121,0,441,0,15
725,2195,767,1056,597,655,195,74,121,0,445,0,15
730,2216,774,1069,604,660,196,75,121,0,449,0,15
735,2226,783,1073,613,666,196,75,121,0,455,0,15
740,2247,788,1085,618,674,198,75,123,0,461,0,15
745,2257,792,1092,622,680,198,75,123,0,467,0,15
750,2278,792,1100,622,690,199,75,124,0,475,0,16
755,2288,792,1104,622,694,199,75,124,0,479,0,16
760,2309,792,1114,622,704,201,75,126,0,487,0,16
765,2319,792,1117,622,707,201,75,126,0,490,0,16
770,2340,792,1127,622,716,203,76,127,0,497,0,16
775,2350,792,1133,622,720,203,76,127,0,500,0,17
780,2371,792,1142,622,728,204,77,127,0,506,0,18
785,2381,792,1149,622,734,205,78,127,0,511,0,18
790,2402,792,1160,622,745,206,78,128,0,520,0,19
795,2412,792,1166,622,750,206,78,128,0,525,0,19
800,2433,792,1178,622,761,207,79,128,0,534,0,20
805,2443,792,1181,622,767,207,79,128,0,539,0,21
810,2464,792,1188,622,778,209,80,129,0,547,0,22
815,2474,792,1191,622,784,209,80,129,0,552,0,23
820,2495,792,1199,622,796,211,80,131,0,561,0,24
825,2505,794,1205,624,803,211,80,131,0,567,0,25
830,2526,802,1215,632,813,212,80,132,0,574,0,27
835,2536,807,1220,637,817,212,80,132,0,578,0,27
840,2557,815,1229,645,827,214,81,133,0,584,0,29
845,2567,821,1237,651,834,215,82,133,0,590,0,29
850,2588,823,1248,653,844,217,82,135,0,596,0,31
855,2598,824,1251,654,847,217,82,135,0,598,0,32
860,2619,829,1263,659,854,219,83,136,0,601,0,34
865,2629,833,1268,663,860,219,83,136,0,604,0,37
870,2650,838,1280,668,868,221,83,138,0,608,0,39
875,2660,840,1282,670,872,221,83,138,0,610,0,41
880,2681,841,1290,671,880,222,83,139,0,614,0,44
885,2691,842,1294,672,884,222,83,139,0,616,0,46
890,2712,845,1303,675,892,223,83,140,0,620,0,49
895,2722,846,1308,676,895,223,83,140,0,622,0,50
900,2743,855,1318,685,901,225,84,141,0,624,0,52
905,2753,863,1323,693,909,226,85,141,0,629,0,54
910,2774,876,1334,706,918,228,85,143,0,632,0,58
915,2784,877,1340,707,919,228,85,143,0,633,0,58
920,2805,886,1352,716,926,229,86,143,0,636,0,61
925,2815,887,1355,717,929,229,86,143,0,638,0,62
930,2836,894,1367,724,937,230,87,143,0,643,0,64
935,2846,895,1372,725,940,230,87,143,0,645,0,65
940,2867,895,1381,725,955,232,88,144,0,651,0,72
945,2877,895,1388,725,960,232,88,144,0,653,0,75
950,2898,896,1398,726,979,234,89,145,0,658,0,87
955,2908,896,1403,726,986,234,89,145,0,661,0,91
960,2929,899,1412,729,1000,235,90,145,0,667,0,98
965,2939,899,1415,729,1008,236,91,145,0,671,0,101
970,2960,904,1423,734,1024,237,92,145,0,681,0,106
975,2970,911,1430,741,1030,237,92,145,0,683,0,110
980,2991,917,1443,747,1044,239,92,147,0,689,0,116
985,3001,921,1448,751,1053,239,92,147,0,692,0,122
990,3022,921,1457,751,1068,241,93,148,0,699,0,128
995,3032,921,1459,751,1075,241,93,148,0,702,0,132
1000,3053,921,1466,751,1093,242,93,149,0,710,0,141
1005,3063,922,1472,752,1100,242,93,149,0,712,0,146
1010,3084,923,1478,753,1114,244,94,150,0,719,0,151
1015,3094,924,1485,754,1120,244,94,150,0,721,0,155
1020,3115,926,1496,756,1139,246,95,151,0,729,0,164
1025,3125,931,1501,761,1142,246,95,151,0,732,0,164
1030,3146,933,1509,763,1157,248,95,153,0,738,0,171
1035,3156,936,1511,766,1161,248,95,153,0,741,0,172
1040,3177,944,1518,774,1175,250,95,155,0,746,0,179
1045,3187,951,1524,781,1179,250,95,155,0,749,0,180
1050,3208,961,1531,791,1191,251,95,156,0,755,0,185
1055,3218,965,1538,795,1198,251,95,156,0,759,0,188
1060,3239,965,1551,795,1211,251,95,156,0,764,0,196
1065,3249,966,1557,796,1218,251,95,156,0,768,0,199
1070,3270,969,1569,799,1229,251,95,156,0,775,0,203
1075,3280,969,1574,799,1236,251,95,156,0,779,0,206
1080,3301,969,1583,799,1250,253,95,158,0,785,0,212
1085,3311,969,1591,799,1259,253,95,158,0,788,0,218
1090,3332,973,1604,803,1266,254,95,159,0,792,0,220
1095,3342,976,1609,806,1275,254,95,159,0,798,0,223
1100,3363,978,1623,808,1285,254,95,159,0,803,0,228
1105,3373,978,1629,808,1293,254,95,159,0,807,0,232
1110,3394,980,1646,810,1302,254,95,159,0,813,0,235
1115,3404,980,1651,810,1310,254,95,159,0,817,0,239
1120,3425,981,1662,811,1322,255,95,160,0,823,0,244
1125,3435,981,1668,811,1329,255,95,160,0,826,0,248
1130,3456,982,1675,812,1348,256,95,161,0,833,0,259
1135,3466,987,1678,817,1354,256,95,161,0,835,0,263
1140,3487,993,1688,823,1370,258,95,163,0,842,0,270
1145,3497,996,1692,826,1375,258,95,163,0,844,0,273
1150,3518,999,1701,829,1389,260,95,165,0,851,0,278
1155,3528,1000,1705,830,1393,260,95,165,0,853,0,280
1160,3549,1002,1712,832,1404,261,95,166,0,859,0,284
1165,3559,1004,1714,834,1412,261,95,166,0,864,0,287
1170,3580,1007,1722,837,1424,262,95,167,0,872,0,290
1175,3590,1014,1727,844,1428,262,95,167,0,873,0,293
1180,3611,1021,1736,851,1437,262,95,167,0,878,0,297
1185,3621,1028,1739,858,1442,262,95,167,0,879,0,301
1190,3642,1039,1751,869,1452,263,95,168,0,883,0,306
1195,3652,1041,1756,871,1456,263,95,168,0,884,0,309
1200,3673,1046,1767,876,1466,263,95,168,0,888,0,315
1205,3683,1052,1773,882,1468,263,95,168,0,889,0,316
1210,3704,1057,1781,887,1478,264,95,169,0,894,0,320
1215,3714,1060,1786,890,1483,264,95,169,0,894,0,325
1220,3735,1064,1797,894,1492,265,95,170,0,897,0,330
1225,3745,1067,1800,897,1497,265,95,170,0,899,0,333
1230,3766,1070,1809,900,1504,267,95,172,0,901,0,336
1235,3776,1071,1813,901,1510,267,95,172,0,902,0,341
1240,3797,1074,1823,904,1518,268,95,173,0,904,0,346
1245,3807,1075,1829,905,1523,268,95,173,0,905,0,350
1250,3828,1081,1841,911,1530,270,95,175,0,907,0,353
1255,3838,1086,1846,916,1533,270,95,175,0,908,0,355
1260,3859,1088,1861,918,1541,270,95,175,0,911,0,360
1265,3869,1088,1867,918,1548,271,96,175,0,913,0,364
1270,3890,1088,1880,918,1556,272,96,176,0,917,0,367
1275,3900,1088,1883,918,1561,272,96,176,0,919,0,370
1280,3921,1091,1893,921,1572,274,97,177,0,924,0,374
1285,3931,1091,1894,921,1578,274,97,177,0,926,0,378
1290,3952,1091,1905,921,1590,276,97,179,0,931,0,383
1295,3962,1091,1912,921,1604,276,97,179,0,937,0,391
1300,3983,1092,1920,922,1618,278,98,180,0,943,0,397
1305,3993,1093,1925,923,1626,278,98,180,0,947,0,401
1310,4014,1095,1938,925,1637,279,99,180,0,952,0,406
1315,4024,1095,1943,925,1656,279,99,180,0,955,0,422
1320,4045,1097,1956,927,1677,280,100,180,0,962,0,435
1325,4055,1100,1961,930,1687,281,101,180,0,966,0,440
1330,4076,1102,1971,932,1699,282,101,181,0,972,0,445
1335,4086,1104,1976,934,1704,282,101,181,0,975,0,447
1340,4107,1106,1982,936,1717,284,101,183,0,981,0,452
1345,4117,1107,1988,937,1723,284,101,183,0,984,0,455
1350,4138,1112,2000,942,1735,285,102,183,0,990,0,460
1355,4148,1113,2005,943,1743,285,102,183,0,993,0,465
1360,4169,1116,2012,946,1757,286,102,184,0,1000,0,471
1365,4179,1120,2017,950,1764,286,102,184,0,1004,0,474
1370,4200,1126,2030,956,1776,287,102,185,0,1009,0,480
1375,4210,1128,2035,958,1782,287,102,185,0,1011,0,484
1380,4231,1130,2043,960,1798,288,102,186,0,1017,0,493
1385,4241,1137,2048,967,1803,289,103,186,0,1019,0,495
1390,4262,1144,2059,974,1814,291,104,187,0,1022,0,501
1395,4272,1148,2063,978,1819,291,104,187,0,1024,0,504
1400,4293,1152,2073,982,1830,292,105,187,0,1027,0,511
1405,4303,1155,2079,985,1851,292,105,187,0,1036,0,523
1410,4324,1162,2092,992,1868,294,106,188,0,1045,0,529
1415,4334,1168,2099,998,1873,294,106,188,0,1047,0,532
1420,4355,1175,2109,1005,1883,295,107,188,0,1050,0,538
1425,4365,1178,2113,1008,1890,295,107,188,0,1053,0,542
1430,4386,1187,2125,1017,1897,296,107,189,0,1056,0,545
1435,4396,1191,2128,1021,1902,296,107,189,0,1057,0,549
1440,4417,1201,2141,1031,1912,298,108,190,0,1062,0,552
1445,4427,1206,2144,1036,1926,299,109,190,0,1068,0,559
1450,4448,1208,2153,1038,1937,300,110,190,0,1073,0,564
1455,4458,1208,2160,1038,1946,300,110,190,0,1077,0,569
1460,4479,1214,2170,1044,1958,302,110,192,0,1085,0,571
1465,4489,1214,2174,1044,1968,302,110,192,0,1089,0,577
1470,4510,1215,2188,1045,1984,304,110,194,0,1096,0,584
1475,4520,1215,2192,1045,1992,304,110,194,0,1099,0,589
1480,4541,1217,2202,1047,2008,306,111,195,0,1106,0,596
1485,4551,1217,2208,1047,2018,306,111,195,0,1109,0,603
1490,4572,1218,2221,1048,2035,308,111,197,0,1116,0,611
1495,4582,1218,2225,1048,2047,308,111,197,0,1119,0,620
1500,4603,1221,2235,1051,2062,310,112,198,0,1126,0,626
1505,4613,1221,2238,1051,2071,310,112,198,0,1129,0,632
1510,4634,1221,2248,1051,2082,312,112,200,0,1137,0,633
1515,4644,1221,2255,1051,2088,312,112,200,0,1140,0,636
1520,4665,1221,2263,1051,2114,312,112,200,0,1148,0,654
1525,4675,1221,2266,1051,2137,312,112,200,0,1157,0,668
1530,4696,1221,2278,1051,2160,312,112,200,0,1171,0,677
1535,4706,1221,2280,1051,2178,312,112,200,0,1176,0,690
1540,4727,1221,2295,1051,2202,312,112,200,0,1190,0,700
1545,4737,1221,2297,1051,2211,312,112,200,0,1193,0,706
1550,4758,1224,2309,1054,2225,313,112,201,0,1201,0,711
1555,4768,1224,2312,1054,2232,313,112,201,0,1203,0,716
1560,4789,1227,2324,1057,2245,313,112,201,0,1211,0,721
1565,4799,1232,2328,1062,2252,315,114,201,0,1212,0,725
1570,4820,1241,2338,1071,2260,317,116,201,0,1216,0,727
1575,4830,1245,2343,1075,2264,317,116,201,0,1217,0,730
1580,4851,1252,2355,1082,2273,319,118,201,0,1221,0,733
1585,4861,1256,2358,1086,2278,319,118,201,0,1222,0,737
1590,4882,1261,2364,1091,2290,321,119,202,0,1226,0,743
1595,4892,1264,2371,1094,2295,321,119,202,0,1227,0,747
1600,4913,1265,2382,1095,2310,323,120,203,0,1235,0,752
1605,4923,1266,2387,1096,2316,323,120,203,0,1236,0,757
1610,4944,1271,2401,1101,2326,325,122,203,0,1243,0,758
1615,4954,1272,2403,1102,2335,325,122,203,0,1245,0,765
1620,4975,1275,2411,1105,2350,327,124,203,0,1250,0,773
1625,4985,1279,2416,1109,2364,329,126,203,0,1262,0,773
1630,5006,1286,2428,1116,2383,331,127,204,0,1275,0,777
1635,5016,1289,2436,1119,2398,331,127,204,0,1286,0,781
1640,5037,1296,2447,1126,2412,333,127,206,0,1291,0,788
1645,5047,1299,2450,1129,2421,333,127,206,0,1300,0,788
1650,5068,1308,2462,1138,2433,335,128,207,0,1306,0,792
1655,5078,1311,2469,1141,2436,335,128,207,0,1309,0,792
1660,5099,1317,2476,1147,2450,337,128,209,0,1313,0,800
1665,5109,1320,2481,1150,2455,337,128,209,0,1316,0,802
1670,5130,1324,2491,1154,2470,339,130,209,0,1320,0,811
1675,5140,1328,2498,1158,2474,339,130,209,0,1323,0,812
1680,5161,1336,2509,1166,2486,341,131,210,0,1327,0,818
1685,5171,1339,2515,1169,2496,343,133,210,0,1332,0,821
1690,5192,1342,2527,1172,2509,345,134,211,0,1338,0,826
1695,5202,1342,2534,1172,2515,345,134,211,0,1342,0,828
1700,5223,1342,2542,1172,2536,347,135,212,0,1349,0,840
1705,5233,1342,2546,1172,2542,347,135,212,0,1354,0,841
1710,5254,1342,2557,1172,2560,349,136,213,0,1362,0,849
1715,5264,1342,2563,1172,2570,349,136,213,0,1370,0,851
1720,5285,1342,2573,1172,2590,351,137,214,0,1377,0,862
1725,5295,1342,2579,1172,2599,351,137,214,0,1383,0,865
1730,5316,1342,2588,1172,2617,353,137,216,0,1390,0,874
1735,5326,1342,2595,1172,2627,353,137,216,0,1394,0,880
1740,5347,1343,2606,1173,2640,355,137,218,0,1400,0,885
1745,5357,1347,2609,1177,2652,357,139,218,0,1407,0,888
1750,5378,1350,2616,1180,2663,359,140,219,0,1412,0,892
1755,5388,1355,2620,1185,2673,359,140,219,0,1418,0,896
1760,5409,1359,2628,1189,2686,361,141,220,0,1425,0,900
1765,5419,1361,2634,1191,2698,361,141,220,0,1433,0,904
1770,5440,1361,2644,1191,2719,363,141,222,0,1442,0,914
1775,5450,1361,2650,1191,2730,363,141,222,0,1450,0,917
1780,5471,1361,2657,1191,2749,365,141,224,0,1458,0,926
1785,5481,1361,2660,1191,2758,365,141,224,0,1464,0,929
1790,5502,1362,2671,1192,2775,367,142,225,0,1472,0,936
1795,5512,1364,2675,1194,2783,367,142,225,0,1477,0,939
1800,5533,1368,2683,1198,2799,369,143,226,0,1484,0,946
1805,5543,1376,2689,1206,2807,371,145,226,0,1489,0,947
1810,5564,1382,2697,1212,2822,373,146,227,0,1494,0,955
1815,5574,1385,2703,1215,2829,373,146,227,0,1501,0,955
1820,5595,1396,2711,1226,2844,375,146,229,0,1507,0,962
1825,5605,1398,2716,1228,2852,375,146,229,0,1515,0,962
1830,5626,1402,2728,1232,2869,377,148,229,0,1525,0,967
1835,5636,1405,2733,1235,2875,377,148,229,0,1531,0,967
1840,5657,1406,2740,1236,2890,379,150,229,0,1537,0,974
1845,5667,1408,2745,1238,2896,379,150,229,0,1543,0,974
1850,5688,1413,2756,1243,2909,381,150,231,0,1549,0,979
1855,5698,1415,2757,1245,2916,381,150,231,0,1555,0,980
1860,5719,1419,2767,1249,2928,383,150,233,0,1561,0,984
1865,5729,1432,2771,1262,2935,384,151,233,0,1567,0,984
