
 TIME,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 
 75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 125,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 130,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 135,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 140,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 145,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 150,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 155,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 160,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 165,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 170,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 175,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 180,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 185,0,2,2,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
 190,0,2,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
 195,0,2,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
 200,0,2,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
 205,0,2,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
 210,0,2,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
 215,0,2,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
 220,0,2,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
 225,0,2,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
 230,0,2,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
 235,0,2,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
 240,0,2,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
 245,0,2,2,2,1,1,2,1,1,1,0,1,2,2,2,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1
 250,0,2,2,2,1,2,2,1,1,1,0,1,2,2,2,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1
 255,0,2,2,2,1,2,2,1,1,1,0,1,2,2,2,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1
 260,0,2,2,2,1,2,2,1,1,1,0,1,2,2,2,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1
 265,0,2,2,2,1,2,2,1,1,1,0,1,2,2,2,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1
 270,0,2,2,2,1,2,2,1,1,1,0,1,2,2,2,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1
 275,0,2,2,2,1,2,2,1,1,1,0,1,2,2,2,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1
 280,0,2,2,2,1,2,2,1,1,1,0,1,2,2,2,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1
 285,0,1,1,1,1,2,2,1,1,1,0,1,2,2,2,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1
 290,0,1,1,1,1,2,2,1,1,1,0,1,2,2,2,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1
 295,0,1,1,1,1,2,2,1,1,1,0,1,2,2,2,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1
 300,0,1,1,1,1,2,2,1,1,1,0,1,2,2,2,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1
 305,0,1,2,2,2,2,2,1,1,1,0,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1
 310,0,1,2,2,2,2,2,1,1,1,0,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1
 315,0,1,2,2,2,2,2,1,1,1,0,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1
 320,0,1,2,2,2,2,2,1,1,1,0,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1
 325,0,1,2,2,2,2,2,1,1,1,0,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1
 330,0,1,2,2,2,2,2,1,1,1,0,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1
 335,0,1,2,2,2,2,2,1,1,1,0,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1
 340,0,1,2,2,2,2,2,1,1,1,0,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1
 345,0,1,2,2,2,2,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
 350,0,1,2,2,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
 355,0,1,2,2,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
 360,0,1,2,2,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
 365,0,1,2,2,1,1,1,1,2,1,0,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1
 370,0,1,2,2,1,1,1,1,2,1,0,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1
 375,0,1,2,2,1,1,1,1,2,1,0,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1
 380,0,1,2,2,1,1,1,1,2,1,0,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1
 385,0,1,2,2,1,1,1,1,2,1,0,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1
 390,0,1,2,2,1,1,1,1,2,1,0,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1
 395,0,1,2,2,1,1,1,1,2,1,0,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1
 400,0,1,2,2,1,1,1,1,2,1,0,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1
 405,0,1,1,1,1,1,1,1,2,1,0,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1
 410,0,1,1,1,1,1,1,1,2,1,0,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1
 415,0,1,1,1,1,1,1,1,2,1,0,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1
 420,0,1,1,1,1,1,1,1,2,1,0,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1
 425,0,2,1,2,2,1,1,1,2,1,0,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1
 430,0,2,1,2,2,1,1,1,2,1,0,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1
 435,0,2,1,2,2,1,1,1,2,1,0,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1
 440,0,2,1,2,2,1,1,1,2,1,0,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1
 445,0,2,1,2,2,1,1,1,2,1,0,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1
 450,0,2,1,2,2,1,1,1,2,1,0,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1
 455,0,2,1,2,2,1,1,1,2,1,0,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1
 460,0,2,1,2,2,1,1,1,2,1,0,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1
 465,0,2,1,2,2,1,1,1,1,1,0,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1
 470,0,2,1,2,2,1,1,1,1,1,0,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1
 475,0,2,1,2,2,1,1,1,1,1,0,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1
 480,0,2,1,2,2,1,1,1,1,1,0,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1
 485,0,2,1,1,1,2,2,2,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2
 490,0,2,1,1,1,2,2,2,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2
 495,0,2,1,1,1,2,2,2,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2
 500,0,2,1,1,1,2,2,2,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2
 505,0,2,1,1,1,2,2,2,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2
 510,0,2,1,1,1,2,2,2,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2
 515,0,2,1,1,1,2,2,2,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2
 520,0,2,1,1,1,2,2,2,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2
 525,0,2,1,1,1,2,2,2,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2
 530,0,2,1,1,1,2,2,2,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2
 535,0,2,1,1,1,2,2,2,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2
 540,0,2,1,1,1,2,2,2,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2
 545,0,2,2,2,2,2,1,1,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2
 550,0,2,2,2,2,2,1,1,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2
 555,0,2,2,2,2,2,1,1,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2
 560,0,2,2,2,2,2,1,1,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2
 565,0,2,2,2,2,2,1,1,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2
 570,0,2,2,2,2,2,1,1,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2
 575,0,2,2,2,2,2,1,1,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2
 580,0,2,2,2,2,2,1,1,1,2,0,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2
 585,0,1,2,2,2,1,1,1,1,1,0,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1
 590,0,1,2,2,2,1,1,1,1,1,0,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1
 595,0,1,2,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1
 600,0,1,2,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1
 605,0,1,1,2,1,1,2,2,2,2,0,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,2,2
 610,0,1,1,2,1,2,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 615,0,1,1,2,1,2,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 620,0,1,1,2,1,2,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 625,0,1,1,2,1,2,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 630,0,1,1,2,1,2,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 635,0,1,1,2,1,2,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 640,0,1,1,2,1,2,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 645,0,1,1,1,1,2,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 650,0,1,1,1,1,2,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 655,0,1,1,1,1,2,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 660,0,1,1,1,1,2,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 665,0,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 670,0,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 675,0,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 680,0,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 685,0,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 690,0,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 695,0,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 700,0,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2
 705,0,1,2,2,2,2,1,1,1,1,0,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1
 710,0,1,2,2,2,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 715,0,1,2,2,2,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 720,0,1,2,2,2,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 725,0,1,2,2,2,1,1,1,1,2,0,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 730,0,1,2,2,2,1,1,1,1,2,0,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 735,0,1,2,2,2,1,1,1,1,2,0,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 740,0,1,2,2,2,1,1,1,1,2,0,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 745,0,1,2,2,2,1,1,1,1,2,0,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 750,0,1,2,2,2,1,1,1,1,2,0,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 755,0,1,2,2,2,1,1,1,1,2,0,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 760,0,1,2,2,2,1,1,1,1,2,0,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 765,0,1,2,2,2,1,1,1,1,2,0,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 770,0,1,2,2,2,1,1,1,1,2,0,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 775,0,1,2,2,2,1,1,1,1,2,0,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 780,0,1,2,2,2,1,1,1,1,2,0,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 785,0,1,2,2,2,2,1,1,1,2,0,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 790,0,1,2,2,2,2,1,1,1,2,0,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 795,0,1,2,2,2,2,1,1,1,2,0,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 800,0,1,2,2,2,2,1,1,1,2,0,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 805,0,1,2,2,2,2,1,1,1,2,0,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 810,0,1,2,2,2,2,1,1,1,2,0,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 815,0,1,2,2,2,2,1,1,1,2,0,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 820,0,1,2,2,2,2,1,1,1,2,0,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2
 825,0,1,1,1,1,2,1,1,1,1,0,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
 830,0,1,1,1,1,2,1,1,1,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 835,0,1,1,1,1,2,1,1,1,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 840,0,1,1,1,1,2,1,1,1,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 845,0,2,2,2,1,1,2,1,2,2,0,2,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
 850,0,2,2,2,2,2,2,1,2,2,0,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
 855,0,2,2,2,2,2,2,1,2,2,0,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
 860,0,2,2,2,2,2,2,1,2,2,0,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
 865,0,2,2,2,2,2,2,1,2,2,0,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
 870,0,2,2,2,2,2,2,1,2,2,0,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
 875,0,2,2,2,2,2,2,1,2,2,0,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
 880,0,2,2,2,2,2,2,1,2,2,0,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
 885,0,2,2,2,2,2,2,1,2,2,0,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
 890,0,2,2,2,2,2,2,1,2,2,0,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
 895,0,2,2,2,2,2,2,1,2,2,0,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
 900,0,2,2,2,2,2,2,1,2,2,0,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
 905,0,2,2,2,2,1,1,1,2,2,0,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2
 910,0,2,2,2,2,1,1,1,2,2,0,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2
 915,0,2,2,2,2,1,1,1,2,2,0,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2
 920,0,2,2,2,2,1,1,1,2,2,0,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2
 925,0,2,2,2,2,1,1,1,2,2,0,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2
 930,0,2,2,2,2,1,1,1,2,2,0,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2
 935,0,2,2,2,2,1,1,1,2,2,0,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2
 940,0,2,2,2,2,1,1,1,2,2,0,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2
 945,0,1,1,1,2,1,1,1,1,1,0,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
 950,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
 955,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
 960,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
 965,0,1,2,2,2,2,2,2,1,2,0,2,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1
 970,0,1,2,2,2,2,2,2,1,2,0,2,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1
 975,0,1,2,2,2,2,2,2,1,2,0,2,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1
 980,0,1,2,2,2,2,2,2,1,2,0,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1
 985,0,1,2,2,2,2,2,2,1,2,0,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1
 990,0,1,2,2,2,2,2,2,1,2,0,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1
 995,0,1,2,2,2,2,2,2,1,2,0,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1
 1000,0,1,2,2,2,2,2,2,1,2,0,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1
 1005,0,1,2,2,2,2,2,2,1,2,0,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1
 1010,0,1,2,2,2,2,2,2,1,2,0,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1
 1015,0,1,2,2,2,2,2,2,1,2,0,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1
 1020,0,1,2,2,2,2,2,2,1,2,0,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1
