TIME,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 
 75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 130,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
 135,0,6,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
 140,0,11,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
 145,0,16,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
 150,0,21,0,0,0,0,2,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
 155,0,26,0,0,0,0,7,25,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0
 160,0,31,3,0,0,0,12,30,29,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,29,0,2,0,0,0,0,0
 165,0,36,8,2,0,0,17,35,34,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7,34,0,7,0,0,0,0,0
 170,0,41,13,7,0,2,22,40,39,0,0,0,0,0,0,0,0,18,0,0,0,0,0,12,39,0,12,0,0,0,0,0
 175,0,46,18,12,0,7,27,45,44,0,0,0,0,0,0,0,0,23,0,0,0,0,0,17,44,0,17,0,0,0,5,0
 180,0,51,23,17,0,12,32,50,49,0,0,0,0,0,0,0,0,28,0,0,0,0,0,22,49,0,22,0,0,0,10,0
 185,0,56,28,22,0,17,37,55,54,0,0,0,0,0,0,0,0,33,0,0,0,0,0,27,54,0,27,0,0,0,15,0
 190,0,61,33,27,0,22,42,60,59,0,0,0,0,0,0,0,0,38,0,0,0,0,0,32,59,0,32,0,0,0,20,0
 195,0,66,38,32,0,27,47,65,64,0,0,0,0,0,0,0,0,43,0,0,0,0,0,37,64,0,37,0,0,0,25,0
 200,0,71,43,37,0,32,52,70,69,0,0,0,0,0,0,0,0,48,0,0,0,0,0,42,69,0,42,0,0,0,30,0
 205,0,76,48,42,0,37,57,75,74,0,0,0,0,0,3,0,0,53,0,0,0,0,0,47,74,0,47,0,0,0,35,0
 210,0,81,53,47,0,42,62,80,79,0,0,0,-1,0,8,0,0,58,0,0,0,0,0,52,79,0,52,0,0,5,40,0
 215,0,86,58,52,0,47,67,85,84,0,0,0,4,0,13,0,0,63,0,0,0,2,0,57,84,0,57,0,0,10,45,0
 220,0,91,63,57,0,52,72,90,89,0,0,0,9,0,18,0,0,68,0,0,0,7,0,62,89,0,62,0,0,15,50,0
 225,0,96,68,62,0,57,77,95,94,0,0,0,14,0,23,0,0,73,0,0,0,12,0,67,94,0,67,0,0,20,55,0
 230,0,101,73,67,0,62,82,100,99,0,0,0,19,0,28,0,0,78,0,1,0,17,0,72,99,0,72,0,0,25,60,0
 235,0,107,78,72,0,67,87,103,105,0,0,0,24,0,33,0,0,83,0,6,0,22,0,77,105,0,77,0,0,30,65,0
 240,0,107,83,77,0,72,92,103,105,0,0,0,29,0,38,0,0,88,0,11,0,27,0,82,105,0,82,0,2,35,70,0
 245,0,107,88,82,0,77,97,103,105,0,0,0,34,0,43,0,0,93,0,16,0,32,0,87,105,0,87,0,7,40,75,0
 250,0,107,93,87,0,82,103,103,105,0,0,0,39,0,48,0,0,98,0,21,0,37,0,92,105,0,92,0,12,45,80,0
 255,0,107,98,92,0,87,103,103,105,0,0,0,44,0,53,0,0,103,0,26,0,42,0,97,105,0,97,0,17,50,85,0
 260,0,107,103,97,0,92,103,103,105,0,0,0,49,0,58,0,0,107,0,31,0,47,0,103,105,0,102,0,22,55,90,0
 265,0,107,105,102,0,97,103,103,105,0,0,0,54,0,63,0,0,107,0,36,0,52,0,103,105,0,107,0,27,60,95,0
 270,0,107,105,107,0,103,103,103,105,0,0,0,59,0,68,0,0,107,0,41,0,57,0,103,105,0,111,0,32,65,100,0
 275,0,107,105,107,0,103,103,103,105,0,0,0,64,0,73,0,0,107,0,46,0,62,0,103,105,0,111,0,37,70,103,0
 280,0,107,105,107,0,103,103,103,105,0,0,0,69,0,78,0,0,107,0,51,0,67,0,103,105,0,111,0,42,75,103,0
 285,0,107,105,107,0,103,103,103,105,0,0,0,74,0,83,0,0,107,0,56,0,72,0,103,105,0,111,0,47,80,103,0
 290,0,107,105,107,0,103,103,103,105,0,0,0,79,0,88,0,0,107,0,61,0,77,0,103,105,0,111,0,52,85,103,0
 295,0,107,105,107,0,103,103,103,105,0,0,0,84,0,93,0,0,107,0,66,0,82,0,103,105,0,111,0,57,90,103,0
 300,0,107,105,107,0,103,103,103,105,0,0,0,89,0,98,0,0,107,0,71,0,87,0,103,105,0,111,0,62,95,103,0
 305,0,112,105,107,0,103,103,106,105,0,0,0,94,0,103,0,0,107,0,76,0,92,0,103,108,0,111,0,67,100,103,0
 310,0,117,105,107,0,103,103,111,105,0,0,0,99,0,107,0,0,107,0,81,0,97,0,103,113,1,111,0,72,103,103,0
 315,0,122,105,110,0,103,103,116,105,0,0,0,105,0,107,0,0,109,0,86,0,103,0,103,118,6,113,0,77,103,103,0
 320,0,127,105,115,0,103,104,121,105,0,0,0,105,0,107,0,0,114,0,91,0,103,0,103,123,11,118,0,82,103,102,0
 325,0,132,105,120,0,105,109,126,105,0,0,0,105,0,107,0,0,119,0,96,0,103,0,106,128,16,123,0,87,103,107,0
 330,0,137,105,125,0,110,114,131,107,0,0,0,105,0,112,0,0,124,0,101,0,103,0,111,133,21,128,0,92,103,112,0
 335,0,142,105,130,0,115,119,136,112,0,0,0,105,0,117,0,0,129,0,103,0,103,0,116,138,26,133,0,97,103,117,0
 340,0,147,105,135,0,120,124,141,117,0,0,0,105,0,122,0,0,134,0,103,0,103,0,121,143,31,138,0,102,105,122,0
 345,0,152,105,140,0,125,129,146,122,0,0,0,104,0,127,0,0,139,0,103,0,103,0,126,148,36,143,0,105,110,127,0
 350,0,157,105,145,0,130,134,151,127,0,0,0,109,0,132,0,0,144,0,103,0,103,0,131,153,41,148,0,105,115,132,0
 355,0,162,105,150,0,135,139,156,132,0,0,0,114,0,137,0,0,149,0,103,0,102,0,136,158,46,153,0,105,120,137,0
 360,0,167,105,155,0,140,144,161,137,0,0,0,119,0,142,0,0,154,0,103,0,107,0,141,163,51,158,0,105,125,142,0
 365,0,172,105,160,0,145,149,166,142,0,0,0,124,0,147,0,0,159,0,103,0,112,0,146,168,56,163,5,105,130,147,0
 370,0,177,105,165,0,150,154,171,147,0,0,0,129,0,152,0,0,164,0,103,0,117,0,151,173,61,168,10,105,135,152,0
 375,0,182,105,170,0,155,159,176,152,0,0,0,134,0,157,0,0,169,0,103,0,122,0,156,178,66,173,15,105,140,157,0
 380,0,187,105,175,0,160,164,181,157,0,0,0,139,0,162,0,0,174,0,105,0,127,0,161,183,71,178,20,105,145,162,0
 385,0,192,105,180,0,165,169,186,162,0,0,0,144,0,167,0,0,179,0,110,0,132,0,166,188,76,183,25,105,150,167,0
 390,0,197,105,185,0,170,174,191,167,0,0,0,149,0,172,0,0,184,0,115,0,137,0,171,193,81,188,30,105,155,172,0
 395,0,202,105,190,0,175,179,196,172,0,0,0,154,0,177,0,0,189,0,120,0,142,0,176,198,86,193,35,105,160,177,0
 400,0,207,105,195,0,180,184,201,177,0,0,0,159,0,182,0,0,194,0,125,0,147,0,181,203,91,198,40,105,165,182,0
 405,0,210,105,200,0,185,189,206,182,0,0,0,164,0,187,0,0,199,0,130,0,152,0,186,208,96,203,45,105,170,187,0
 410,0,209,105,205,0,190,194,210,187,0,0,0,169,0,192,0,0,204,0,135,0,157,0,191,208,101,208,50,105,175,192,0
 415,0,214,105,210,0,195,199,210,192,0,0,0,174,0,197,0,0,210,0,140,0,162,0,196,208,107,213,55,105,180,197,0
 420,0,219,105,210,3,200,204,210,197,0,0,0,179,0,202,0,0,210,0,145,0,167,0,201,208,107,218,60,105,185,202,0
 425,0,224,105,210,8,206,210,210,202,0,0,0,184,0,207,0,0,210,0,150,0,172,0,206,208,107,222,65,105,190,208,0
 430,0,229,105,210,13,206,210,210,207,0,0,0,189,0,212,0,0,210,0,155,0,177,0,208,208,107,222,70,105,195,208,0
 435,0,234,105,210,18,206,210,210,212,0,0,0,194,0,212,0,0,210,0,160,0,182,0,208,208,107,222,75,105,200,208,0
 440,0,239,105,212,23,206,210,209,212,0,0,0,199,0,212,0,0,210,0,165,0,187,0,208,213,107,222,80,105,204,208,0
 445,0,244,105,217,28,206,210,214,212,0,0,0,204,0,212,0,0,210,0,170,0,192,0,208,218,107,222,85,105,204,208,0
 450,0,249,105,222,33,206,210,219,217,0,0,0,210,0,212,0,0,210,0,175,0,197,0,208,223,107,222,90,105,204,208,0
 455,0,254,105,227,38,206,210,224,222,0,0,0,210,0,212,0,1,211,0,180,0,202,0,208,228,107,222,95,105,204,208,0
 460,0,259,105,232,43,206,215,229,227,0,0,0,210,0,212,0,6,216,0,185,0,206,0,207,233,107,222,101,105,204,208,0
 465,0,264,105,237,48,206,220,234,232,0,0,0,210,0,212,0,11,221,0,190,0,206,0,212,238,107,222,101,108,204,208,0
 470,0,269,105,242,53,207,225,239,237,0,0,0,210,0,212,0,16,226,0,195,0,206,0,217,243,107,222,101,113,204,209,0
 475,0,274,105,247,58,212,230,244,242,0,0,0,210,0,212,0,21,231,0,200,0,206,0,222,248,107,222,101,118,204,214,0
 480,0,279,105,252,63,217,235,249,247,0,0,0,210,0,212,0,26,236,0,205,0,206,0,227,253,107,223,101,123,204,219,0
 485,0,284,105,257,68,222,240,254,252,0,0,0,210,0,212,0,31,241,0,208,0,206,0,232,258,107,228,101,128,204,224,0
 490,0,289,105,262,73,227,245,259,257,0,0,3,210,0,215,0,36,246,0,208,0,206,0,237,263,107,233,101,133,204,229,0
 495,0,294,105,267,78,232,250,264,262,0,0,8,210,0,220,0,41,251,0,208,0,206,0,242,268,107,238,101,138,204,234,0
 500,0,299,105,272,83,237,255,269,267,0,0,13,210,0,225,0,46,256,0,208,0,206,0,247,273,107,243,101,143,204,239,0
 505,0,304,105,277,88,242,260,274,272,0,0,18,210,0,230,0,51,261,0,208,0,206,0,252,278,107,248,101,148,204,244,0
 510,0,309,105,282,93,247,265,279,277,0,0,23,210,0,235,0,56,266,0,208,0,206,0,257,283,107,253,101,153,204,249,0
 515,0,313,105,287,98,252,270,284,282,0,0,28,210,0,240,0,61,271,0,208,0,206,0,262,288,107,258,101,158,204,254,0
 520,0,312,105,292,103,257,275,289,287,0,0,33,210,0,245,0,66,276,0,208,0,206,0,267,293,107,263,101,163,204,259,0
 525,0,317,105,297,108,262,280,294,292,0,0,38,210,-1,250,0,71,281,0,208,0,206,0,272,298,107,268,101,168,204,264,0
 530,0,322,105,302,111,267,285,299,297,0,0,43,210,4,255,0,76,286,0,208,0,206,0,277,303,107,273,101,173,204,269,0
 535,0,327,105,307,111,272,290,304,302,0,0,48,210,9,260,0,81,291,0,213,0,207,0,282,308,107,278,106,178,204,274,0
 540,0,332,105,313,111,277,295,309,307,0,0,53,210,14,265,0,86,296,0,218,0,212,0,287,313,107,283,111,183,204,279,0
 545,0,337,105,313,111,282,300,313,312,0,0,58,210,19,270,0,91,301,0,223,0,217,0,292,315,107,288,116,188,204,284,0
 550,0,342,105,313,116,287,305,313,317,0,0,63,210,24,275,0,96,306,0,228,0,222,0,297,315,107,293,121,193,204,289,0
 555,0,347,105,313,121,292,310,313,317,0,0,68,210,29,280,0,101,311,0,233,0,227,0,302,315,107,298,126,198,204,294,0
 560,0,352,105,313,126,297,315,313,317,0,0,73,210,34,285,0,103,313,0,238,0,232,0,307,315,107,303,131,203,204,299,0
 565,0,357,105,313,131,302,317,313,317,0,0,78,210,39,290,0,103,313,0,243,0,237,0,311,315,107,308,136,208,204,304,0
 570,0,362,105,313,136,307,317,313,317,0,0,83,210,44,295,0,103,313,0,248,0,242,0,311,314,107,313,141,208,204,309,0
 575,0,367,105,313,141,311,317,313,317,0,0,88,210,49,300,0,108,313,0,253,0,247,0,311,319,107,318,146,208,204,313,0
 580,0,372,105,313,146,311,317,313,317,0,0,93,210,54,305,0,113,313,0,258,0,252,0,311,324,107,323,151,208,204,313,0
 585,0,377,105,313,151,311,317,313,317,0,0,98,210,59,310,0,118,313,0,263,0,257,0,311,329,107,327,156,208,204,313,0
 590,0,382,105,313,156,311,317,314,317,0,0,103,210,64,315,0,123,313,0,268,0,262,0,311,334,107,327,161,208,204,313,0
 595,0,387,105,313,161,311,317,319,317,0,0,107,210,69,319,0,128,313,0,273,0,267,0,311,339,107,327,166,208,204,313,0
 600,0,392,105,313,166,311,317,324,320,0,0,107,210,74,319,0,133,313,0,278,0,272,0,311,344,107,327,171,208,204,313,0
 605,0,397,105,313,171,311,317,329,325,0,0,107,210,79,319,0,138,313,0,283,0,277,0,311,349,107,327,176,208,204,313,0
 610,0,402,105,313,176,311,322,334,330,0,0,107,210,84,319,0,143,313,0,288,0,282,0,311,354,107,327,181,208,204,313,0
 615,0,407,105,313,181,311,327,339,335,0,0,107,210,89,319,0,148,313,0,293,0,287,0,311,359,107,327,186,208,204,313,0
 620,0,412,104,313,186,311,332,344,340,0,0,107,210,94,319,0,153,313,0,298,0,292,0,311,364,107,327,191,208,204,313,0
 625,0,416,109,313,191,311,337,349,345,0,0,107,210,99,319,0,158,314,0,303,0,297,0,311,369,107,327,196,208,204,313,0
 630,0,416,114,313,196,311,342,354,350,0,0,107,210,105,319,0,163,319,0,308,0,302,0,312,374,107,327,201,208,204,313,0
 635,0,415,119,313,201,311,347,359,355,0,0,107,210,105,319,0,168,324,0,313,0,307,0,317,379,107,327,206,208,204,313,0
 640,0,420,124,312,206,314,352,364,360,0,0,109,210,105,322,0,173,329,0,313,0,311,0,322,384,107,327,206,208,204,313,0
 645,0,425,129,317,211,319,357,369,365,0,0,114,210,105,327,0,178,334,0,313,0,311,0,327,389,107,327,206,208,204,314,0
 650,0,430,134,322,214,324,362,374,370,0,0,119,210,105,332,0,183,339,0,313,0,311,0,332,394,107,332,206,209,206,319,0
 655,0,435,139,327,214,329,367,379,375,0,0,124,210,105,337,0,188,344,0,313,0,311,0,337,399,107,337,206,214,211,324,0
 660,0,440,144,332,214,334,372,384,380,0,0,129,210,105,342,0,193,349,0,313,0,311,0,342,404,107,342,206,219,216,329,0
 665,0,445,149,337,214,339,377,389,385,0,0,134,210,105,347,0,198,354,0,313,0,311,0,347,409,107,347,206,224,221,334,0
 670,0,450,154,342,214,344,382,394,390,0,0,139,215,105,352,0,203,359,0,313,0,311,0,352,414,107,352,206,229,226,339,0
 675,0,455,159,347,214,349,387,399,395,0,0,144,220,105,357,0,208,364,0,313,0,311,0,357,420,107,357,206,234,231,344,0
 680,0,460,164,352,214,354,392,404,400,0,0,149,225,105,362,0,208,369,0,315,0,311,0,362,420,107,362,206,239,236,349,0
 685,0,465,169,357,214,359,397,409,405,0,0,154,230,105,367,0,208,374,0,320,0,311,0,367,420,107,367,206,244,241,354,0
 690,0,470,174,362,214,364,402,414,410,0,0,159,235,105,372,0,208,379,0,325,0,311,0,372,420,107,372,206,249,246,359,0
 695,0,475,179,367,214,369,407,416,415,0,0,164,240,105,377,0,208,384,0,330,0,311,0,377,420,107,377,206,254,251,364,0
 700,0,480,184,372,214,374,412,416,420,0,0,169,245,105,382,0,208,389,0,335,0,311,0,382,420,107,382,206,259,256,369,0
 705,0,485,189,377,214,379,417,416,422,0,0,174,250,105,387,0,208,394,0,340,0,311,0,387,420,107,387,206,264,261,374,0
 710,0,490,194,382,214,384,422,416,422,0,0,179,255,105,392,0,208,399,0,345,0,311,0,392,420,107,392,206,269,266,379,0
 715,0,495,199,387,214,389,424,416,422,0,0,184,260,105,397,0,208,404,0,350,0,312,0,397,420,107,397,206,274,271,384,0
 720,0,500,204,392,214,394,424,416,423,0,0,189,265,105,402,0,208,409,0,355,0,317,0,402,420,107,402,206,279,276,389,0
 725,0,505,209,397,214,399,424,416,428,0,0,194,270,105,407,0,208,414,0,360,0,322,0,407,420,107,407,206,284,281,394,0
 730,0,510,212,402,214,404,424,416,433,0,0,199,275,105,412,0,208,420,0,365,0,327,0,412,420,107,412,206,289,286,399,0
 735,0,515,212,407,214,409,424,416,438,0,0,204,280,105,417,0,208,420,0,370,0,332,0,416,420,107,417,206,294,291,404,0
 740,0,519,212,412,214,414,424,416,443,0,0,210,285,105,420,0,208,420,0,375,0,337,0,416,420,107,422,206,299,296,409,0
 745,0,519,212,416,214,414,424,416,448,0,0,210,290,105,420,0,208,420,0,380,0,342,0,416,420,107,427,206,304,301,414,0
 750,0,519,212,416,214,414,424,415,453,0,0,210,295,105,420,0,208,420,0,385,0,347,0,416,420,107,432,206,309,307,416,0
 755,0,522,211,416,214,414,424,420,458,0,0,210,300,105,420,0,208,420,0,390,0,352,0,416,422,107,432,206,311,307,416,0
 760,0,527,216,416,213,414,424,425,463,0,0,210,305,105,421,0,209,421,0,395,0,357,0,417,427,107,432,206,311,307,416,0
 765,0,532,221,416,218,415,426,430,468,0,0,210,310,105,426,0,214,426,0,400,0,362,0,422,432,107,432,206,311,307,419,0
 770,0,537,226,416,223,420,431,435,473,0,0,210,313,105,431,0,219,431,0,405,0,367,0,427,437,107,431,206,311,307,424,0
 775,0,542,231,416,228,425,436,440,478,0,0,210,313,105,436,0,224,436,0,410,0,372,0,432,442,107,436,206,311,307,429,0
 780,0,547,236,416,233,430,441,445,483,0,0,210,313,105,441,0,229,441,0,416,0,377,0,437,447,107,441,206,311,307,434,0
 785,0,552,241,416,238,435,446,450,488,0,0,210,313,105,446,0,234,446,0,416,0,382,0,442,452,107,446,206,311,307,439,0
 790,0,557,246,416,243,440,451,455,493,0,0,210,313,105,451,0,239,451,0,416,0,387,0,447,457,107,451,206,311,307,444,0
 795,0,562,251,416,248,445,456,460,498,0,0,210,312,105,456,0,244,456,0,416,0,392,0,452,462,107,456,206,311,307,449,0
 800,0,567,256,416,253,450,461,465,503,0,0,215,317,105,461,0,249,461,0,416,0,397,0,457,467,107,461,206,311,307,454,0
 805,0,572,261,416,258,455,466,470,508,0,0,220,322,105,466,0,254,466,0,416,0,402,0,462,472,107,466,206,311,307,459,0
 810,0,577,266,416,263,460,471,475,513,0,0,225,327,105,471,0,259,471,0,416,0,407,0,467,477,107,471,206,311,307,464,0
 815,0,582,271,416,268,465,476,480,518,0,0,230,332,105,476,0,264,476,0,416,0,412,0,472,482,107,476,206,311,307,469,0
 820,0,587,276,416,273,470,481,485,523,0,0,235,337,105,481,0,269,481,0,417,0,414,0,477,487,107,481,206,311,307,474,0
 825,0,592,281,416,278,475,486,490,525,0,0,240,342,105,486,0,274,486,0,422,0,414,0,482,492,107,486,206,311,307,479,0
 830,0,597,286,416,283,480,491,495,525,0,0,245,347,105,491,0,279,491,0,427,0,414,0,487,497,107,491,206,311,307,484,0
 835,0,602,291,416,288,485,496,500,525,0,0,250,352,105,496,0,284,496,0,432,0,414,0,492,502,107,496,206,311,307,489,0
 840,0,607,296,416,293,490,501,505,525,0,0,255,357,105,501,0,289,501,0,437,0,414,0,497,507,107,501,206,311,307,494,0
 845,0,612,301,416,298,495,506,510,527,0,0,260,362,105,506,0,294,506,0,442,0,414,0,502,512,107,506,206,311,307,499,0
 850,0,617,306,416,303,500,511,515,532,0,0,265,367,105,511,0,299,511,0,447,0,414,0,507,517,107,511,206,311,307,504,0
 855,0,622,311,416,308,505,516,521,537,0,0,270,372,105,516,0,304,516,0,452,0,415,0,512,522,107,516,206,311,307,509,0
 860,0,628,315,416,313,510,521,521,542,0,0,275,377,105,521,0,309,521,0,457,0,420,0,517,527,107,521,206,312,307,514,0
 865,0,628,315,416,318,515,526,521,547,0,0,280,382,105,523,0,315,527,0,462,0,425,0,523,527,107,526,206,317,307,519,0
 870,0,628,315,416,321,521,529,521,552,0,0,285,387,105,523,0,315,527,0,467,0,430,0,523,527,107,531,206,322,307,523,0
 875,0,628,315,416,321,521,529,521,557,0,0,290,392,105,523,0,315,527,0,472,0,435,0,523,527,107,537,206,327,307,523,0
 880,0,628,315,416,321,521,529,521,562,0,0,295,397,105,523,0,315,527,0,477,0,440,0,523,527,107,537,206,332,307,523,0
 885,0,628,315,416,321,521,529,526,567,0,0,300,402,105,523,0,315,527,0,482,0,445,0,523,527,107,537,206,337,307,523,0
 890,0,628,315,416,321,521,534,531,572,0,0,305,407,105,523,0,315,527,0,487,0,450,0,523,527,107,537,206,342,307,523,0
 895,0,628,315,416,321,521,539,536,577,0,0,310,412,105,523,0,315,527,0,492,0,455,0,523,532,107,537,206,347,307,523,0
 900,0,628,315,416,321,521,544,541,582,0,0,313,417,105,524,0,317,527,0,497,0,460,0,523,537,107,537,206,352,307,523,0
 905,0,630,315,417,321,521,549,546,587,0,0,313,420,104,529,0,322,527,0,502,0,465,0,524,542,107,537,206,357,307,523,0
 910,0,635,320,422,321,521,554,551,592,0,0,313,420,109,534,0,327,527,0,507,0,470,0,529,547,107,537,206,362,307,526,0
 915,0,640,325,427,321,521,559,556,597,0,0,313,420,114,539,0,332,527,0,512,0,475,0,534,552,107,537,206,367,307,531,0
 920,0,645,330,432,321,521,564,561,602,0,0,313,420,119,544,0,337,532,0,517,0,480,0,539,557,107,537,206,372,307,536,0
 925,0,650,335,437,321,521,569,566,607,0,0,313,420,124,549,0,342,537,0,519,0,485,0,544,562,107,537,206,377,307,541,0
 930,0,655,340,442,321,521,574,571,612,0,0,313,420,129,554,0,347,542,0,519,0,490,0,549,567,107,537,206,382,307,546,0
 935,0,660,345,447,321,521,579,576,617,0,0,313,420,134,559,0,352,547,0,519,0,495,0,554,572,107,537,206,387,307,551,0
 940,0,665,350,452,321,521,584,581,622,0,0,313,420,139,564,0,357,552,0,519,0,500,0,559,577,107,537,206,392,307,556,0
 945,0,670,355,457,324,521,589,586,627,0,0,313,420,144,569,0,362,557,0,519,0,505,0,564,582,107,537,206,397,307,561,0
 950,0,675,360,462,329,521,594,591,632,0,0,313,420,149,574,0,367,562,0,519,0,510,0,569,587,107,537,206,402,307,566,0
 955,0,680,365,467,334,521,599,596,632,0,0,313,420,154,579,0,372,567,0,519,0,515,0,574,592,107,539,206,407,307,571,0
 960,0,685,370,472,339,521,604,601,632,0,0,313,420,159,584,0,377,572,0,519,0,517,0,579,597,107,544,206,412,307,576,0
 965,0,690,375,477,344,521,609,606,632,0,0,313,420,164,589,0,382,577,0,522,0,517,0,584,602,107,549,206,412,307,581,0
 970,0,695,380,482,349,521,614,611,632,0,0,313,420,169,594,0,387,582,0,527,0,517,0,589,607,107,554,206,412,309,586,0
 975,0,700,385,487,354,521,619,616,632,0,0,313,420,174,599,0,392,587,0,532,0,517,0,594,612,107,559,206,412,314,591,0
 980,0,705,390,492,359,521,624,621,632,0,0,313,420,179,604,0,397,592,0,537,0,517,0,599,617,107,564,206,412,319,596,0
 985,0,710,395,497,364,521,629,624,632,0,0,313,420,184,609,0,402,597,0,542,0,517,0,604,622,107,569,206,412,324,601,0
 990,0,715,400,502,369,521,632,624,632,0,0,313,420,189,614,0,407,602,0,547,0,517,0,609,627,107,574,206,412,329,606,0
 995,0,720,405,507,374,521,632,624,632,0,0,313,420,194,619,0,412,607,0,552,0,517,0,614,632,107,579,206,412,334,611,0
 1000,0,725,410,512,379,521,632,624,632,0,0,313,420,199,624,0,417,612,0,557,0,517,0,619,632,107,584,206,412,339,616,0
 1005,0,731,415,517,384,521,632,624,632,0,0,313,420,204,626,0,422,617,0,562,0,517,0,624,632,107,589,206,412,344,621,0
 1010,0,731,418,521,389,521,632,624,632,0,0,313,420,206,626,0,422,622,0,567,0,517,0,630,632,107,594,206,412,349,626,0
 1015,0,731,418,521,394,521,633,625,632,0,0,313,420,206,626,0,422,627,0,572,0,517,0,630,632,107,599,206,412,354,626,0
 1020,0,731,421,523,399,521,638,630,632,0,0,313,420,207,627,0,422,630,0,577,0,517,0,630,632,107,604,206,412,359,626,0
