TIME,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 
 75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 130,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 135,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
 140,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
 145,0,16,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
 150,0,21,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0
 155,0,26,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,25,0,0,0,0,0,0,0
 160,0,31,0,0,0,0,2,0,32,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,30,0,0,0,0,0,0,0
 165,0,36,1,0,0,0,7,0,37,0,0,0,0,0,-1,6,0,16,0,0,0,0,0,0,35,0,0,0,0,0,0,0
 170,0,41,6,0,0,3,12,0,42,0,0,0,0,0,4,11,0,21,0,0,0,0,0,2,40,0,0,0,0,0,0,0
 175,0,46,11,5,0,8,17,0,47,0,0,0,0,0,9,16,0,26,0,0,0,0,0,7,45,0,0,0,0,0,0,0
 180,0,51,16,10,0,13,22,0,52,0,0,0,0,0,14,21,0,31,0,0,0,0,0,12,50,0,0,0,0,0,0,0
 185,0,56,21,15,0,18,27,0,57,0,0,0,0,0,19,26,0,36,0,0,0,0,0,17,55,0,0,0,0,0,1,0
 190,0,61,26,20,0,23,32,0,62,0,0,0,0,0,24,31,0,41,0,0,0,0,0,22,60,0,0,0,0,0,6,0
 195,0,66,31,25,0,28,37,0,67,0,0,0,0,0,29,36,0,46,0,0,0,0,0,27,65,0,0,0,0,0,11,0
 200,0,71,36,30,0,33,42,0,72,0,0,0,0,0,34,41,0,51,0,0,0,0,0,32,70,0,0,0,0,0,16,0
 205,0,76,41,35,0,38,47,0,77,0,0,0,0,0,39,46,0,56,0,0,0,0,0,37,75,0,0,0,0,0,21,0
 210,0,81,46,40,0,43,52,0,82,0,0,0,0,0,44,51,0,61,0,0,0,0,0,42,80,0,0,0,0,0,26,0
 215,0,86,51,45,0,48,57,0,87,0,0,0,0,0,49,56,0,66,0,0,0,0,0,47,85,0,0,0,0,0,31,0
 220,0,91,56,50,0,53,62,0,92,0,0,0,0,0,54,61,0,71,0,0,0,0,0,52,90,0,5,0,0,0,36,0
 225,0,96,61,55,0,58,67,0,97,0,0,0,0,0,59,66,0,76,0,0,0,0,0,57,95,0,10,0,0,0,41,0
 230,0,101,66,60,0,63,72,0,102,0,0,0,0,0,64,71,0,81,0,0,0,0,0,62,100,0,15,0,0,0,46,0
 235,0,101,71,65,0,68,77,0,107,0,0,0,0,0,69,76,0,86,0,0,0,0,0,67,105,0,20,0,0,0,51,0
 240,0,101,76,70,0,73,82,0,107,0,0,0,0,0,74,81,0,91,0,0,0,0,0,72,105,0,25,0,0,0,56,0
 245,0,101,81,75,0,78,87,0,107,0,0,0,0,0,79,86,0,96,0,0,0,0,0,77,105,0,30,0,0,0,61,0
 250,0,101,86,80,5,83,92,0,107,0,0,0,0,0,84,91,0,101,0,0,0,0,0,82,105,0,35,0,0,0,66,0
 255,0,101,91,85,10,88,97,0,107,0,0,0,0,0,89,96,0,105,0,0,0,0,0,87,105,0,40,0,0,0,71,0
 260,0,101,96,90,15,93,103,0,107,0,0,0,0,0,94,101,0,105,0,0,0,0,0,92,105,0,45,0,0,0,76,0
 265,0,101,101,95,20,98,103,0,107,0,0,3,0,0,99,105,0,105,0,0,0,0,0,97,105,0,50,0,0,0,81,0
 270,0,101,105,100,25,103,103,0,106,0,0,8,0,0,103,105,0,105,0,0,0,0,0,103,105,0,55,0,0,0,86,0
 275,0,101,105,103,30,105,103,0,111,0,0,13,0,0,103,105,0,110,0,0,0,0,0,103,105,0,60,0,0,0,91,0
 280,0,101,105,103,35,105,103,0,116,0,0,18,0,0,103,105,0,115,0,0,0,0,0,103,104,0,65,0,0,0,96,0
 285,0,101,105,103,40,105,103,0,121,0,0,23,0,0,103,105,0,120,0,0,0,0,0,103,109,0,70,0,0,0,101,0
 290,0,100,105,103,45,110,103,0,126,0,0,28,0,0,106,105,0,125,0,0,0,0,0,103,114,0,75,0,0,0,105,0
 295,0,105,105,103,50,115,103,0,131,0,0,33,0,0,111,105,0,130,0,0,0,0,0,103,119,0,80,0,0,0,105,0
 300,0,110,105,103,55,120,103,0,136,0,0,38,0,0,116,105,0,135,0,0,0,0,0,103,124,0,85,0,0,0,105,0
 305,0,115,105,103,60,125,103,0,141,0,0,43,-1,0,121,105,0,140,0,1,0,0,0,103,129,0,90,0,0,0,105,0
 310,0,120,105,103,65,130,103,0,146,0,0,48,4,0,126,105,0,145,0,6,0,0,0,106,134,0,95,0,0,0,105,0
 315,0,125,105,103,70,135,103,0,151,0,0,53,9,0,131,105,0,150,0,11,0,0,0,111,139,0,100,0,0,0,105,0
 320,0,130,105,103,75,140,103,0,156,0,0,58,14,0,136,105,0,155,0,16,0,0,0,116,144,0,103,0,0,0,108,0
 325,0,135,105,103,80,145,103,0,161,0,0,63,19,0,141,105,0,160,0,21,0,0,0,121,149,0,103,0,0,0,113,0
 330,0,140,105,103,85,150,103,0,166,0,0,68,24,0,146,105,0,165,0,26,0,0,0,126,154,0,103,0,0,0,118,0
 335,0,145,105,103,90,155,103,0,171,0,0,73,29,0,151,105,0,170,0,31,0,0,0,131,159,0,103,0,0,0,123,0
 340,0,150,105,103,95,160,103,0,176,0,0,78,34,0,156,105,0,175,0,36,0,0,0,136,164,0,103,0,0,0,128,0
 345,0,155,105,103,101,165,103,0,181,0,0,83,39,0,161,105,0,180,0,41,0,0,0,141,169,0,103,0,0,0,133,0
 350,0,160,105,102,101,170,103,0,186,0,0,88,44,0,166,105,0,185,0,46,0,0,0,146,174,0,103,0,0,0,138,0
 355,0,165,105,107,101,175,103,0,191,0,0,93,49,0,171,105,0,190,0,51,0,0,0,151,179,0,106,0,0,0,143,0
 360,0,170,105,112,101,180,103,0,196,0,0,98,54,0,176,105,0,195,0,56,0,0,0,156,184,0,111,0,0,0,148,0
 365,0,175,105,117,101,185,103,0,201,0,0,103,59,0,181,105,0,200,0,61,0,0,0,161,189,0,116,0,0,0,153,0
 370,0,180,105,122,101,190,103,0,206,0,0,107,64,0,186,105,0,205,0,66,0,0,0,166,194,0,121,0,0,0,158,0
 375,0,185,105,127,101,195,103,0,210,0,0,107,69,0,191,105,0,210,0,71,0,0,0,171,199,0,126,0,0,0,163,0
 380,0,190,105,132,101,200,103,0,210,0,0,107,74,0,196,105,0,210,0,76,0,0,0,176,204,0,131,0,0,0,168,0
 385,0,195,105,137,101,205,103,0,213,0,0,107,79,0,201,105,0,210,0,81,0,0,0,181,208,0,136,0,0,0,173,0
 390,0,200,105,142,101,210,103,0,218,0,0,107,84,0,206,105,0,210,0,86,0,0,0,186,208,0,141,0,0,0,178,0
 395,0,204,105,147,103,210,103,0,223,0,0,107,89,0,210,105,0,210,0,91,0,0,0,191,208,0,146,0,0,0,183,0
 400,0,204,105,152,108,210,103,0,228,0,0,107,94,0,211,105,0,210,0,96,0,0,0,196,208,0,151,0,0,0,188,0
 405,0,204,105,157,113,215,103,0,233,0,0,107,99,0,216,105,0,210,0,101,0,0,0,201,208,0,156,0,0,0,193,0
 410,0,206,105,162,118,220,103,0,238,0,0,107,101,0,221,105,0,209,0,105,0,0,0,206,208,0,161,0,0,0,198,0
 415,0,211,105,167,123,225,103,0,243,0,0,107,101,0,226,105,0,214,0,105,0,0,0,206,208,0,166,0,0,0,203,0
 420,0,216,105,172,128,230,103,0,248,0,0,107,101,0,231,105,0,219,0,105,0,0,0,206,207,0,171,0,0,0,208,0
 425,0,221,105,177,133,235,103,0,253,0,0,107,101,0,236,105,0,224,0,105,0,0,0,206,212,0,176,0,0,0,208,0
 430,0,226,105,182,138,240,103,0,258,0,0,107,101,0,241,105,0,229,0,105,0,0,0,211,217,0,181,0,0,0,211,2
 435,0,231,105,187,143,245,103,0,263,0,0,107,101,0,246,105,0,234,0,105,0,0,0,216,222,0,186,0,0,0,216,7
 440,0,236,105,192,148,250,103,0,268,0,0,107,101,0,251,105,0,239,0,105,0,0,0,221,227,0,191,0,0,0,221,12
 445,0,241,105,197,153,255,103,0,273,0,0,107,101,0,256,105,0,244,0,105,0,0,0,226,232,0,196,0,0,0,226,17
 450,0,246,105,202,158,260,103,0,278,0,0,107,101,0,261,105,0,249,0,105,0,0,0,231,237,0,201,0,0,0,231,22
 455,0,251,105,206,163,265,103,0,283,0,0,107,101,0,266,105,0,254,0,105,0,0,0,236,242,0,206,0,0,0,236,27
 460,0,256,105,206,168,270,103,0,288,0,0,107,101,0,271,105,0,259,0,105,0,0,0,241,247,0,210,0,0,0,241,32
 465,0,261,105,206,173,275,103,0,293,0,0,107,101,0,276,105,0,264,0,105,0,0,0,246,252,0,210,0,0,0,246,37
 470,0,266,105,206,178,280,103,0,298,0,0,107,101,0,281,105,0,269,0,105,0,0,0,251,257,0,210,0,0,0,251,42
 475,0,271,108,211,183,285,103,0,303,0,0,107,101,0,286,105,0,274,0,105,0,0,0,256,262,0,210,0,0,0,256,47
 480,0,276,113,216,188,290,103,0,308,0,0,107,101,0,291,105,0,279,0,105,0,0,0,261,267,0,210,0,0,0,261,52
 485,0,281,118,221,193,295,103,0,313,0,0,107,104,0,296,105,0,284,0,105,0,0,0,266,272,0,210,0,0,0,266,57
 490,0,286,123,226,198,300,103,0,317,0,0,107,109,0,301,105,0,289,0,105,0,0,0,271,277,0,210,0,0,0,271,62
 495,0,291,128,231,203,305,103,0,317,0,0,107,114,0,306,105,0,294,0,107,0,0,0,276,282,0,210,0,0,0,276,67
 500,0,296,133,236,208,310,103,0,318,0,0,107,119,0,311,105,0,299,0,112,0,0,0,281,287,0,210,0,0,0,281,72
 505,0,301,138,241,213,315,103,0,323,0,0,107,124,0,317,105,0,304,0,117,0,0,0,286,292,0,210,0,0,0,286,77
 510,0,307,143,246,218,317,103,0,328,0,0,107,129,0,317,105,0,309,0,122,0,0,0,291,297,0,210,0,0,0,291,82
 515,0,307,148,251,220,317,103,0,333,0,0,107,134,0,318,105,0,313,0,127,0,0,0,296,302,0,210,0,0,0,296,87
 520,0,307,153,256,220,320,103,0,338,0,0,107,139,0,323,105,0,313,0,132,0,0,0,301,307,0,210,0,0,0,301,92
 525,0,307,158,261,220,325,103,0,343,0,0,107,144,0,328,105,0,313,0,137,0,0,0,306,313,0,210,0,0,0,306,97
 530,0,307,163,266,220,330,103,0,348,0,0,107,149,0,333,105,0,313,0,142,0,0,0,309,313,0,210,0,0,0,311,103
 535,0,307,168,271,220,335,103,0,353,0,0,107,154,0,338,105,0,313,0,147,0,0,0,309,313,0,210,0,0,0,315,103
 540,0,307,173,276,220,340,103,0,358,0,0,107,159,0,343,105,0,313,0,152,0,0,0,309,312,0,210,0,0,0,315,102
 545,0,307,178,281,222,345,103,0,363,0,0,107,164,0,348,105,0,313,2,157,0,0,0,312,317,0,210,0,1,0,318,107
 550,0,307,183,286,227,350,103,0,368,0,0,107,169,0,353,105,0,313,7,162,0,0,0,317,322,0,210,0,6,0,323,112
 555,0,310,188,291,232,355,103,0,373,0,0,107,174,0,358,105,0,313,12,167,0,0,0,322,327,0,210,0,11,0,328,117
 560,0,315,193,296,237,360,103,0,378,0,0,107,179,0,363,105,0,313,17,172,0,0,0,327,332,0,210,0,16,0,333,122
 565,0,320,198,301,242,365,103,0,383,0,0,107,184,0,368,105,0,313,22,177,0,0,0,332,337,0,210,0,21,0,338,127
 570,0,325,203,306,247,370,103,0,388,0,0,107,189,0,373,105,0,313,27,182,0,0,0,337,342,0,210,0,26,0,343,132
 575,0,330,208,309,252,375,103,0,393,0,0,107,194,0,378,105,0,313,32,187,0,0,0,342,347,0,210,0,31,0,348,137
 580,0,335,208,309,257,380,103,0,398,0,0,107,199,0,383,105,0,313,37,192,0,0,0,347,352,0,210,0,36,0,353,142
 585,0,340,208,309,262,385,103,0,403,0,0,107,204,0,388,105,0,313,42,197,0,0,0,352,357,0,210,0,41,0,358,147
 590,0,345,208,309,267,390,103,0,408,0,0,107,206,0,393,105,0,313,47,202,0,0,0,357,362,0,210,0,46,0,363,152
 595,0,350,208,309,272,395,103,0,413,0,0,107,206,0,398,105,0,313,52,207,0,0,0,362,367,0,210,0,51,0,368,157
 600,0,355,208,309,277,400,103,0,418,0,0,107,206,0,403,105,0,313,57,210,0,0,0,367,372,0,210,0,56,0,373,162
 605,0,360,208,309,282,405,103,0,424,0,0,107,206,0,408,105,0,318,62,210,0,0,0,372,377,0,210,0,61,0,378,167
 610,0,365,208,310,287,410,103,0,424,0,0,107,206,0,413,105,0,323,67,210,0,0,0,377,382,0,210,0,66,0,383,172
 615,0,370,211,315,292,415,103,0,424,0,0,107,208,0,418,105,0,328,72,210,0,0,0,382,387,0,210,0,71,0,388,177
 620,0,375,216,320,297,420,103,0,424,0,0,107,213,0,424,105,0,333,77,210,0,0,0,387,392,0,210,0,76,0,393,182
 625,0,380,221,325,302,424,103,0,427,0,0,107,218,0,424,105,0,338,82,210,0,0,0,392,397,0,210,0,81,0,398,187
 630,0,385,226,330,307,424,103,0,432,0,0,107,223,0,424,105,0,343,87,210,0,0,0,397,402,0,210,0,86,0,403,192
 635,0,390,231,335,312,424,103,0,437,0,0,107,228,0,424,105,0,348,92,210,0,0,0,402,407,0,210,0,91,0,408,197
 640,0,395,236,340,317,425,103,0,442,0,0,107,233,0,427,105,0,353,97,210,0,0,0,407,412,0,210,0,96,0,413,202
 645,0,400,241,345,323,430,103,0,447,0,0,107,238,0,432,105,0,358,103,210,0,0,0,412,418,0,210,0,101,0,418,207
 650,0,405,246,350,323,435,103,0,452,0,0,107,243,0,437,105,0,363,103,210,0,0,0,412,418,0,210,0,103,0,418,210
 655,0,410,251,355,323,440,103,0,457,0,0,107,248,0,442,105,0,368,103,210,0,0,0,412,420,0,210,0,103,0,418,212
 660,0,410,256,360,323,445,103,0,462,0,0,107,253,0,447,105,0,373,103,210,0,0,0,412,425,0,210,0,103,0,418,217
 665,0,410,261,365,323,450,103,0,467,0,0,107,258,0,452,105,0,378,103,210,0,0,0,412,430,0,210,0,103,0,419,222
 670,0,409,266,370,323,455,103,0,472,0,0,107,263,0,457,105,0,383,103,210,0,0,0,412,435,0,210,0,103,0,424,227
 675,0,414,271,375,323,460,103,0,477,0,0,107,268,0,462,105,0,388,103,210,0,0,0,412,440,0,210,0,103,0,429,232
 680,0,419,276,380,323,465,103,0,482,0,0,107,273,0,467,105,0,393,103,210,0,0,0,412,445,0,210,0,103,0,434,237
 685,0,424,281,385,323,470,103,0,487,0,0,107,278,0,472,105,0,398,102,210,0,0,0,412,450,0,210,0,103,0,439,242
 690,0,429,286,390,323,475,103,0,492,0,0,107,283,0,477,105,0,403,107,210,0,0,0,412,455,0,210,0,103,0,444,247
 695,0,434,291,395,323,480,103,0,497,0,0,107,288,0,482,105,0,408,112,210,0,0,0,412,460,0,210,0,103,0,449,252
 700,0,439,296,400,323,485,103,0,502,0,0,107,293,0,487,105,0,413,117,210,0,0,0,412,465,0,210,0,103,0,454,257
 705,0,444,301,405,323,490,103,0,507,0,0,107,298,0,492,105,0,418,122,210,0,0,0,412,470,0,210,0,103,0,459,262
 710,0,449,306,410,323,495,103,0,512,0,0,107,303,0,497,105,0,418,127,210,0,0,0,412,475,0,210,0,103,0,464,267
 715,0,454,311,412,323,500,103,0,517,0,0,107,309,0,502,105,0,418,132,210,0,0,0,412,480,0,210,0,103,0,469,272
 720,0,459,311,411,323,505,103,0,522,0,0,107,309,0,507,105,0,418,137,210,0,0,0,412,485,0,210,0,103,0,474,277
 725,0,464,311,416,328,510,103,0,527,0,0,107,309,0,512,105,0,418,142,210,0,0,0,412,490,0,210,0,103,0,479,282
 730,0,469,311,421,333,515,103,0,529,0,0,107,309,0,517,105,0,418,147,210,0,0,0,412,495,0,210,0,103,0,484,287
 735,0,474,311,426,338,520,103,0,529,0,0,107,309,0,522,105,0,418,152,210,0,0,0,412,500,0,210,0,103,0,489,292
 740,0,479,311,431,343,525,103,0,528,0,0,107,309,0,525,105,0,418,157,210,0,0,0,412,505,0,210,0,103,0,494,297
 745,0,484,313,436,348,525,103,0,533,0,0,107,309,0,525,105,0,418,162,210,0,0,0,412,510,0,210,0,103,0,499,302
 750,0,489,318,441,353,525,103,0,538,0,0,107,309,0,525,105,0,418,167,210,0,0,0,412,515,0,210,0,103,0,504,307
 755,0,494,323,446,358,525,103,0,543,0,0,107,309,0,525,105,0,418,172,210,0,0,0,412,520,0,210,0,103,0,509,313
 760,0,499,328,451,363,525,103,0,548,0,0,107,309,0,525,105,0,418,177,210,0,0,0,412,525,0,210,0,103,0,514,313
 765,0,504,333,456,368,525,103,0,553,0,0,107,309,0,525,105,0,418,182,210,0,0,0,417,525,0,210,0,103,0,519,313
 770,0,509,338,461,373,525,103,0,558,0,0,107,309,0,525,105,0,418,187,210,0,0,0,422,525,0,210,0,103,0,521,313
 775,0,511,343,466,378,525,103,0,563,0,0,107,309,0,524,105,0,418,192,210,0,0,0,427,528,0,210,0,103,0,521,313
 780,0,511,348,471,383,524,103,0,568,0,0,107,309,0,529,105,0,418,197,210,0,0,0,432,533,0,210,0,103,0,521,313
 785,0,511,353,476,388,529,103,0,573,0,0,107,309,0,534,105,0,418,202,210,0,0,0,437,538,0,210,0,103,0,521,313
 790,0,511,358,481,393,534,103,0,578,0,0,107,309,0,539,105,0,418,208,210,0,0,0,442,543,0,210,0,103,0,521,313
 795,0,511,363,486,398,539,103,0,583,0,0,107,309,0,544,105,0,418,208,210,0,0,0,447,548,0,210,0,103,0,521,313
 800,0,511,368,491,403,544,103,0,588,0,0,107,309,0,549,105,0,423,208,210,0,0,0,452,553,0,210,0,103,0,521,313
 805,0,511,373,496,408,549,103,0,593,0,0,107,309,0,554,105,0,428,208,210,0,0,0,457,558,0,210,0,103,0,521,313
 810,0,511,378,501,413,554,103,0,598,0,0,107,309,0,559,105,0,433,208,210,0,0,0,462,563,0,210,0,103,0,521,313
 815,0,511,383,506,418,559,103,0,603,0,0,107,309,0,564,105,0,438,208,210,0,0,0,467,568,0,210,0,103,0,521,313
 820,0,511,388,511,423,564,103,0,608,0,0,107,309,0,569,105,0,443,210,210,0,0,0,472,573,0,210,0,103,0,521,313
 825,0,511,393,516,428,569,103,0,613,0,0,107,309,0,574,105,0,448,215,210,0,0,0,477,578,0,210,0,103,0,521,313
 830,0,511,398,519,430,574,103,0,618,0,0,107,309,0,579,105,0,453,220,210,0,0,0,482,583,0,210,0,103,0,521,313
 835,0,513,403,519,430,579,103,0,623,0,0,107,309,0,584,105,0,458,225,210,0,0,0,487,588,0,210,0,103,0,521,313
 840,0,518,408,519,429,584,103,0,628,0,0,107,309,0,589,105,0,463,230,210,0,0,0,492,593,0,210,0,103,0,524,313
 845,0,523,412,519,434,589,103,0,632,0,0,107,309,0,594,105,0,468,235,210,0,0,0,497,598,0,210,0,103,0,529,313
 850,0,528,412,519,439,594,103,0,632,0,0,107,309,0,599,105,0,473,240,210,0,0,0,502,603,0,210,0,103,0,534,313
 855,0,533,412,519,444,599,103,0,635,0,0,107,309,0,604,105,0,478,245,210,0,0,0,507,608,0,210,0,103,0,539,313
 860,0,538,412,519,449,604,103,0,640,0,0,107,309,0,609,105,0,483,250,210,0,0,0,512,613,0,210,0,103,0,544,313
 865,0,543,412,519,454,609,103,0,645,0,0,107,309,0,614,105,0,488,255,210,0,0,0,517,618,0,210,0,103,0,549,313
 870,0,548,412,519,459,614,103,0,650,0,0,107,309,0,619,105,0,493,260,210,0,0,0,519,623,0,210,0,103,0,554,313
 875,0,553,412,519,464,619,103,0,655,0,0,107,309,0,624,105,0,498,265,210,0,0,0,519,628,0,210,0,103,0,559,313
 880,0,558,412,519,469,624,103,0,660,0,0,107,309,0,630,105,0,503,270,210,0,0,0,519,632,0,210,0,103,0,564,313
 885,0,563,412,519,474,630,103,0,665,0,0,107,309,0,630,105,0,508,275,210,0,0,0,519,632,0,210,0,103,0,569,315
 890,0,568,412,519,479,630,103,0,670,0,0,107,309,0,630,105,0,513,280,210,0,0,0,519,632,0,210,0,103,0,574,320
 895,0,573,412,519,484,630,103,0,675,0,0,107,309,0,630,107,0,518,285,210,0,0,0,519,632,0,210,0,103,0,579,325
 900,0,578,414,519,489,630,103,0,680,0,0,107,309,0,632,112,0,523,290,210,0,0,0,519,632,0,210,0,103,0,584,330
 905,0,583,419,519,494,635,103,0,685,0,0,107,309,0,637,117,0,525,295,210,0,0,0,519,632,0,210,0,103,0,589,335
 910,0,588,424,519,499,640,103,0,690,0,0,107,309,0,642,122,0,525,300,210,0,0,0,519,633,0,210,0,103,0,594,340
 915,0,593,429,519,504,645,103,0,695,0,0,107,309,0,647,127,0,525,305,210,0,0,0,519,638,0,210,0,103,0,599,345
 920,0,598,434,519,509,650,103,0,700,0,0,107,309,0,652,132,0,525,311,210,0,0,0,519,643,0,210,0,103,0,604,350
 925,0,603,439,519,514,655,103,0,705,0,0,107,309,0,657,137,0,525,311,210,0,0,0,519,648,0,210,0,103,0,609,355
 930,0,608,444,519,519,660,103,0,710,0,0,107,309,0,662,142,0,525,311,210,0,0,0,519,653,0,210,0,103,0,614,360
 935,0,614,449,519,524,665,103,0,715,0,0,107,309,0,667,147,0,525,311,210,0,0,0,519,658,0,210,0,103,0,619,365
 940,0,614,454,519,529,670,103,0,720,0,0,107,309,0,672,152,0,525,311,210,0,0,0,519,663,0,210,0,103,0,624,370
 945,0,614,459,519,535,675,103,0,725,0,0,107,309,0,677,157,0,530,311,210,0,0,0,519,668,0,210,0,103,0,624,375
 950,0,614,464,519,535,680,103,0,730,0,0,107,309,0,682,162,0,535,311,210,0,0,0,519,673,0,210,0,103,0,624,380
 955,0,614,469,519,535,685,103,0,735,0,0,107,309,0,687,167,0,540,311,210,0,0,0,519,678,0,210,0,103,0,624,385
 960,0,614,474,519,538,690,103,0,739,0,0,107,309,0,692,172,0,545,311,210,0,0,0,519,683,0,210,0,108,0,624,390
 965,0,614,479,519,543,695,103,0,739,0,0,107,309,0,697,177,0,550,311,210,0,0,0,519,688,0,210,0,113,0,624,395
 970,0,614,484,519,548,700,103,0,739,0,0,107,309,0,702,182,0,555,311,210,0,0,0,519,693,0,210,0,118,0,624,400
 975,0,614,489,519,553,705,103,0,739,0,0,107,309,0,707,187,0,560,311,210,0,0,0,519,698,0,210,0,123,0,624,405
 980,0,614,494,519,558,710,103,0,739,0,0,107,309,0,712,192,0,565,311,210,0,0,0,519,703,0,210,0,128,0,624,410
 985,0,614,499,519,563,715,103,0,739,0,0,107,309,0,717,197,0,570,311,210,0,0,0,519,708,0,210,0,133,0,624,415
 990,0,614,504,519,568,720,103,0,739,0,0,107,309,0,722,202,0,575,311,210,0,0,0,519,713,0,210,0,138,0,624,418
 995,0,614,509,519,573,725,103,0,739,0,0,107,309,0,727,207,0,580,311,210,0,0,0,519,718,0,210,0,143,0,624,418
 1000,0,614,514,519,578,730,103,0,739,0,0,107,309,0,733,212,0,585,311,210,0,0,0,519,723,0,210,0,148,0,624,420
 1005,0,614,517,519,583,735,103,0,739,0,0,107,309,0,733,212,0,590,311,210,0,0,0,519,728,0,210,0,153,0,624,425
 1010,0,615,517,519,588,735,103,0,739,0,0,107,309,0,733,212,0,595,311,210,0,0,0,519,733,0,210,0,158,0,624,430
 1015,0,620,517,519,593,735,103,0,740,0,0,107,309,0,735,212,0,600,311,210,0,0,0,519,739,0,210,0,163,0,624,435
 1020,0,625,517,519,598,736,103,0,745,0,0,107,309,0,740,212,0,605,311,210,0,0,0,519,739,0,210,0,168,0,624,440
