
 TIME,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 
 5,70.000,70.300,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 10,70.000,71.000,70.500,70.300,70.000,70.100,70.500,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 15,70.000,70.700,70.600,70.400,70.000,70.000,70.300,70.200,70.000,70.000,70.000,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 20,70.000,71.500,70.400,70.200,70.200,70.000,70.000,70.000,70.700,70.400,70.100,70.000,70.200,70.200,70.500,70.600,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 25,70.000,71.700,70.500,70.600,70.400,70.000,70.000,70.000,71.200,70.200,70.100,70.000,70.400,70.000,70.300,70.600,70.000,70.000,70.100,70.000,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 30,70.000,72.200,71.100,70.800,70.200,70.000,70.000,70.000,71.600,70.000,70.000,70.100,70.100,70.000,70.000,70.400,70.500,70.000,70.000,70.000,70.000,70.100,70.000,70.300,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 35,70.000,72.300,70.800,70.900,70.300,70.000,70.300,70.000,71.400,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.200,70.000,70.100,70.200,70.000,70.100,70.000
 40,70.000,72.900,71.300,70.700,70.100,70.300,70.400,70.100,71.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.100,70.000,70.000
 45,70.000,73.000,71.300,70.500,70.000,70.000,70.200,70.000,70.900,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 50,70.000,73.700,71.700,70.800,70.000,70.100,70.600,70.200,70.600,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 55,70.000,73.400,71.800,70.900,70.000,70.000,70.400,70.300,70.400,70.000,70.000,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 60,70.000,74.200,71.600,70.700,70.200,70.000,70.100,70.000,71.100,70.400,70.100,70.000,70.200,70.200,70.500,70.500,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 65,70.000,75.300,72.900,71.900,71.200,70.500,70.700,70.400,72.200,71.000,71.300,70.600,71.200,70.700,71.100,71.300,70.700,70.700,71.300,70.600,70.800,70.500,70.600,70.600,70.300,70.500,70.900,70.600,70.600,70.600,70.500,70.600
 70,70.000,75.900,73.500,72.100,71.000,70.300,70.400,70.100,72.600,70.700,71.000,70.700,70.900,70.500,70.800,71.100,71.200,70.500,71.100,70.600,70.600,70.600,70.600,70.900,70.400,70.300,70.600,70.300,70.300,70.300,70.300,70.300
 75,70.000,76.000,73.200,72.200,71.100,70.600,71.100,70.500,72.400,70.500,70.800,70.400,70.700,70.200,70.900,71.100,70.900,70.200,70.800,70.400,70.300,70.300,70.400,70.700,70.100,70.300,70.400,70.400,70.400,70.700,70.900,70.600
 80,70.000,76.600,73.700,72.000,70.900,70.400,70.800,70.200,72.500,70.200,70.500,70.200,70.400,70.000,70.700,70.900,70.700,70.000,70.600,70.100,70.100,70.100,70.100,70.400,70.600,70.100,70.400,70.100,70.100,70.700,71.100,71.000
 85,70.000,76.700,73.700,71.800,70.600,70.100,70.600,70.000,72.200,70.000,70.300,70.000,70.200,70.000,70.400,70.700,70.400,70.000,70.300,70.000,70.000,70.000,70.000,70.200,70.400,70.000,70.100,70.000,70.000,70.500,70.800,70.800
 90,70.000,77.700,74.500,72.500,71.000,70.200,70.600,70.000,72.000,70.000,70.000,70.000,70.000,70.000,70.500,70.400,70.200,70.000,70.100,70.000,70.000,70.000,70.000,70.000,70.200,70.000,70.000,70.000,70.000,70.200,70.600,70.500
 95,70.000,77.500,74.600,72.600,70.800,70.000,70.400,70.100,72.100,70.000,70.000,70.200,70.000,70.000,70.300,70.600,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.300,70.300
 100,70.000,78.300,74.400,72.400,70.800,70.000,70.100,70.000,72.800,70.400,70.100,70.000,70.200,70.200,70.700,71.000,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.000
 105,70.000,78.800,74.900,72.800,71.000,70.000,70.000,70.000,73.300,70.200,70.000,70.000,70.400,70.000,70.500,71.000,70.000,70.000,70.100,70.000,70.100,70.000,70.000,70.000,70.000,70.000,70.200,70.000,70.000,70.000,70.000,70.000
 110,70.000,79.400,75.500,73.000,70.800,70.000,70.000,70.000,73.700,70.000,70.000,70.100,70.100,70.000,70.200,70.800,70.500,70.000,70.000,70.000,70.000,70.100,70.000,70.300,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 115,70.000,79.500,75.200,73.100,70.900,70.000,70.000,70.000,73.500,70.000,70.000,70.000,70.000,70.000,70.000,70.500,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.300,70.200,70.000,70.100,70.200,70.000,70.100,70.300
 120,70.000,80.100,75.700,72.900,70.700,70.000,70.000,70.000,73.200,70.000,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.800,70.000,70.100,70.000,70.000,70.100,70.300,70.700
 125,70.000,80.800,76.500,73.500,71.200,70.500,70.600,70.400,73.600,70.600,70.600,70.500,70.600,70.500,70.600,70.800,70.500,70.500,70.500,70.600,70.500,70.500,70.600,70.600,71.200,70.500,70.600,70.600,70.600,70.700,70.800,71.300
 130,70.000,81.800,77.300,74.200,71.600,70.600,70.600,70.100,73.300,70.300,70.300,70.300,70.300,70.300,70.600,70.600,70.300,70.300,70.300,70.300,70.300,70.300,70.300,70.300,71.000,70.300,70.400,70.300,70.300,70.400,70.600,71.000
 135,70.000,81.600,77.400,74.300,71.400,70.300,70.400,70.200,73.400,70.100,70.100,70.300,70.100,70.000,70.400,70.700,70.000,70.000,70.000,70.100,70.000,70.000,70.100,70.100,70.700,70.000,70.100,70.100,70.100,70.200,70.300,70.800
 140,70.000,82.400,77.200,74.100,71.400,70.100,70.100,70.000,74.100,70.400,70.100,70.000,70.200,70.200,70.800,71.100,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.500,70.000,70.000,70.000,70.000,70.000,70.100,70.500
 145,70.000,82.900,77.700,74.500,71.600,70.000,70.000,70.000,74.600,70.200,70.000,70.000,70.400,70.000,70.600,71.100,70.000,70.000,70.100,70.000,70.100,70.000,70.000,70.000,70.200,70.000,70.200,70.000,70.000,70.000,70.000,70.300
 150,70.000,83.500,78.300,74.700,71.400,70.000,70.000,70.000,75.000,70.000,70.000,70.100,70.100,70.000,70.300,70.900,70.500,70.000,70.000,70.000,70.000,70.100,70.000,70.300,70.300,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 155,70.000,83.600,78.000,74.800,71.500,70.000,70.000,70.000,74.800,70.000,70.000,70.000,70.000,70.000,70.100,70.600,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.400,70.200,70.000,70.100,70.200,70.000,70.100,70.300
 160,70.000,84.200,78.500,74.600,71.300,70.000,70.000,70.000,74.500,70.000,70.000,70.000,70.000,70.000,70.000,70.400,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.900,70.000,70.100,70.000,70.000,70.100,70.300,70.700
 165,70.000,84.300,78.500,74.400,71.000,70.000,70.000,70.000,74.300,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.700,70.000,70.000,70.000,70.000,70.000,70.000,70.500
 170,70.000,85.300,79.300,75.100,71.400,70.100,70.200,70.000,74.000,70.000,70.000,70.000,70.000,70.000,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.500,70.000,70.000,70.000,70.000,70.000,70.000,70.200
 175,70.000,85.100,79.400,75.200,71.200,70.000,70.000,70.100,74.100,70.000,70.000,70.200,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 180,70.000,85.900,79.200,75.000,71.200,70.000,70.000,70.000,74.800,70.400,70.100,70.000,70.200,70.200,70.500,70.600,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 185,70.000,87.000,80.500,76.200,72.200,70.500,70.600,70.400,75.900,71.000,70.700,70.600,71.200,70.700,71.100,71.400,70.700,70.700,70.800,70.600,70.800,70.500,70.600,70.600,70.300,70.500,70.900,70.600,70.600,70.600,70.500,70.600
 190,70.000,87.600,81.100,76.400,72.000,70.300,70.300,70.100,76.300,70.700,70.400,70.700,70.900,70.500,70.800,71.200,71.200,70.500,70.600,70.600,70.600,70.600,70.600,70.900,70.400,70.300,70.600,70.300,70.300,70.300,70.300,70.300
 195,70.000,87.700,80.800,76.500,72.100,70.000,70.100,70.000,76.100,70.500,70.200,70.400,70.700,70.200,70.600,70.900,70.900,70.200,70.300,70.400,70.300,70.300,70.400,70.700,70.500,70.300,70.400,70.400,70.400,70.100,70.300,70.500
 200,70.000,88.300,81.300,76.300,71.900,70.000,70.000,70.000,75.800,70.200,70.000,70.200,70.400,70.000,70.300,70.700,70.700,70.000,70.100,70.100,70.100,70.100,70.100,70.400,71.000,70.100,70.400,70.100,70.100,70.100,70.500,70.900
 205,70.000,88.400,81.300,76.100,71.600,70.000,70.000,70.000,75.600,70.000,70.000,70.000,70.200,70.000,70.100,70.400,70.400,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.800,70.000,70.100,70.000,70.000,70.000,70.200,70.700
 210,70.000,89.400,82.100,76.800,72.000,70.100,70.200,70.000,75.300,70.000,70.000,70.000,70.000,70.000,70.200,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.000,70.000,70.000,70.000,70.000,70.000,70.400
 215,70.000,89.200,82.200,76.900,71.800,70.000,70.000,70.100,75.400,70.000,70.000,70.200,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,70.000,70.000,70.200
 220,70.000,90.000,82.000,76.700,71.800,70.000,70.000,70.000,76.100,70.400,70.100,70.000,70.200,70.200,70.500,70.700,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 225,70.000,90.500,82.500,77.100,72.000,70.000,70.000,70.000,76.600,70.200,70.000,70.000,70.400,70.000,70.300,70.700,70.000,70.000,70.100,70.000,70.100,70.000,70.000,70.000,70.000,70.000,70.200,70.000,70.000,70.000,70.000,70.000
 230,70.000,91.100,83.100,77.300,71.800,70.000,70.000,70.000,77.000,70.000,70.000,70.100,70.100,70.000,70.000,70.500,70.500,70.000,70.000,70.000,70.000,70.100,70.000,70.300,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 235,70.000,91.200,82.800,77.400,71.900,70.000,70.000,70.000,76.800,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.300,70.200,70.000,70.100,70.200,70.000,70.100,70.300
 240,70.000,91.400,83.300,77.200,71.700,70.000,70.000,70.000,76.500,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.800,70.000,70.100,70.000,70.000,70.100,70.300,70.700
 245,70.000,91.800,84.100,77.800,72.200,70.500,70.600,70.400,76.900,70.600,70.600,70.500,70.600,70.500,70.600,70.500,70.500,70.500,70.500,70.600,70.500,70.500,70.600,70.600,71.200,70.500,70.600,70.600,70.600,70.700,70.800,71.300
 250,70.000,92.200,84.900,78.500,72.600,70.600,70.600,70.100,76.600,70.300,70.300,70.300,70.300,70.300,70.600,70.300,70.300,70.300,70.300,70.300,70.300,70.300,70.300,70.300,71.000,70.300,70.400,70.300,70.300,70.400,70.600,71.000
 255,70.000,91.900,85.000,78.600,72.400,70.300,70.400,70.200,76.700,70.100,70.100,70.300,70.100,70.000,70.400,70.400,70.000,70.000,70.000,70.100,70.000,70.000,70.100,70.100,70.700,70.000,70.100,70.100,70.100,70.200,70.300,70.800
 260,70.000,91.700,84.800,78.400,72.400,70.100,70.100,70.000,77.400,70.400,70.100,70.000,70.200,70.200,70.800,70.800,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.500,70.000,70.000,70.000,70.000,70.000,70.100,70.500
 265,70.000,91.800,85.300,78.800,72.600,70.000,70.000,70.000,77.900,70.200,70.000,70.000,70.400,70.000,70.600,70.800,70.000,70.000,70.100,70.000,70.100,70.000,70.000,70.000,70.200,70.000,70.200,70.000,70.000,70.000,70.000,70.300
 270,70.000,92.300,85.900,79.000,72.400,70.000,70.000,70.000,78.300,70.000,70.000,70.100,70.100,70.000,70.300,70.600,70.500,70.000,70.000,70.000,70.000,70.100,70.000,70.300,70.300,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 275,70.000,92.100,85.600,79.100,72.500,70.000,70.000,70.000,78.100,70.000,70.000,70.000,70.000,70.000,70.100,70.300,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.400,70.200,70.000,70.100,70.200,70.000,70.100,70.300
 280,70.000,92.200,86.100,78.900,72.300,70.000,70.000,70.000,77.800,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.900,70.000,70.100,70.000,70.000,70.100,70.300,70.700
 285,70.000,92.300,86.100,78.700,72.000,70.000,70.000,70.000,77.600,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.700,70.000,70.000,70.000,70.000,70.000,70.000,70.500
 290,70.000,93.000,86.900,79.400,72.400,70.100,70.200,70.000,77.300,70.000,70.000,70.000,70.000,70.000,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.500,70.000,70.000,70.000,70.000,70.000,70.000,70.200
 295,70.000,92.800,87.000,79.500,72.200,70.000,70.000,70.100,77.400,70.000,70.000,70.200,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 300,70.000,92.900,86.800,79.300,72.200,70.000,70.000,70.000,78.100,70.400,70.100,70.000,70.200,70.200,70.500,70.600,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 305,70.000,94.000,88.100,80.500,73.200,70.500,70.600,70.400,79.200,71.000,70.700,70.600,71.200,70.700,71.100,71.400,70.700,70.700,70.800,70.600,70.800,70.500,70.600,70.600,70.300,70.500,70.900,70.600,70.600,70.600,70.500,70.600
 310,70.000,94.200,88.700,80.700,73.000,70.300,70.300,70.100,79.600,70.700,70.400,70.700,70.900,70.500,70.800,71.200,71.200,70.500,70.600,70.600,70.600,70.600,70.600,70.900,70.400,70.300,70.600,70.300,70.300,70.300,70.300,70.300
 315,70.000,94.300,88.400,80.800,73.100,70.000,70.100,70.000,79.400,70.500,70.200,70.400,70.700,70.200,70.600,70.900,70.900,70.200,70.300,70.400,70.300,70.300,70.400,70.700,70.500,70.300,70.400,70.400,70.400,70.100,70.300,70.500
 320,70.000,94.900,88.900,80.600,72.900,70.000,70.000,70.000,79.100,70.200,70.000,70.200,70.400,70.000,70.300,70.700,70.700,70.000,70.100,70.100,70.100,70.100,70.100,70.400,71.000,70.100,70.400,70.100,70.100,70.100,70.500,70.900
 325,70.000,95.000,88.900,80.400,72.600,70.000,70.000,70.000,78.900,70.000,70.000,70.000,70.200,70.000,70.100,70.400,70.400,70.000,70.000,70.000,70.000,70.000,70.000,70.200,70.800,70.000,70.100,70.000,70.000,70.000,70.200,70.700
 330,70.000,95.700,89.700,81.100,73.000,70.100,70.200,70.000,78.600,70.000,70.000,70.000,70.000,70.000,70.200,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.600,70.000,70.000,70.000,70.000,70.000,70.000,70.400
 335,70.000,95.400,89.800,81.200,72.800,70.000,70.000,70.100,78.700,70.000,70.000,70.200,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.300,70.000,70.000,70.000,70.000,70.000,70.000,70.200
 340,70.000,95.500,89.600,81.000,72.800,70.000,70.000,70.000,79.400,70.400,70.100,70.000,70.200,70.200,70.500,70.700,70.200,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.100,70.000,70.000,70.000,70.000,70.000,70.000,70.000
 345,70.000,95.700,90.100,81.400,73.000,70.000,70.000,70.000,79.900,70.200,70.000,70.000,70.400,70.000,70.300,70.700,70.000,70.000,70.100,70.000,70.100,70.000,70.000,70.000,70.000,70.000,70.200,70.000,70.000,70.000,70.000,70.000
 350,70.000,95.800,90.700,81.600,72.800,70.000,70.000,70.000,80.300,70.000,70.000,70.100,70.100,70.000,70.000,70.500,70.500,70.000,70.000,70.000,70.000,70.100,70.000,70.300,70.200,70.000,70.000,70.000,70.000,70.000,70.000,70.000
