Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Pri Packet Dropped due to Faulty Node, Low Pri Packet Dropped due to Faulty Node, S/R dead, S/R is state 2, max hop, bufferFull 
5,1,1,1,1,0,0,0,0,0,0,0,0
10,6,5,5,4,0,0,0,0,0,0,0,0
15,8,7,6,6,1,1,0,1,0,0,0,0
20,16,10,10,7,2,2,1,1,0,0,0,0
25,19,15,11,9,3,3,1,2,0,0,0,0
30,25,20,13,11,5,5,2,3,0,0,0,0
35,34,25,18,13,6,6,3,3,0,0,0,0
40,39,31,21,16,7,7,4,3,0,0,0,0
45,47,35,23,18,8,8,4,4,0,0,0,0
50,50,40,26,20,10,10,6,4,0,0,0,0
55,56,44,29,22,12,12,7,5,0,0,0,0
60,65,49,32,24,14,14,7,7,0,0,0,0
65,70,54,34,25,14,14,7,7,0,0,0,0
70,78,59,36,28,15,15,7,8,0,0,0,0
75,81,64,37,29,15,15,7,8,0,0,0,0
80,87,71,40,33,16,16,7,9,0,0,0,0
85,96,76,44,35,17,17,8,9,0,0,0,0
90,101,82,46,37,17,17,8,9,0,0,0,0
95,109,87,50,40,18,18,9,9,0,0,0,0
100,112,92,53,42,18,18,9,9,0,0,0,0
105,118,99,56,46,19,19,10,9,0,0,0,0
110,127,104,61,50,20,20,10,10,0,0,0,0
115,132,110,64,53,20,20,10,10,0,0,0,0
120,140,115,68,56,21,21,11,10,0,0,0,0
125,143,120,70,57,21,21,11,10,0,0,0,0
130,149,127,73,62,22,22,11,11,0,0,0,0
135,158,132,78,65,23,23,11,12,0,0,0,0
140,163,138,80,69,23,23,11,12,0,0,0,0
145,171,143,85,71,24,24,12,12,0,0,0,0
150,174,148,87,73,24,24,12,12,0,0,0,0
155,180,155,91,78,25,25,13,12,0,0,0,0
160,189,160,95,81,26,26,13,13,0,0,0,0
165,194,166,96,83,26,26,13,13,0,0,0,0
170,202,171,101,84,27,27,14,13,0,0,0,0
175,205,176,103,88,27,27,14,13,0,0,0,0
180,211,183,106,92,28,28,14,14,0,0,0,0
185,220,188,109,92,29,29,15,14,0,0,0,0
190,225,194,110,95,29,29,15,14,0,0,0,0
195,233,199,113,96,30,30,15,15,0,0,0,0
200,236,204,115,98,30,30,15,15,0,0,0,0
205,242,211,117,101,31,31,16,15,0,0,0,0
210,251,216,122,103,32,32,17,15,0,0,0,0
215,256,222,124,107,32,32,17,15,0,0,0,0
220,264,227,131,109,33,33,18,15,0,0,0,0
225,267,232,132,113,33,33,18,15,0,0,0,0
230,273,239,134,116,34,34,18,16,0,0,0,0
235,282,244,137,119,35,35,18,17,0,0,0,0
240,287,250,140,121,35,35,18,17,0,0,0,0
245,295,255,144,124,36,36,18,18,0,0,0,0
250,298,260,144,126,36,36,18,18,0,0,0,0
255,304,267,149,130,37,37,19,18,0,0,0,0
260,313,272,154,132,38,38,20,18,0,0,0,0
265,318,278,157,137,38,38,20,18,0,0,0,0
270,326,283,161,139,39,39,20,19,0,0,0,0
275,329,288,163,141,39,39,20,19,0,0,0,0
280,335,295,166,145,40,40,21,19,0,0,0,0
285,344,300,171,149,41,41,22,19,0,0,0,0
290,349,306,173,150,41,41,22,19,0,0,0,0
295,357,311,177,152,42,42,23,19,0,0,0,0
300,360,316,178,154,42,42,23,19,0,0,0,0
305,366,323,181,157,43,43,24,19,0,0,0,0
310,375,328,186,159,44,44,25,19,0,0,0,0
315,380,334,188,161,44,44,25,19,0,0,0,0
320,388,339,193,164,45,45,26,19,0,0,0,0
325,391,344,194,167,45,45,26,19,0,0,0,0
330,397,351,197,170,46,46,27,19,0,0,0,0
335,406,356,200,173,47,47,27,20,0,0,0,0
340,411,362,202,174,47,47,27,20,0,0,0,0
345,419,367,205,176,48,48,27,21,0,0,0,0
350,422,372,206,178,48,48,27,21,0,0,0,0
355,428,379,208,181,49,49,27,22,0,0,0,0
360,437,384,212,183,50,50,27,23,0,0,0,0
365,442,390,213,186,50,50,27,23,0,0,0,0
370,450,395,218,188,51,51,27,24,0,0,0,0
375,453,400,221,192,51,51,27,24,0,0,0,0
380,459,407,222,195,52,52,27,25,0,0,0,0
385,468,412,224,196,53,53,27,26,0,0,0,0
390,473,418,226,198,53,53,27,26,0,0,0,0
395,481,423,227,200,54,54,27,27,0,0,0,0
400,484,428,228,201,54,54,27,27,0,0,0,0
405,490,435,230,202,55,55,28,27,0,0,0,0
410,499,440,233,203,56,56,28,28,0,0,0,0
415,504,446,236,207,56,56,28,28,0,0,0,0
420,512,451,241,210,57,57,28,29,0,0,0,0
425,515,456,242,213,57,57,28,29,0,0,0,0
430,521,463,242,214,58,58,28,30,0,0,0,0
435,530,468,245,216,59,59,29,30,0,0,0,0
440,535,474,249,218,59,59,29,30,0,0,0,0
445,543,479,252,221,60,60,29,31,0,0,0,0
450,546,484,253,224,60,60,29,31,0,0,0,0
455,552,491,254,225,61,61,29,32,0,0,0,0
460,561,496,256,227,62,62,29,33,0,0,0,0
465,566,502,259,228,62,62,29,33,0,0,0,0
470,574,507,261,230,63,63,30,33,0,0,0,0
475,577,511,263,231,63,63,30,33,0,0,0,0
480,583,519,268,237,64,64,31,33,0,0,0,0
485,592,521,273,239,66,65,32,33,0,1,0,0
490,597,526,277,243,68,65,32,33,0,3,0,0
495,605,531,281,247,70,66,33,33,0,4,0,0
500,608,532,282,248,71,67,33,34,0,4,0,0
505,614,534,283,250,73,69,33,36,0,4,0,0
510,623,537,288,253,77,72,33,39,0,5,0,0
515,628,542,291,258,80,74,33,41,0,6,0,0
520,636,543,296,259,87,78,34,44,0,9,0,0
525,639,547,297,263,87,78,34,44,0,9,0,0
530,645,549,299,265,88,79,34,45,0,9,0,0
535,654,551,304,267,92,83,35,48,0,9,0,0
540,659,556,309,272,95,86,35,51,0,9,0,0
545,667,560,312,276,101,89,35,54,0,12,0,0
550,670,562,314,278,101,89,35,54,0,12,0,0
555,676,568,319,284,103,91,35,56,0,12,0,0
560,685,570,324,286,104,92,36,56,0,12,0,0
565,690,574,328,290,107,95,36,59,0,12,0,0
570,698,578,333,294,112,97,37,60,0,15,0,0
575,701,580,334,296,113,97,37,60,0,16,0,0
580,707,583,336,299,116,100,37,63,0,16,0,0
585,716,587,343,303,117,101,38,63,0,16,0,0
590,721,591,346,307,119,103,38,65,0,16,0,0
595,729,593,350,309,126,104,38,66,0,22,0,0
600,732,597,353,313,126,104,38,66,0,22,0,0
605,738,601,356,317,127,105,39,66,0,22,0,0
610,747,602,360,318,128,106,39,67,0,22,0,0
615,752,606,362,322,129,107,39,68,0,22,0,0
620,760,608,365,324,137,108,39,69,0,29,0,0
625,763,610,367,326,139,108,39,69,0,31,0,0
630,769,616,372,332,141,109,40,69,0,32,0,0
635,778,618,374,334,142,110,40,70,0,32,0,0
640,783,620,376,336,146,110,40,70,0,36,0,0
645,791,622,380,338,152,111,41,70,0,41,0,0
650,794,623,381,339,156,111,41,70,0,45,0,0
655,800,625,382,341,160,112,41,71,0,48,0,0
660,809,626,385,342,163,113,42,71,0,50,0,0
665,814,627,385,343,170,113,42,71,0,57,0,0
670,822,628,389,344,176,114,43,71,0,62,0,0
675,825,630,390,346,178,114,43,71,0,64,0,0
680,831,632,391,348,184,115,43,72,0,69,0,0
685,840,634,394,350,188,116,43,73,0,72,0,0
690,845,637,397,353,192,116,43,73,0,76,0,0
695,853,640,401,356,196,117,43,74,0,79,0,0
700,856,642,402,358,199,117,43,74,0,82,0,0
705,862,647,407,363,201,118,44,74,0,83,0,0
710,871,647,409,363,202,119,44,75,0,83,0,0
715,876,651,411,367,207,119,44,75,0,88,0,0
720,884,654,417,370,212,120,45,75,0,92,0,0
725,887,656,418,372,214,120,45,75,0,94,0,0
730,893,658,419,374,216,121,45,76,0,95,0,0
735,902,661,425,377,222,122,45,77,0,100,0,0
740,907,664,427,380,224,122,45,77,0,102,0,0
745,915,667,431,383,227,123,46,77,0,104,0,0
750,918,669,432,385,228,123,46,77,0,105,0,0
755,924,674,436,390,232,124,46,78,0,108,0,0
760,933,676,439,392,237,125,46,79,0,112,0,0
765,938,679,442,395,239,125,46,79,0,114,0,0
770,946,682,446,398,242,126,47,79,0,116,0,0
775,949,684,447,400,244,126,47,79,0,118,0,0
780,955,688,451,404,246,127,47,80,0,119,0,0
785,964,691,457,407,249,128,48,80,0,121,0,0
790,969,694,460,410,249,128,48,80,0,121,0,0
795,977,696,461,412,250,129,48,81,0,121,0,0
800,980,697,461,413,252,129,48,81,0,123,0,0
805,986,700,465,416,254,130,49,81,0,124,0,0
810,995,703,470,419,257,131,49,82,0,126,0,0
815,1000,706,472,422,257,131,49,82,0,126,0,0
820,1008,710,478,426,265,132,50,82,0,133,0,0
825,1011,712,478,428,271,132,50,82,0,139,0,0
830,1017,715,482,431,279,133,51,82,0,146,0,0
835,1026,717,485,433,283,134,51,83,0,149,0,0
840,1031,719,488,435,286,134,51,83,0,152,0,0
845,1039,722,492,438,288,135,52,83,0,153,0,0
850,1042,724,493,440,291,135,52,83,0,156,0,0
855,1048,728,496,444,295,136,52,84,0,159,0,0
860,1057,730,499,446,297,137,52,85,0,160,0,0
865,1062,734,504,450,299,137,52,85,0,162,0,0
870,1070,738,509,454,301,138,52,86,0,163,0,0
875,1073,741,510,457,303,138,52,86,0,165,0,0
880,1079,745,513,461,306,139,52,87,0,167,0,0
885,1088,747,515,463,312,140,52,88,0,172,0,0
890,1093,748,517,464,315,140,52,88,0,175,0,0
895,1101,751,520,467,319,141,53,88,0,178,0,0
900,1104,752,523,468,321,141,53,88,0,180,0,0
905,1110,756,525,472,325,142,53,89,0,183,0,0
910,1119,758,531,474,328,143,54,89,0,185,0,0
915,1124,763,535,479,329,143,54,89,0,186,0,0
920,1132,767,539,483,331,144,54,90,0,187,0,0
925,1135,770,542,486,333,144,54,90,0,189,0,0
930,1141,776,546,492,334,145,54,91,0,189,0,0
935,1150,779,550,495,336,146,54,92,0,190,0,0
940,1155,781,551,497,336,146,54,92,0,190,0,0
945,1163,783,556,499,341,147,55,92,0,194,0,0
950,1166,786,559,502,342,147,55,92,0,195,0,0
955,1172,792,563,508,343,148,55,93,0,195,0,0
960,1181,794,567,510,346,149,55,94,0,197,0,0
965,1186,797,569,513,346,149,55,94,0,197,0,0
970,1194,799,571,515,354,150,55,95,0,204,0,0
975,1197,801,573,517,357,150,55,95,0,207,0,0
980,1203,803,575,519,360,151,56,95,0,209,0,0
985,1212,806,580,522,365,152,57,95,0,213,0,0
990,1217,809,583,525,367,152,57,95,0,215,0,0
995,1225,811,585,527,368,153,57,96,0,215,0,0
1000,1228,813,587,529,372,153,57,96,0,219,0,0
1005,1234,817,591,533,375,154,58,96,0,221,0,0
1010,1243,818,593,534,379,155,59,96,0,224,0,0
1015,1248,819,595,535,382,155,59,96,0,227,0,0
1020,1256,822,598,538,388,156,59,97,0,232,0,0
1025,1259,824,600,540,390,156,59,97,0,234,0,0
1030,1265,828,604,544,393,157,60,97,0,236,0,0
1035,1274,830,608,546,397,158,61,97,0,239,0,0
1040,1279,833,611,549,399,158,61,97,0,241,0,0
1045,1287,836,615,552,404,159,62,97,0,245,0,0
1050,1290,837,615,553,407,159,62,97,0,248,0,0
1055,1296,839,617,555,411,160,62,98,0,251,0,0
1060,1305,840,621,556,414,161,63,98,0,253,0,0
1065,1310,844,624,560,417,161,63,98,0,256,0,0
1070,1318,845,627,561,422,162,64,98,0,260,0,0
1075,1321,847,628,563,425,162,64,98,0,263,0,0
1080,1327,849,629,565,429,163,64,99,0,266,0,0
1085,1336,850,633,566,434,164,65,99,0,270,0,0
1090,1341,853,635,569,436,164,65,99,0,272,0,0
1095,1349,854,639,570,441,165,66,99,0,276,0,0
1100,1352,857,639,573,443,165,66,99,0,278,0,0
1105,1358,862,645,578,445,166,67,99,0,279,0,0
1110,1367,864,650,580,449,167,68,99,0,282,0,0
1115,1372,867,653,583,450,167,68,99,0,283,0,0
1120,1380,869,656,585,453,168,68,100,0,285,0,0
1125,1383,872,658,588,455,168,68,100,0,287,0,0
1130,1389,876,660,592,459,169,68,101,0,290,0,0
1135,1398,879,665,595,462,170,68,102,0,292,0,0
1140,1403,882,667,598,464,170,68,102,0,294,0,0
1145,1411,886,671,602,467,171,69,102,0,296,0,0
1150,1414,886,673,602,470,171,69,102,0,299,0,0
1155,1420,890,676,606,473,172,70,102,0,301,0,0
1160,1429,891,681,607,478,173,71,102,0,305,0,0
1165,1434,895,683,611,481,173,71,102,0,308,0,0
1170,1442,898,687,614,485,174,72,102,0,311,0,0
1175,1445,899,688,615,487,174,72,102,0,313,0,0
1180,1451,902,691,618,492,175,73,102,0,317,0,0
1185,1460,903,695,619,497,176,74,102,0,321,0,0
1190,1465,907,698,623,499,176,74,102,0,323,0,0
1195,1473,910,701,626,503,177,75,102,0,326,0,0
1200,1476,910,701,626,508,177,75,102,0,331,0,0
1205,1482,912,703,628,517,178,75,103,0,339,0,0
1210,1491,915,709,631,519,179,76,103,0,340,0,0
1215,1496,919,713,635,521,179,76,103,0,342,0,0
1220,1504,922,717,638,525,180,77,103,0,345,0,0
1225,1507,925,720,641,525,180,77,103,0,345,0,0
1230,1513,931,725,647,527,181,78,103,0,346,0,0
1235,1522,932,726,648,532,182,78,104,0,350,0,0
1240,1527,933,729,649,536,182,78,104,0,354,0,0
1245,1535,937,732,653,539,183,78,105,0,356,0,0
1250,1538,939,735,655,541,183,78,105,0,358,0,0
1255,1544,944,738,660,544,184,78,106,0,360,0,0
1260,1553,946,742,662,549,185,79,106,0,364,0,0
1265,1558,948,743,664,553,185,79,106,0,368,0,0
1270,1566,951,747,667,556,186,79,107,0,370,0,0
1275,1569,953,750,669,558,186,79,107,0,372,0,0
1280,1575,956,751,672,562,187,79,108,0,375,0,0
1285,1584,957,753,673,567,188,79,109,0,379,0,0
1290,1589,960,756,676,570,188,79,109,0,382,0,0
1295,1597,962,760,678,573,189,80,109,0,384,0,0
1300,1600,965,762,681,574,189,80,109,0,385,0,0
1305,1606,968,765,684,578,190,81,109,0,388,0,0
1310,1615,969,767,685,584,191,81,110,0,393,0,0
1315,1620,973,771,689,586,191,81,110,0,395,0,0
1320,1628,976,774,692,589,192,81,111,0,397,0,0
1325,1631,978,777,694,592,192,81,111,0,400,0,0
1330,1637,981,778,697,597,193,81,112,0,404,0,0
1335,1646,985,784,701,600,194,81,113,0,406,0,0
1340,1651,988,786,704,603,194,81,113,0,409,0,0
1345,1659,991,792,707,604,195,82,113,0,409,0,0
1350,1662,995,793,711,606,195,82,113,0,411,0,0
1355,1668,997,796,713,610,196,83,113,0,414,0,0
1360,1677,1000,801,716,615,197,84,113,0,418,0,0
1365,1682,1003,805,719,616,197,84,113,0,419,0,0
1370,1690,1007,809,723,620,198,85,113,0,422,0,0
1375,1693,1008,809,724,623,198,85,113,0,425,0,0
1380,1699,1011,812,727,626,199,85,114,0,427,0,0
1385,1708,1012,815,728,631,200,85,115,0,431,0,0
1390,1713,1016,818,732,634,200,85,115,0,434,0,0
1395,1721,1019,822,735,638,201,86,115,0,437,0,0
1400,1724,1020,824,736,640,201,86,115,0,439,0,0
1405,1730,1023,826,739,644,202,87,115,0,442,0,0
1410,1739,1025,830,741,649,203,88,115,0,446,0,0
1415,1744,1028,833,744,651,203,88,115,0,448,0,0
1420,1752,1030,838,746,653,204,89,115,0,449,0,0
1425,1755,1033,838,749,656,204,89,115,0,452,0,0
1430,1761,1036,841,752,659,205,89,116,0,454,0,0
1435,1770,1038,844,754,664,206,89,117,0,458,0,0
1440,1775,1039,844,755,669,206,89,117,0,463,0,0
1445,1783,1040,846,756,675,207,89,118,0,468,0,0
1450,1786,1041,846,757,678,207,89,118,0,471,0,0
1455,1792,1045,850,761,681,208,89,119,0,473,0,0
1460,1801,1049,854,765,685,209,89,120,0,476,0,0
1465,1806,1052,858,768,687,209,89,120,0,478,0,0
1470,1814,1055,860,771,691,210,89,121,0,481,0,0
1475,1817,1056,863,772,693,210,89,121,0,483,0,0
1480,1823,1062,868,778,695,211,90,121,0,484,0,0
1485,1832,1065,873,781,699,212,90,122,0,487,0,0
1490,1837,1068,875,784,702,212,90,122,0,490,0,0
1495,1845,1069,876,785,706,213,90,123,0,493,0,0
1500,1848,1070,878,786,709,213,90,123,0,496,0,0
1505,1854,1075,882,791,711,214,91,123,0,497,0,0
1510,1863,1078,887,794,715,215,92,123,0,500,0,0
1515,1868,1081,890,797,717,215,92,123,0,502,0,0
1520,1876,1085,895,801,720,216,93,123,0,504,0,0
1525,1879,1086,895,802,723,216,93,123,0,507,0,0
1530,1885,1087,897,803,727,217,94,123,0,510,0,0
1535,1894,1089,901,805,731,218,95,123,0,513,0,0
1540,1899,1092,904,808,733,218,95,123,0,515,0,0
1545,1907,1096,911,812,734,219,96,123,0,515,0,0
1550,1910,1100,913,816,736,219,96,123,0,517,0,0
1555,1916,1104,916,820,738,220,96,124,0,518,0,0
1560,1925,1108,923,824,741,221,97,124,0,520,0,0
1565,1930,1113,926,829,743,221,97,124,0,522,0,0
1570,1938,1114,929,830,748,222,98,124,0,526,0,0
1575,1941,1116,931,832,750,222,98,124,0,528,0,0
1580,1947,1120,935,836,752,223,99,124,0,529,0,0
1585,1956,1122,939,838,756,224,99,125,0,532,0,0
1590,1961,1125,941,841,760,224,99,125,0,536,0,0
1595,1969,1127,946,843,763,225,100,125,0,538,0,0
1600,1972,1130,947,846,765,225,100,125,0,540,0,0
1605,1978,1134,951,850,768,226,101,125,0,542,0,0
1610,1987,1134,953,850,773,227,101,126,0,546,0,0
1615,1992,1136,953,852,778,227,101,126,0,551,0,0
1620,2000,1137,956,853,782,228,101,127,0,554,0,0
1625,2003,1139,957,855,784,228,101,127,0,556,0,0
1630,2009,1142,959,858,788,229,101,128,0,559,0,0
1635,2018,1143,963,859,793,230,102,128,0,563,0,0
1640,2023,1146,966,862,794,230,102,128,0,564,0,0
1645,2031,1151,972,867,796,231,102,129,0,565,0,0
1650,2034,1154,972,870,798,231,102,129,0,567,0,0
1655,2040,1157,976,873,802,232,103,129,0,570,0,0
1660,2049,1160,982,876,805,233,104,129,0,572,0,0
1665,2054,1163,985,879,807,233,104,129,0,574,0,0
1670,2062,1166,989,882,812,234,105,129,0,578,0,0
1675,2065,1168,991,884,813,234,105,129,0,579,0,0
1680,2071,1173,994,889,815,235,105,130,0,580,0,0
1685,2080,1173,996,889,821,236,105,131,0,585,0,0
1690,2085,1178,1000,894,822,236,105,131,0,586,0,0
1695,2093,1181,1006,897,824,237,105,132,0,587,0,0
1700,2096,1186,1009,902,824,237,105,132,0,587,0,0
1705,2102,1190,1012,906,827,238,106,132,0,589,0,0
1710,2111,1193,1015,909,832,239,106,133,0,593,0,0
1715,2116,1194,1016,910,837,239,106,133,0,598,0,0
1720,2124,1197,1022,913,839,240,107,133,0,599,0,0
1725,2127,1200,1024,916,840,240,107,133,0,600,0,0
1730,2133,1202,1026,918,845,241,108,133,0,604,0,0
1735,2142,1203,1028,919,851,242,109,133,0,609,0,0
1740,2147,1205,1032,921,853,242,109,133,0,611,0,0
1745,2155,1208,1034,924,858,243,110,133,0,615,0,0
1750,2158,1209,1036,925,861,243,110,133,0,618,0,0
1755,2164,1213,1039,929,868,244,110,134,0,624,0,0
1760,2173,1216,1046,932,872,245,111,134,0,627,0,0
1765,2178,1221,1049,937,872,245,111,134,0,627,0,0
1770,2186,1222,1051,938,878,246,112,134,0,632,0,0
1775,2189,1223,1051,939,881,246,112,134,0,635,0,0
1780,2195,1228,1056,944,883,247,112,135,0,636,0,0
1785,2204,1232,1062,948,886,248,113,135,0,638,0,0
1790,2209,1236,1065,952,888,248,113,135,0,640,0,0
1795,2217,1237,1069,953,892,249,114,135,0,643,0,0
1800,2220,1240,1071,956,893,249,114,135,0,644,0,0
1805,2226,1243,1073,959,897,250,114,136,0,647,0,0
1810,2235,1246,1077,962,901,251,115,136,0,650,0,0
1815,2240,1246,1079,962,904,251,115,136,0,653,0,0
1820,2248,1251,1086,967,905,252,116,136,0,653,0,0
1825,2251,1255,1089,971,906,252,116,136,0,654,0,0
1830,2257,1260,1092,976,908,253,116,137,0,655,0,0
1835,2266,1261,1095,977,913,254,116,138,0,659,0,0
1840,2271,1264,1097,980,914,254,116,138,0,660,0,0
1845,2279,1267,1100,983,917,255,116,139,0,662,0,0
1850,2282,1269,1102,985,920,255,116,139,0,665,0,0
1855,2288,1272,1104,988,923,256,116,140,0,667,0,0
1860,2297,1275,1110,991,926,257,117,140,0,669,0,0
1865,2302,1277,1111,993,928,257,117,140,0,671,0,0
1870,2310,1280,1114,996,932,258,117,141,0,674,0,0
1875,2313,1281,1115,997,934,258,117,141,0,676,0,0
1880,2319,1283,1117,999,939,259,118,141,0,680,0,0
1885,2328,1285,1120,1001,943,260,118,142,0,683,0,0
1890,2333,1288,1123,1004,946,260,118,142,0,686,0,0
1895,2341,1290,1128,1006,949,261,119,142,0,688,0,0
1900,2344,1294,1131,1010,949,261,119,142,0,688,0,0
1905,2350,1297,1133,1013,953,262,120,142,0,691,0,0
1910,2359,1298,1135,1014,958,263,120,143,0,695,0,0
1915,2364,1302,1139,1018,959,263,120,143,0,696,0,0
1920,2372,1304,1143,1020,963,264,121,143,0,699,0,0
1925,2375,1307,1145,1023,964,264,121,143,0,700,0,0
1930,2381,1312,1149,1028,967,265,121,144,0,702,0,0
1935,2390,1315,1153,1031,972,266,122,144,0,706,0,0
1940,2395,1317,1156,1033,974,266,122,144,0,708,0,0
1945,2403,1320,1161,1036,978,267,122,145,0,711,0,0
1950,2406,1324,1162,1040,979,267,122,145,0,712,0,0
1955,2412,1328,1166,1044,982,268,122,146,0,714,0,0
1960,2421,1330,1171,1046,986,269,123,146,0,717,0,0
1965,2426,1335,1174,1051,988,269,123,146,0,719,0,0
1970,2434,1337,1179,1053,992,270,124,146,0,722,0,0
1975,2437,1340,1180,1056,994,270,124,146,0,724,0,0
1980,2443,1341,1181,1057,999,271,124,147,0,728,0,0
