Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,6,5,5,4,0,0,0,0
15,8,7,6,6,0,0,0,0
20,16,11,10,7,1,1,1,0
25,19,16,11,9,2,2,2,0
30,24,21,13,10,2,2,2,0
35,28,24,15,11,2,2,2,0
40,32,29,17,14,2,2,2,0
45,37,34,19,17,2,2,2,0
50,39,36,21,18,2,2,2,0
55,47,40,23,20,3,3,2,1
60,50,45,26,22,4,4,3,1
65,55,50,29,26,4,4,3,1
70,59,53,30,26,4,4,3,1
75,63,58,31,28,4,4,3,1
80,68,63,32,29,4,4,3,1
85,70,65,34,30,4,4,3,1
90,78,69,36,32,5,5,3,2
95,81,74,37,33,5,5,3,2
100,86,80,39,36,5,5,3,2
105,90,83,41,38,5,5,3,2
110,94,88,44,40,5,5,3,2
115,99,93,45,41,5,5,3,2
120,101,95,46,42,5,5,3,2
125,109,99,50,45,6,6,4,2
130,112,104,53,47,6,6,4,2
135,117,110,56,51,6,6,4,2
140,121,113,58,52,6,6,4,2
145,125,118,60,56,6,6,4,2
150,130,123,63,59,6,6,4,2
155,132,125,64,59,6,6,4,2
160,140,129,68,62,7,7,5,2
165,143,134,70,63,7,7,5,2
170,148,140,72,67,7,7,5,2
175,152,143,74,68,7,7,5,2
180,156,148,77,71,7,7,5,2
185,161,153,80,74,7,7,5,2
190,163,155,80,75,7,7,5,2
195,171,159,85,77,8,8,6,2
200,174,164,87,79,8,8,6,2
205,179,170,91,84,8,8,6,2
210,183,172,93,85,9,8,6,2
215,187,175,94,88,11,8,6,2
220,192,179,96,89,12,8,6,2
225,194,181,96,90,12,8,6,2
230,202,183,101,91,16,9,7,2
235,205,187,103,95,17,9,7,2
240,210,192,106,99,17,9,7,2
245,214,194,106,99,19,9,7,2
250,218,196,108,100,21,9,7,2
255,223,200,110,103,22,9,7,2
260,225,202,110,103,22,9,7,2
265,233,205,113,104,25,10,7,3
270,236,209,115,106,25,10,7,3
275,241,214,117,109,26,10,7,3
280,245,216,119,110,27,10,7,3
285,249,220,121,113,28,10,7,3
290,254,225,124,116,28,10,7,3
295,256,227,124,117,28,10,7,3
300,264,229,131,119,31,11,8,3
305,267,234,132,123,32,11,8,3
310,272,238,133,125,33,11,8,3
315,276,241,136,127,33,11,8,3
320,280,243,137,129,36,11,8,3
325,285,246,139,130,38,11,8,3
330,287,248,140,131,38,11,8,3
335,295,252,144,134,39,12,8,4
340,298,256,144,136,41,12,8,4
345,303,260,148,139,42,12,8,4
350,307,263,150,141,43,12,8,4
355,311,267,152,144,43,12,8,4
360,316,272,157,148,43,12,8,4
365,318,274,157,149,44,12,8,4
370,326,277,161,151,45,13,8,5
375,329,282,163,153,45,13,8,5
380,334,287,165,156,46,13,8,5
385,338,290,168,158,46,13,8,5
390,342,295,171,163,46,13,8,5
395,347,299,172,164,47,13,8,5
400,349,301,173,165,48,13,8,5
405,357,303,177,165,51,14,9,5
410,360,306,178,167,53,14,9,5
415,365,309,181,169,55,14,9,5
420,369,311,182,171,57,14,9,5
425,373,312,185,171,60,14,9,5
430,378,314,186,172,63,14,9,5
435,380,316,188,173,63,14,9,5
440,388,318,193,174,67,15,10,5
445,391,321,194,176,69,15,10,5
450,396,324,197,178,71,15,10,5
455,400,326,199,179,73,15,10,5
460,404,327,200,180,76,15,10,5
465,409,329,201,180,79,15,10,5
470,411,331,202,182,80,15,10,5
475,419,333,205,182,83,16,10,6
480,422,336,206,183,85,16,10,6
485,427,339,207,184,87,16,10,6
490,431,341,209,184,90,16,10,6
495,435,342,211,185,92,16,10,6
