Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,6,5,5,4,0,0,0,0
15,8,7,6,6,0,0,0,0
20,16,11,10,7,1,1,1,0
25,19,16,11,9,2,2,2,0
30,24,21,13,10,2,2,2,0
35,28,24,15,11,2,2,2,0
40,31,28,16,14,2,2,2,0
45,32,30,17,15,2,2,2,0
50,37,34,19,17,2,2,2,0
55,39,36,21,18,2,2,2,0
60,47,40,23,20,3,3,2,1
65,50,45,26,22,3,3,2,1
70,55,51,29,27,3,3,2,1
75,59,54,30,27,3,3,2,1
80,62,58,31,28,3,3,2,1
85,63,60,31,29,3,3,2,1
90,68,64,32,30,3,3,2,1
95,70,66,34,31,3,3,2,1
100,78,70,36,33,4,4,2,2
105,81,75,37,34,4,4,2,2
110,86,81,39,37,4,4,2,2
115,90,84,41,39,4,4,2,2
120,93,88,43,41,4,4,2,2
125,94,90,44,42,4,4,2,2
130,99,92,45,42,6,4,2,2
135,101,94,46,43,6,4,2,2
140,109,98,50,46,8,5,3,2
145,112,102,53,48,8,5,3,2
150,117,108,56,52,8,5,3,2
155,121,110,58,53,9,5,3,2
160,124,113,60,56,10,5,3,2
165,125,114,60,57,11,5,3,2
170,130,117,63,60,12,5,3,2
175,132,119,64,60,12,5,3,2
180,140,123,68,63,14,6,4,2
185,143,125,70,64,16,6,4,2
190,148,130,72,68,18,6,4,2
195,152,131,74,69,19,6,4,2
200,155,135,76,71,19,6,4,2
205,156,136,77,72,20,6,4,2
210,161,136,80,72,24,6,4,2
215,163,138,80,73,25,6,4,2
220,171,140,85,75,29,7,5,2
225,174,142,87,77,30,7,5,2
230,179,147,91,82,31,7,5,2
235,183,148,93,83,33,7,5,2
240,186,152,94,86,34,7,5,2
245,187,152,94,86,35,7,5,2
250,192,152,96,86,40,7,5,2
255,194,153,96,86,41,7,5,2
260,202,154,101,86,48,8,6,2
265,205,155,103,87,49,8,6,2
270,210,157,106,89,53,8,6,2
275,214,157,106,89,56,8,6,2
280,217,159,107,90,58,8,6,2
285,218,159,108,90,59,8,6,2
290,223,160,110,90,62,8,6,2
295,225,162,110,91,63,8,6,2
300,233,164,113,92,69,9,6,3
305,236,164,115,92,71,9,6,3
310,241,166,117,93,74,9,6,3
315,245,167,119,94,77,9,6,3
320,248,168,120,95,80,9,6,3
325,249,168,121,95,81,9,6,3
330,254,169,124,95,85,9,6,3
335,256,170,124,95,86,9,6,3
340,264,171,131,96,93,10,7,3
345,267,171,132,96,95,10,7,3
350,272,174,133,98,98,10,7,3
355,276,175,136,99,99,10,7,3
360,279,178,137,102,101,10,7,3
365,280,178,137,102,102,10,7,3
370,285,179,139,102,106,10,7,3
375,287,179,140,102,108,10,7,3
380,295,180,144,103,115,11,7,4
385,298,180,144,103,118,11,7,4
390,303,181,148,104,122,11,7,4
395,307,181,150,104,126,11,7,4
400,310,181,152,104,129,11,7,4
405,311,181,152,104,130,11,7,4
410,316,182,157,105,130,11,7,4
415,318,185,157,108,132,11,7,4
420,326,187,161,110,138,12,7,5
425,329,187,163,110,142,12,7,5
430,334,188,165,111,146,12,7,5
435,338,188,168,111,149,12,7,5
440,341,190,171,113,151,12,7,5
445,342,190,171,113,152,12,7,5
450,347,190,172,113,157,12,7,5
455,349,190,173,113,159,12,7,5
460,357,190,177,113,167,13,8,5
465,360,190,178,113,170,13,8,5
470,365,191,181,114,173,13,8,5
475,369,193,182,116,176,13,8,5
480,372,193,184,116,178,13,8,5
485,373,194,185,117,179,13,8,5
490,378,194,186,117,184,13,8,5
495,380,195,188,118,185,13,8,5
