
 TIME,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 
 280,100000,99222,99336,99406,99619,99566,99590,99633,99511,99600,99635,99441,99484,99570,99621,99635,99565,99635,99635,99635,99603,99622,99635,99600,99621,99635,99635,99621,99615,99603,99607,99625
 285,100000,99212,99323,99396,99614,99561,99585,99628,99506,99595,99630,99431,99480,99565,99616,99630,99560,99630,99630,99630,99598,99617,99630,99595,99616,99630,99630,99616,99610,99598,99602,99620
 290,100000,99204,99313,99382,99606,99547,99577,99623,99501,99590,99625,99421,99470,99555,99611,99625,99555,99625,99625,99625,99593,99612,99625,99590,99611,99625,99625,99611,99605,99593,99597,99615
 295,100000,99194,99291,99367,99601,99543,99572,99615,99496,99585,99620,99407,99460,99545,99606,99620,99550,99620,99620,99620,99588,99607,99620,99585,99606,99620,99620,99606,99600,99588,99592,99610
 300,100000,99184,99287,99362,99596,99538,99567,99610,99483,99572,99612,99390,99446,99537,99598,99615,99542,99612,99615,99615,99583,99602,99615,99580,99601,99615,99615,99601,99595,99583,99587,99605
 305,100000,99156,99255,99324,99575,99517,99546,99593,99461,99551,99591,99365,99420,99516,99577,99591,99521,99591,99591,99594,99559,99581,99594,99559,99584,99594,99594,99580,99574,99562,99566,99584
 310,100000,99146,99240,99315,99570,99512,99541,99588,99446,99546,99586,99355,99415,99511,99572,99586,99506,99586,99586,99586,99554,99573,99586,99546,99576,99589,99589,99575,99569,99557,99561,99579
 315,100000,99135,99235,99310,99565,99507,99536,99583,99441,99541,99581,99350,99404,99506,99567,99581,99501,99581,99581,99581,99544,99568,99581,99541,99571,99581,99584,99567,99561,99552,99553,99574
 320,100000,99121,99220,99300,99560,99497,99531,99578,99436,99536,99576,99340,99394,99496,99562,99576,99496,99576,99576,99576,99539,99563,99576,99536,99561,99576,99576,99562,99556,99544,99548,99566
 325,100000,99111,99207,99290,99555,99492,99526,99573,99431,99531,99571,99330,99390,99491,99557,99571,99491,99571,99571,99571,99534,99558,99571,99531,99556,99571,99571,99557,99551,99539,99543,99561
 330,100000,99098,99197,99276,99547,99478,99518,99568,99426,99526,99566,99320,99380,99481,99552,99566,99486,99566,99566,99566,99529,99553,99566,99526,99551,99566,99566,99552,99546,99534,99538,99556
 335,100000,99093,99175,99261,99542,99474,99513,99560,99421,99521,99561,99306,99370,99471,99547,99561,99481,99561,99561,99561,99524,99548,99561,99521,99546,99561,99561,99547,99541,99529,99533,99551
 340,100000,99077,99171,99256,99537,99469,99508,99555,99408,99508,99553,99289,99356,99463,99539,99556,99473,99553,99556,99556,99519,99543,99556,99516,99541,99556,99556,99542,99536,99524,99528,99546
 345,100000,99062,99155,99234,99532,99464,99503,99550,99398,99503,99548,99280,99346,99458,99534,99548,99468,99548,99548,99551,99511,99538,99551,99511,99536,99551,99551,99537,99531,99519,99523,99541
 350,100000,99052,99140,99225,99527,99459,99498,99545,99383,99498,99543,99270,99341,99453,99529,99543,99453,99543,99543,99543,99506,99530,99543,99498,99528,99546,99546,99532,99526,99514,99518,99536
 355,100000,99041,99135,99220,99522,99454,99493,99540,99378,99493,99538,99265,99330,99448,99524,99538,99448,99538,99538,99538,99496,99525,99538,99493,99523,99538,99541,99524,99518,99509,99510,99531
 360,100000,99037,99120,99210,99517,99444,99488,99535,99373,99488,99533,99255,99320,99438,99519,99533,99443,99533,99533,99533,99491,99520,99533,99488,99513,99533,99533,99519,99513,99501,99505,99523
 365,100000,99020,99091,99184,99496,99423,99467,99518,99356,99467,99512,99229,99300,99417,99498,99512,99422,99512,99512,99512,99470,99499,99512,99467,99496,99512,99512,99498,99492,99480,99484,99502
 370,100000,99012,99081,99170,99488,99409,99459,99513,99351,99462,99507,99219,99290,99407,99493,99507,99417,99507,99507,99507,99465,99494,99507,99462,99491,99507,99507,99493,99487,99475,99479,99497
 375,100000,99002,99059,99155,99483,99405,99454,99505,99346,99457,99502,99205,99280,99397,99488,99502,99412,99502,99502,99502,99460,99489,99502,99457,99486,99502,99502,99488,99482,99470,99474,99492
 380,100000,98975,99055,99150,99478,99400,99449,99500,99333,99444,99494,99188,99266,99389,99480,99497,99404,99494,99497,99497,99455,99484,99497,99452,99481,99497,99497,99483,99477,99465,99469,99487
 385,100000,98971,99039,99128,99473,99395,99444,99495,99323,99439,99489,99179,99256,99384,99475,99489,99399,99489,99489,99492,99447,99479,99492,99447,99476,99492,99492,99478,99472,99460,99464,99482
 390,100000,98961,99024,99119,99468,99390,99439,99490,99308,99434,99484,99169,99251,99379,99470,99484,99384,99484,99484,99484,99442,99471,99484,99434,99468,99487,99487,99473,99467,99455,99459,99477
 395,100000,98956,99019,99114,99463,99385,99434,99485,99303,99429,99479,99164,99240,99374,99465,99479,99379,99479,99479,99479,99432,99466,99479,99429,99463,99479,99482,99465,99459,99450,99451,99472
 400,100000,98941,99004,99104,99458,99375,99429,99480,99298,99424,99474,99154,99230,99364,99460,99474,99374,99474,99474,99474,99427,99461,99474,99424,99453,99474,99474,99460,99454,99442,99446,99464
 405,100000,98931,98991,99094,99453,99370,99424,99475,99293,99419,99469,99144,99226,99359,99455,99469,99369,99469,99469,99469,99422,99456,99469,99419,99448,99469,99469,99455,99449,99437,99441,99459
 410,100000,98918,98981,99080,99445,99356,99416,99470,99288,99414,99464,99134,99216,99349,99450,99464,99364,99464,99464,99464,99417,99451,99464,99414,99443,99464,99464,99450,99444,99432,99436,99454
 415,100000,98908,98965,99065,99440,99352,99411,99462,99283,99409,99459,99120,99206,99339,99445,99459,99359,99459,99459,99459,99412,99446,99459,99409,99438,99459,99459,99445,99439,99427,99431,99449
 420,100000,98887,98961,99060,99435,99347,99406,99457,99270,99396,99451,99103,99192,99331,99437,99454,99351,99451,99454,99454,99407,99441,99454,99404,99433,99454,99454,99440,99434,99422,99426,99444
 425,100000,98866,98935,99022,99414,99326,99385,99440,99248,99375,99430,99078,99166,99310,99416,99430,99330,99430,99430,99433,99383,99420,99433,99383,99416,99433,99433,99419,99413,99401,99405,99423
 430,100000,98856,98925,99013,99409,99321,99380,99435,99233,99370,99425,99068,99161,99305,99411,99425,99315,99425,99425,99425,99378,99412,99425,99370,99408,99428,99428,99414,99408,99396,99400,99418
 435,100000,98845,98920,99008,99404,99316,99375,99430,99228,99365,99420,99063,99150,99300,99406,99420,99310,99420,99420,99420,99368,99407,99420,99365,99403,99420,99423,99406,99400,99391,99392,99413
 440,100000,98831,98905,98998,99399,99306,99370,99425,99223,99360,99415,99053,99140,99290,99401,99415,99305,99415,99415,99415,99363,99402,99415,99360,99393,99415,99415,99401,99395,99383,99387,99405
 445,100000,98821,98892,98988,99394,99301,99365,99420,99218,99355,99410,99043,99136,99285,99396,99410,99300,99410,99410,99410,99358,99397,99410,99355,99388,99410,99410,99396,99390,99378,99382,99400
 450,100000,98808,98882,98974,99386,99287,99357,99415,99213,99350,99405,99033,99126,99275,99391,99405,99295,99405,99405,99405,99353,99392,99405,99350,99383,99405,99405,99391,99385,99373,99377,99395
 455,100000,98803,98877,98959,99381,99283,99352,99407,99208,99345,99400,99019,99116,99265,99386,99400,99290,99400,99400,99400,99348,99387,99400,99345,99378,99400,99400,99386,99380,99368,99372,99390
 460,100000,98793,98872,98954,99376,99278,99347,99402,99195,99332,99392,99002,99102,99257,99378,99395,99282,99392,99395,99395,99343,99382,99395,99340,99373,99395,99395,99381,99375,99363,99367,99385
 465,100000,98783,98862,98932,99371,99273,99342,99397,99185,99327,99387,98993,99092,99252,99373,99387,99277,99387,99387,99390,99335,99377,99390,99335,99368,99390,99390,99376,99370,99358,99362,99380
 470,100000,98773,98852,98923,99366,99268,99337,99392,99170,99322,99382,98983,99087,99247,99368,99382,99262,99382,99382,99382,99330,99369,99382,99322,99360,99385,99385,99371,99365,99353,99357,99375
 475,100000,98768,98847,98918,99361,99263,99332,99387,99165,99317,99377,98978,99076,99242,99363,99377,99257,99377,99377,99377,99320,99364,99377,99317,99355,99377,99380,99363,99357,99348,99349,99370
 480,100000,98758,98837,98908,99356,99253,99327,99382,99160,99312,99372,98968,99066,99232,99358,99372,99252,99372,99372,99372,99315,99359,99372,99312,99345,99372,99372,99358,99352,99340,99344,99362
 485,100000,98731,98808,98882,99335,99232,99306,99365,99143,99291,99351,98942,99046,99211,99337,99351,99231,99351,99351,99351,99294,99338,99351,99291,99328,99351,99351,99337,99331,99319,99323,99341
 490,100000,98723,98803,98868,99327,99218,99298,99360,99138,99286,99346,98932,99036,99201,99332,99346,99226,99346,99346,99346,99289,99333,99346,99286,99323,99346,99346,99332,99326,99314,99318,99336
 495,100000,98718,98792,98853,99322,99214,99293,99352,99133,99281,99341,98918,99026,99191,99327,99341,99221,99341,99341,99341,99284,99328,99341,99281,99318,99341,99341,99327,99321,99309,99313,99331
 500,100000,98702,98788,98848,99317,99209,99288,99347,99120,99268,99333,98901,99012,99183,99319,99336,99213,99333,99336,99336,99279,99323,99336,99276,99313,99336,99336,99322,99316,99304,99308,99326
 505,100000,98695,98778,98832,99312,99204,99283,99342,99110,99263,99328,98892,99002,99178,99314,99328,99208,99328,99328,99331,99271,99318,99331,99271,99308,99331,99331,99317,99311,99299,99303,99321
 510,100000,98695,98773,98827,99307,99199,99278,99337,99095,99258,99323,98882,98997,99173,99309,99323,99193,99323,99323,99323,99266,99310,99323,99258,99300,99326,99326,99312,99306,99294,99298,99316
 515,100000,98695,98768,98822,99302,99194,99273,99332,99090,99253,99318,98877,98986,99168,99304,99318,99188,99318,99318,99318,99256,99305,99318,99253,99295,99318,99321,99304,99298,99289,99290,99311
 520,100000,98695,98758,98812,99297,99184,99268,99327,99085,99248,99313,98867,98976,99158,99299,99313,99183,99313,99313,99313,99251,99300,99313,99248,99285,99313,99313,99299,99293,99281,99285,99303
 525,100000,98695,98750,98807,99292,99179,99263,99322,99080,99243,99308,98857,98972,99153,99294,99308,99178,99308,99308,99308,99246,99295,99308,99243,99280,99308,99308,99294,99288,99276,99280,99298
 530,100000,98695,98745,98799,99284,99165,99255,99317,99075,99238,99303,98847,98962,99143,99289,99303,99173,99303,99303,99303,99241,99290,99303,99238,99275,99303,99303,99289,99283,99271,99275,99293
 535,100000,98695,98734,98789,99279,99161,99250,99309,99070,99233,99298,98833,98952,99133,99284,99298,99168,99298,99298,99298,99236,99285,99298,99233,99270,99298,99298,99284,99278,99266,99270,99288
 540,100000,98695,98730,98784,99274,99156,99245,99304,99057,99220,99290,98816,98938,99125,99276,99293,99160,99290,99293,99293,99231,99280,99293,99228,99265,99293,99293,99279,99273,99261,99265,99283
 545,100000,98695,98698,98746,99253,99135,99224,99287,99035,99199,99269,98791,98912,99104,99255,99269,99139,99269,99269,99272,99207,99259,99272,99207,99248,99272,99272,99258,99252,99240,99244,99262
 550,100000,98695,98688,98742,99248,99130,99219,99282,99020,99194,99264,98781,98907,99099,99250,99264,99124,99264,99264,99264,99202,99251,99264,99194,99240,99267,99267,99253,99247,99235,99239,99257
 555,100000,98695,98683,98737,99243,99125,99214,99277,99015,99189,99259,98776,98896,99094,99245,99259,99119,99259,99259,99259,99192,99246,99259,99189,99235,99259,99262,99245,99239,99230,99231,99252
 560,100000,98695,98678,98732,99238,99115,99209,99272,99010,99184,99254,98766,98886,99084,99240,99254,99114,99254,99254,99254,99187,99241,99254,99184,99225,99254,99254,99240,99234,99222,99226,99244
 565,100000,98695,98670,98727,99233,99110,99204,99267,99005,99179,99249,98756,98882,99079,99235,99249,99109,99249,99249,99249,99182,99236,99249,99179,99220,99249,99249,99235,99229,99217,99221,99239
 570,100000,98695,98665,98719,99225,99096,99196,99262,99000,99174,99244,98746,98872,99069,99230,99244,99104,99244,99244,99244,99177,99231,99244,99174,99215,99244,99244,99230,99224,99212,99216,99234
 575,100000,98695,98654,98709,99220,99092,99191,99254,98995,99169,99239,98732,98862,99059,99225,99239,99099,99239,99239,99239,99172,99226,99239,99169,99210,99239,99239,99225,99219,99207,99211,99229
 580,100000,98695,98650,98704,99215,99087,99186,99249,98982,99156,99231,98715,98848,99051,99217,99234,99091,99231,99234,99234,99167,99221,99234,99164,99205,99234,99234,99220,99214,99202,99206,99224
 585,100000,98695,98634,98682,99210,99082,99181,99244,98972,99151,99226,98706,98838,99046,99212,99226,99086,99226,99226,99229,99159,99216,99229,99159,99200,99229,99229,99215,99209,99197,99201,99219
 590,100000,98695,98624,98678,99205,99077,99176,99239,98957,99146,99221,98696,98833,99041,99207,99221,99071,99221,99221,99221,99154,99208,99221,99146,99192,99224,99224,99210,99204,99192,99196,99214
 595,100000,98695,98619,98673,99200,99072,99171,99234,98952,99141,99216,98691,98822,99036,99202,99216,99066,99216,99216,99216,99144,99203,99216,99141,99187,99216,99219,99202,99196,99187,99188,99209
 600,100000,98695,98609,98663,99195,99062,99166,99229,98947,99136,99211,98681,98812,99026,99197,99211,99061,99211,99211,99211,99139,99198,99211,99136,99177,99211,99211,99197,99191,99179,99183,99201
 605,100000,98694,98585,98642,99174,99041,99145,99212,98930,99115,99190,98660,98792,99005,99176,99190,99040,99190,99190,99190,99118,99177,99190,99115,99160,99190,99190,99176,99170,99158,99162,99180
 610,100000,98686,98580,98628,99166,99027,99137,99207,98925,99110,99185,98650,98782,98995,99171,99185,99035,99185,99185,99185,99113,99172,99185,99110,99155,99185,99185,99171,99165,99153,99157,99175
 615,100000,98676,98564,98619,99161,99023,99132,99199,98920,99105,99180,98642,98772,98985,99166,99180,99030,99180,99180,99180,99108,99167,99180,99105,99150,99180,99180,99166,99160,99148,99152,99170
 620,100000,98666,98560,98614,99156,99018,99127,99194,98907,99092,99172,98637,98758,98977,99158,99175,99022,99172,99175,99175,99103,99162,99175,99100,99145,99175,99175,99161,99155,99143,99147,99165
 625,100000,98661,98555,98609,99151,99013,99122,99189,98897,99087,99167,98632,98748,98972,99153,99167,99017,99167,99167,99170,99095,99157,99170,99095,99140,99170,99170,99156,99150,99138,99142,99160
 630,100000,98656,98550,98604,99146,99008,99117,99184,98882,99082,99162,98627,98743,98967,99148,99162,99002,99162,99162,99162,99090,99149,99162,99082,99132,99165,99165,99151,99145,99133,99137,99155
 635,100000,98651,98545,98599,99141,99003,99112,99179,98877,99077,99157,98622,98732,98962,99143,99157,98997,99157,99157,99157,99080,99144,99157,99077,99127,99157,99160,99143,99137,99128,99129,99150
 640,100000,98641,98535,98589,99136,98993,99107,99174,98872,99072,99152,98612,98722,98952,99138,99152,98992,99152,99152,99152,99075,99139,99152,99072,99117,99152,99152,99138,99132,99120,99124,99142
 645,100000,98636,98527,98584,99131,98988,99102,99169,98867,99067,99147,98607,98718,98947,99133,99147,98987,99147,99147,99147,99070,99134,99147,99067,99112,99147,99147,99133,99127,99115,99119,99137
 650,100000,98628,98522,98570,99123,98974,99094,99164,98862,99062,99142,98597,98708,98937,99128,99142,98982,99142,99142,99142,99065,99129,99142,99062,99107,99142,99142,99128,99122,99110,99114,99132
 655,100000,98618,98506,98561,99118,98970,99089,99156,98857,99057,99137,98583,98698,98927,99123,99137,98977,99137,99137,99137,99060,99124,99137,99057,99102,99137,99137,99123,99117,99105,99109,99127
 660,100000,98603,98502,98556,99113,98965,99084,99151,98844,99044,99129,98566,98684,98919,99115,99132,98969,99129,99132,99132,99055,99119,99132,99052,99097,99132,99132,99118,99112,99100,99104,99122
 665,100000,98575,98470,98518,99092,98944,99063,99134,98822,99023,99108,98541,98658,98898,99094,99108,98948,99108,99108,99111,99031,99098,99111,99031,99080,99111,99111,99097,99091,99079,99083,99101
 670,100000,98565,98460,98514,99087,98939,99058,99129,98807,99018,99103,98536,98653,98893,99089,99103,98933,99103,99103,99103,99026,99090,99103,99018,99072,99106,99106,99092,99086,99074,99078,99096
 675,100000,98554,98455,98509,99082,98934,99053,99124,98802,99013,99098,98531,98642,98888,99084,99098,98928,99098,99098,99098,99016,99085,99098,99013,99067,99098,99101,99084,99078,99069,99070,99091
 680,100000,98545,98445,98504,99077,98924,99048,99119,98797,99008,99093,98526,98632,98878,99079,99093,98923,99093,99093,99093,99011,99080,99093,99008,99057,99093,99093,99079,99073,99061,99065,99083
 685,100000,98540,98437,98499,99072,98919,99043,99114,98792,99003,99088,98521,98628,98873,99074,99088,98918,99088,99088,99088,99006,99075,99088,99003,99052,99088,99088,99074,99068,99056,99060,99078
