Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,7,6,6,5,0,0,0,0
15,15,13,9,8,0,0,0,0
20,31,24,16,14,1,1,0,1
25,50,40,26,22,3,3,0,3
30,74,61,36,32,6,6,1,5
35,102,84,46,40,9,9,3,6
40,133,111,64,54,12,12,4,8
45,164,139,81,67,15,15,6,9
50,195,164,96,86,23,18,7,11
55,226,187,110,102,31,21,7,14
60,257,204,125,113,44,24,7,17
65,288,226,140,128,54,26,8,18
70,319,244,157,138,67,28,10,18
75,350,256,173,145,88,30,11,19
80,381,265,188,151,110,32,11,21
85,412,277,202,159,129,34,12,22
90,443,285,213,166,154,36,13,23
95,474,293,226,174,178,38,13,25
100,505,298,237,177,201,40,13,27
105,536,307,250,186,226,42,13,29
110,567,312,259,189,252,44,13,31
115,598,320,278,196,274,46,15,31
120,629,328,292,202,298,48,15,33
125,660,337,310,210,319,50,15,35
130,691,344,329,217,344,52,17,35
135,722,349,347,222,371,54,17,37
140,753,353,363,225,398,56,18,38
145,784,355,377,227,428,58,19,39
150,815,356,385,227,458,60,20,40
155,846,357,398,228,488,62,20,42
160,877,358,412,228,519,64,22,42
165,908,359,427,228,547,66,22,44
170,939,360,442,229,579,68,24,44
175,970,363,460,231,604,70,26,44
180,1001,367,473,234,632,72,28,44
185,1032,371,488,238,660,74,30,44
190,1063,375,505,241,685,76,31,45
195,1094,381,518,246,710,78,32,46
200,1125,384,536,249,739,80,34,46
205,1156,385,552,249,771,82,35,47
210,1187,386,569,249,799,84,37,47
215,1218,387,583,249,830,86,38,48
220,1249,388,596,249,861,88,39,49
225,1280,389,612,249,891,90,40,50
230,1311,390,624,250,921,92,40,52
235,1342,391,635,251,950,94,41,53
240,1373,393,653,252,979,96,43,53
245,1404,399,668,257,1004,98,44,54
250,1435,404,684,261,1029,100,45,55
255,1466,410,699,265,1054,102,46,56
260,1497,417,713,270,1079,104,48,56
265,1528,421,730,274,1107,106,50,56
270,1559,423,744,275,1135,108,52,56
275,1590,425,756,277,1165,110,52,58
280,1621,427,772,278,1194,112,52,60
285,1652,429,786,280,1223,114,53,61
290,1683,431,806,281,1252,116,53,63
295,1714,434,819,282,1280,118,55,63
300,1745,436,833,284,1309,120,55,65
305,1776,441,845,287,1334,122,56,66
310,1807,447,859,291,1358,124,57,67
315,1838,453,875,297,1385,126,58,68
320,1869,457,891,299,1410,128,60,68
325,1900,463,905,303,1434,130,60,70
330,1931,470,927,310,1459,132,61,71
335,1962,474,942,314,1486,134,62,72
340,1993,479,954,317,1514,136,63,73
345,2024,483,967,319,1539,138,63,75
350,2055,485,986,321,1569,140,64,76
355,2086,486,1001,322,1600,142,65,77
360,2117,487,1017,323,1630,144,66,78
365,2148,488,1033,324,1659,146,66,80
370,2179,490,1049,324,1687,148,68,80
375,2210,492,1065,325,1716,150,70,80
380,2241,494,1080,326,1747,152,70,82
385,2272,496,1097,326,1776,154,71,83
390,2303,498,1111,326,1805,156,71,85
395,2334,500,1123,328,1833,158,71,87
400,2365,504,1139,332,1861,160,71,89
405,2396,507,1157,334,1889,162,73,89
410,2427,509,1175,336,1917,164,75,89
415,2458,514,1186,339,1943,166,75,91
420,2489,519,1197,343,1969,168,76,92
