Time,  Packets Generated,  Packets Reached,High Priority Packets Generated, High Priority Packets reached, Packet Dropped, Packet Dropped due to Faulty Node, High Prio Packet Dropped due to Faulty Node, Low Prio Packet Dropped due to Faulty Node 
5,1,1,1,1,0,0,0,0
10,7,5,6,4,2,2,2,0
15,15,9,9,5,5,5,4,1
20,31,17,16,10,9,9,5,4
25,50,30,26,16,14,14,7,7
30,74,48,36,24,20,20,9,11
35,102,66,46,30,28,28,13,15
40,133,87,64,41,38,38,18,20
45,164,108,81,50,48,48,24,24
50,195,127,96,66,62,58,28,30
55,226,143,110,77,77,68,32,36
60,257,153,125,83,96,78,37,41
65,288,170,140,96,110,82,40,42
70,319,190,157,110,120,86,42,44
75,350,202,173,118,142,90,44,46
80,381,209,188,123,166,94,46,48
85,412,220,202,130,186,98,47,51
90,443,228,213,136,210,102,49,53
95,474,235,226,142,234,106,50,56
100,505,242,237,145,256,110,50,60
105,536,251,250,153,281,114,51,63
110,567,257,259,156,306,118,52,66
115,598,265,278,161,327,122,55,67
120,629,273,292,165,353,126,55,71
125,660,277,310,167,379,130,56,74
130,691,281,329,170,406,134,60,74
135,722,285,347,173,433,138,62,76
140,753,289,363,174,461,142,65,77
145,784,293,377,177,489,146,68,78
150,815,297,385,179,515,150,69,81
155,846,299,398,180,545,154,70,84
160,877,301,412,181,575,158,74,84
165,908,303,427,182,601,162,74,88
170,939,305,442,184,633,166,77,89
175,970,307,460,185,661,170,80,90
180,1001,309,473,187,689,174,82,92
185,1032,314,488,192,716,178,84,94
190,1063,318,505,195,742,182,85,97
195,1094,324,518,200,768,186,86,100
200,1125,329,536,205,792,190,89,101
205,1156,335,552,210,820,194,92,102
210,1187,337,569,211,850,198,96,102
215,1218,339,583,212,879,202,98,104
220,1249,341,596,213,906,206,100,106
225,1280,345,612,216,934,210,103,107
230,1311,350,624,221,960,214,103,111
235,1342,355,635,226,986,218,105,113
240,1373,360,653,230,1011,222,108,114
245,1404,365,668,234,1037,226,110,116
250,1435,370,684,238,1065,230,113,117
255,1466,374,699,241,1091,234,114,120
260,1497,378,713,244,1118,238,116,122
