
 TIME,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 
 430,100000,99019,99029,98911,99362,99017,99115,99199,99094,99150,99285,99062,98950,99055,99345,99207,98920,99011,99350,99123,98954,99312,99408,98987,99255,99148,99230,99359,98953,98998,99292,99373
 435,100000,99019,99029,98906,99354,99017,99110,99191,99094,99145,99280,99062,98945,99050,99340,99202,98915,99011,99345,99118,98949,99307,99403,98987,99247,99143,99225,99351,98948,98993,99284,99368
 440,100000,99019,99029,98901,99349,99017,99105,99183,99094,99140,99272,99062,98940,99045,99335,99197,98910,99011,99340,99113,98944,99299,99398,98987,99239,99138,99217,99343,98943,98988,99276,99363
 445,100000,99019,99029,98896,99344,99017,99100,99175,99091,99135,99267,99062,98935,99040,99327,99192,98905,99011,99335,99108,98939,99294,99393,98987,99231,99133,99212,99335,98938,98983,99268,99358
 450,100000,99019,99029,98891,99339,99017,99095,99167,99032,99130,99259,99062,98930,99035,99322,99175,98880,99011,99330,99103,98934,99286,99388,98987,99223,99128,99204,99330,98933,98978,99260,99353
 455,100000,99019,99029,98882,99334,99017,99090,99159,98996,99125,99250,99058,98921,99030,99317,99170,98856,99011,99325,99098,98929,99278,99383,98987,99215,99123,99196,99325,98928,98973,99252,99348
 460,100000,99019,99029,98862,99329,99017,99085,99151,98984,99120,99230,99003,98910,99025,99312,99165,98846,99011,99320,99081,98924,99273,99378,98987,99207,99118,99191,99317,98923,98968,99244,99343
 465,100000,99019,99029,98851,99321,99017,99077,99141,98984,99115,99222,98974,98902,99020,99307,99160,98841,99011,99315,99069,98919,99265,99373,98987,99199,99113,99183,99312,98918,98963,99236,99338
 470,100000,99019,99029,98846,99313,99017,99072,99134,98984,99110,99214,98962,98896,99015,99302,99155,98836,99011,99310,99059,98914,99260,99368,98987,99191,99108,99175,99304,98913,98958,99228,99333
 475,100000,99019,99029,98841,99305,99017,99067,99126,98984,99105,99206,98954,98891,99010,99294,99150,98831,99011,99305,99053,98909,99255,99363,98987,99183,99103,99167,99299,98908,98953,99220,99328
 480,100000,99019,99029,98833,99300,99017,99062,99118,98984,99097,99198,98936,98883,99005,99286,99142,98816,98993,99290,99046,98904,99250,99355,98968,99175,99093,99162,99294,98903,98948,99212,99323
 485,100000,99019,99029,98828,99295,99017,99057,99110,98984,99089,99193,98936,98878,99000,99281,99132,98797,98963,99283,99040,98899,99242,99350,98950,99167,99082,99157,99286,98898,98943,99204,99315
 490,100000,99019,99029,98823,99290,99017,99049,99100,98984,99084,99188,98936,98873,98995,99276,99121,98792,98949,99278,99035,98894,99234,99341,98928,99159,99072,99149,99278,98893,98938,99196,99307
 495,100000,99019,99029,98818,99282,99017,99041,99091,98984,99076,99180,98936,98868,98990,99271,99112,98782,98937,99273,99030,98889,99226,99333,98907,99151,99065,99141,99273,98888,98933,99188,99299
 500,100000,99019,99029,98813,99277,99017,99033,99082,98984,99068,99175,98936,98863,98985,99266,99103,98774,98916,99268,99025,98884,99221,99325,98888,99143,99054,99133,99265,98883,98928,99180,99291
 505,100000,99017,99027,98808,99272,99017,99025,99073,98984,99060,99170,98936,98858,98980,99261,99091,98761,98899,99260,99020,98879,99213,99316,98863,99135,99046,99118,99260,98878,98923,99172,99286
 510,100000,99003,99022,98803,99267,99017,99013,99064,98984,99055,99162,98936,98853,98971,99253,99085,98756,98894,99255,99015,98874,99205,99308,98857,99127,99039,99098,99255,98873,98914,99164,99278
 515,100000,98976,99008,98795,99262,98962,98989,99055,98984,99050,99154,98936,98848,98962,99248,99080,98751,98886,99250,99010,98869,99197,99303,98857,99119,99025,99090,99247,98868,98898,99156,99273
 520,100000,98944,98994,98787,99247,98928,98965,99045,98984,99042,99146,98936,98833,98954,99240,99075,98743,98873,99245,99005,98857,99182,99298,98857,99111,99005,99082,99235,98853,98886,99148,99268
 525,100000,98926,98984,98779,99223,98912,98949,99034,98984,99037,99138,98936,98809,98949,99235,99070,98738,98868,99240,98997,98833,99158,99293,98857,99103,99001,99074,99211,98833,98877,99140,99263
 530,100000,98921,98979,98774,99199,98912,98941,99025,98984,99032,99130,98936,98805,98944,99230,99065,98730,98858,99235,98992,98826,99144,99288,98857,99095,98990,99066,99187,98829,98872,99132,99258
 535,100000,98891,98965,98766,99175,98912,98933,99016,98984,99027,99122,98936,98800,98939,99222,99060,98722,98845,99227,98987,98821,99136,99283,98857,99087,98975,99058,99163,98824,98867,99124,99253
 540,100000,98882,98955,98758,99151,98912,98928,99009,98984,99022,99114,98936,98795,98934,99217,99055,98717,98837,99222,98982,98815,99128,99278,98857,99079,98970,99049,99139,98816,98862,99116,99248
 545,100000,98877,98936,98747,99139,98912,98920,99001,98984,99017,99103,98936,98790,98929,99210,99050,98711,98829,99217,98974,98801,99120,99273,98857,99071,98965,99037,99128,98805,98857,99108,99243
 550,100000,98872,98931,98742,99131,98912,98915,98993,98984,99012,99095,98936,98782,98924,99206,99045,98706,98824,99212,98966,98782,99112,99268,98857,99063,98960,99029,99120,98798,98852,99100,99238
 555,100000,98867,98921,98734,99123,98912,98910,98985,98984,99000,99087,98936,98774,98919,99201,99040,98700,98811,99204,98958,98764,99104,99263,98857,99055,98952,99020,99112,98790,98847,99092,99233
 560,100000,98862,98907,98726,99115,98912,98905,98977,98984,98996,99079,98936,98766,98914,99193,99035,98694,98811,99199,98953,98750,99096,99258,98857,99047,98947,99009,99104,98779,98842,99084,99228
 565,100000,98838,98893,98718,99107,98912,98897,98969,98981,98988,99071,98936,98758,98909,99186,99030,98689,98811,99194,98945,98731,99088,99253,98857,99039,98942,99001,99096,98767,98837,99076,99223
 570,100000,98833,98879,98710,99099,98912,98892,98961,98955,98980,99063,98936,98753,98904,99182,99016,98684,98811,99189,98937,98719,99080,99248,98857,99031,98937,98990,99091,98759,98832,99068,99218
 575,100000,98828,98869,98702,99094,98912,98884,98953,98937,98972,99055,98936,98748,98899,99175,99011,98676,98811,99184,98932,98714,99072,99243,98857,99023,98932,98981,99086,98754,98827,99060,99213
 580,100000,98823,98864,98697,99089,98912,98879,98945,98919,98967,99047,98936,98743,98894,99171,99003,98668,98811,99179,98927,98706,99064,99238,98857,99015,98927,98973,99078,98748,98822,99052,99208
 585,100000,98810,98859,98692,99084,98912,98874,98937,98914,98962,99039,98920,98728,98889,99163,98998,98663,98811,99174,98919,98701,99056,99233,98857,99007,98919,98965,99070,98743,98817,99044,99203
 590,100000,98799,98845,98684,99076,98912,98869,98929,98896,98957,99031,98884,98704,98884,99158,98990,98655,98811,99169,98909,98696,99048,99228,98857,98999,98914,98957,99065,98738,98812,99036,99198
 595,100000,98799,98829,98670,99071,98912,98861,98921,98891,98952,99023,98855,98691,98879,99153,98985,98650,98811,99164,98899,98691,99040,99223,98857,98991,98909,98946,99060,98733,98807,99026,99193
 600,100000,98799,98824,98665,99063,98912,98853,98913,98873,98944,99015,98842,98683,98874,99143,98980,98642,98811,99159,98892,98686,99032,99218,98857,98983,98904,98938,99055,98728,98802,99019,99188
 605,100000,98799,98814,98657,99058,98912,98848,98905,98852,98939,99004,98838,98678,98869,99136,98972,98631,98811,99154,98886,98681,99024,99213,98857,98975,98899,98929,99050,98723,98797,99011,99183
 610,100000,98799,98804,98649,99053,98912,98843,98897,98842,98934,98996,98828,98668,98864,99128,98964,98626,98811,99149,98881,98676,99019,99201,98850,98967,98894,98920,99045,98718,98792,99003,99178
 615,100000,98799,98794,98641,99048,98912,98838,98889,98832,98926,98988,98819,98662,98859,99123,98945,98621,98811,99144,98873,98671,99014,99197,98838,98959,98889,98911,99040,98713,98787,98995,99173
 620,100000,98799,98780,98633,99043,98912,98833,98881,98832,98921,98980,98807,98653,98851,99117,98939,98616,98811,99139,98865,98666,99009,99189,98828,98951,98884,98900,99032,98708,98782,98987,99168
 625,100000,98799,98770,98625,99035,98912,98828,98873,98832,98916,98972,98801,98647,98843,99111,98932,98608,98811,99134,98857,98661,99004,99184,98818,98943,98879,98891,99027,98703,98777,98979,99163
 630,100000,98799,98765,98620,99030,98909,98823,98865,98832,98911,98964,98801,98642,98835,99102,98922,98603,98811,99129,98852,98656,98996,99175,98799,98935,98874,98883,99022,98698,98772,98971,99158
 635,100000,98799,98757,98615,99025,98879,98815,98857,98832,98906,98956,98801,98637,98819,99096,98913,98595,98811,99124,98847,98651,98991,99167,98781,98927,98869,98874,99014,98693,98759,98963,99153
 640,100000,98799,98752,98610,99017,98869,98810,98849,98832,98901,98948,98801,98632,98810,99090,98899,98587,98811,99119,98842,98646,98986,99158,98751,98919,98864,98866,99006,98688,98751,98955,99145
 645,100000,98799,98744,98605,99009,98845,98802,98841,98832,98896,98940,98801,98627,98801,99085,98889,98582,98811,99114,98837,98641,98981,99152,98732,98911,98859,98857,99001,98683,98739,98947,99137
 650,100000,98799,98734,98597,99004,98827,98794,98833,98832,98891,98932,98801,98622,98792,99079,98880,98577,98811,99109,98832,98636,98973,99143,98720,98903,98854,98848,98996,98678,98729,98939,99132
 655,100000,98799,98729,98592,98999,98813,98789,98825,98832,98886,98924,98801,98617,98783,99074,98875,98572,98811,99104,98827,98631,98965,99138,98720,98895,98849,98840,98991,98673,98718,98931,99127
 660,100000,98799,98719,98584,98994,98794,98781,98817,98832,98878,98916,98801,98612,98775,99066,98870,98562,98789,99096,98822,98626,98960,99133,98720,98887,98838,98831,98983,98668,98711,98923,99122
 665,100000,98799,98704,98573,98989,98774,98773,98809,98832,98870,98905,98801,98607,98766,99061,98865,98554,98781,99088,98817,98621,98955,99128,98720,98879,98830,98821,98978,98663,98701,98915,99117
 670,100000,98799,98696,98568,98984,98774,98768,98801,98832,98862,98897,98801,98602,98757,99056,98860,98549,98774,99080,98812,98616,98949,99123,98720,98871,98822,98812,98970,98658,98697,98907,99112
